Bin index,yH299-parent-pool3_normalized,yH299-parent-pool3_normalized rank
CP048230.1-0,2,1198
CP048230.1-1,1,1216
CP048230.1-2,1,1217
CP048230.1-3,23,533
CP048230.1-4,15,780
CP048230.1-5,70,77
CP048230.1-6,60,112
CP048230.1-7,120,17
CP048230.1-8,49,178
CP048230.1-9,119,18
CP048230.1-10,33,339
CP048230.1-11,15,781
CP048230.1-12,101,31
CP048230.1-13,42,245
CP048230.1-14,102,29
CP048230.1-15,44,218
CP048230.1-16,22,565
CP048230.1-17,30,400
CP048230.1-18,83,50
CP048230.1-19,51,163
CP048230.1-20,38,285
CP048230.1-21,5,1125
CP048230.1-22,2,1199
CP048230.1-23,48,188
CP048230.1-24,9,992
CP048230.1-25,41,252
CP048230.1-26,54,138
CP048230.1-27,26,475
CP048230.1-28,12,881
CP048230.1-29,8,1026
CP048230.1-30,2,1200
CP048230.1-31,10,959
CP048230.1-32,23,534
CP048230.1-33,24,513
CP048230.1-34,31,378
CP048230.1-35,35,325
CP048230.1-36,12,882
CP048230.1-37,47,196
CP048230.1-38,12,883
CP048230.1-39,7,1053
CP048230.1-40,11,922
CP048230.1-41,33,340
CP048230.1-42,12,884
CP048230.1-43,37,292
CP048230.1-44,51,164
CP048230.1-45,14,815
CP048230.1-46,22,566
CP048230.1-47,32,362
CP048230.1-48,33,341
CP048230.1-49,5,1126
CP048231.1-0,2,1201
CP048231.1-1,20,618
CP048231.1-2,16,747
CP048231.1-3,33,342
CP048231.1-4,40,264
CP048231.1-5,46,203
CP048231.1-6,23,535
CP048231.1-7,41,253
CP048231.1-8,24,514
CP048231.1-9,70,78
CP048231.1-10,16,748
CP048231.1-11,20,619
CP048231.1-12,9,993
CP048231.1-13,10,960
CP048231.1-14,19,646
CP048231.1-15,17,704
CP048231.1-16,5,1127
CP048231.1-17,14,816
CP048231.1-18,12,885
CP048231.1-19,13,844
CP048231.1-20,21,595
CP048231.1-21,2,1202
CP048231.1-22,23,536
CP048231.1-23,70,79
CP048231.1-24,31,379
CP048231.1-25,37,293
CP048231.1-26,41,254
CP048231.1-27,65,96
CP048231.1-28,74,66
CP048231.1-29,99,34
CP048231.1-30,80,55
CP048231.1-31,21,596
