Chromosome,Position,Reads
CP048230.1,2177,31
CP048230.1,2656,375
CP048230.1,19195,37
CP048230.1,25975,12
CP048230.1,31697,3
CP048230.1,31751,36
CP048230.1,32398,7
CP048230.1,32577,250
CP048230.1,33645,175
CP048230.1,33647,432
CP048230.1,33847,1
CP048230.1,33852,2
CP048230.1,33974,7
CP048230.1,34061,79
CP048230.1,36489,1
CP048230.1,39103,209
CP048230.1,39235,789
CP048230.1,39241,289
CP048230.1,39242,245
CP048230.1,39272,1198
CP048230.1,39279,808
CP048230.1,39287,54
CP048230.1,39291,344
CP048230.1,39448,283
CP048230.1,39462,238
CP048230.1,39574,210
CP048230.1,39659,42
CP048230.1,40067,168
CP048230.1,40527,371
CP048230.1,42332,19
CP048230.1,43314,3
CP048230.1,43414,3
CP048230.1,43493,397
CP048230.1,43515,245
CP048230.1,43522,1
CP048230.1,43555,1
CP048230.1,44354,52
CP048230.1,45498,53
CP048230.1,47737,32
CP048230.1,48216,265
CP048230.1,48787,209
CP048230.1,48916,55
CP048230.1,50369,497
CP048230.1,50503,2
CP048230.1,50558,13
CP048230.1,50725,28
CP048230.1,51017,583
CP048230.1,51109,159
CP048230.1,51149,324
CP048230.1,51156,233
CP048230.1,51164,150
CP048230.1,51236,276
CP048230.1,51243,1522
CP048230.1,51248,79
CP048230.1,51254,77
CP048230.1,51261,161
CP048230.1,51316,55
CP048230.1,51394,60
CP048230.1,51467,9
CP048230.1,51520,663
CP048230.1,51549,2
CP048230.1,51553,601
CP048230.1,51556,1709
CP048230.1,51560,872
CP048230.1,51625,341
CP048230.1,51683,657
CP048230.1,51688,46
CP048230.1,51700,124
CP048230.1,51706,372
CP048230.1,51707,265
CP048230.1,51713,1
CP048230.1,51720,24
CP048230.1,51726,275
CP048230.1,51757,1344
CP048230.1,51764,6
CP048230.1,51767,6
CP048230.1,51772,224
CP048230.1,52037,726
CP048230.1,52067,172
CP048230.1,52237,510
CP048230.1,52270,605
CP048230.1,52747,5
CP048230.1,53065,1
CP048230.1,53937,32
CP048230.1,55219,42
CP048230.1,55274,23
CP048230.1,55281,1
CP048230.1,55347,173
CP048230.1,55405,12
CP048230.1,55412,663
CP048230.1,55703,33
CP048230.1,55818,374
CP048230.1,55892,44
CP048230.1,57047,17
CP048230.1,58849,266
CP048230.1,58887,93
CP048230.1,58932,182
CP048230.1,58933,28
CP048230.1,58940,159
CP048230.1,58999,38
CP048230.1,59007,206
CP048230.1,59014,1
CP048230.1,59046,321
CP048230.1,59053,1
CP048230.1,59146,163
CP048230.1,59218,1
CP048230.1,59276,40
CP048230.1,59283,2
CP048230.1,59449,333
CP048230.1,59633,1
CP048230.1,59998,609
CP048230.1,60145,87
CP048230.1,60678,150
CP048230.1,60754,81
CP048230.1,60875,26
CP048230.1,60949,58
CP048230.1,60950,55
CP048230.1,60955,13
CP048230.1,60956,145
CP048230.1,60988,19
CP048230.1,61053,30
CP048230.1,61060,3
CP048230.1,61106,363
CP048230.1,61112,242
CP048230.1,61113,44
CP048230.1,61119,511
CP048230.1,61151,9
CP048230.1,61158,216
CP048230.1,61242,43
