Chromosome,Position,Reads
CP048230.1,26244,25
CP048230.1,31789,14
CP048230.1,31927,11
CP048230.1,31936,5
CP048230.1,32577,5
CP048230.1,33638,2
CP048230.1,33654,7
CP048230.1,33906,3
CP048230.1,33956,13
CP048230.1,39102,11
CP048230.1,39103,85
CP048230.1,39199,59
CP048230.1,39205,29
CP048230.1,39207,162
CP048230.1,39216,3
CP048230.1,39231,2
CP048230.1,39235,76
CP048230.1,39241,52
CP048230.1,39242,202
CP048230.1,39266,33
CP048230.1,39272,638
CP048230.1,39279,787
CP048230.1,39283,142
CP048230.1,39287,15
CP048230.1,39290,33
CP048230.1,39291,7
CP048230.1,39379,19
CP048230.1,39407,73
CP048230.1,39439,12
CP048230.1,39446,31
CP048230.1,39453,26
CP048230.1,39455,21
CP048230.1,39462,38
CP048230.1,39480,1
CP048230.1,39523,23
CP048230.1,39565,14
CP048230.1,39574,117
CP048230.1,39588,50
CP048230.1,39659,9
CP048230.1,39666,243
CP048230.1,39690,54
CP048230.1,40538,32
CP048230.1,41121,2
CP048230.1,41221,33
CP048230.1,43314,148
CP048230.1,43321,40
CP048230.1,43356,5
CP048230.1,43450,86
CP048230.1,43493,41
CP048230.1,43515,1
CP048230.1,43522,38
CP048230.1,45436,54
CP048230.1,45443,28
CP048230.1,45472,4
CP048230.1,45518,6
CP048230.1,45889,17
CP048230.1,46032,8
CP048230.1,46394,43
CP048230.1,46910,57
CP048230.1,47272,12
CP048230.1,47445,2
CP048230.1,47452,53
CP048230.1,47700,12
CP048230.1,47882,7
CP048230.1,47976,84
CP048230.1,48224,48
CP048230.1,48538,1
CP048230.1,48794,1
CP048230.1,48798,37
CP048230.1,48975,133
CP048230.1,49147,81
CP048230.1,49339,20
CP048230.1,49393,5
CP048230.1,49461,23
CP048230.1,50362,2
CP048230.1,50369,103
CP048230.1,50503,64
CP048230.1,50510,97
CP048230.1,50558,55
CP048230.1,50869,44
CP048230.1,50919,51
CP048230.1,51017,1
CP048230.1,51046,10
CP048230.1,51102,62
CP048230.1,51109,15
CP048230.1,51128,78
CP048230.1,51135,28
CP048230.1,51149,157
CP048230.1,51156,87
CP048230.1,51160,78
CP048230.1,51172,9
CP048230.1,51236,723
CP048230.1,51243,966
CP048230.1,51330,1
CP048230.1,51425,9
CP048230.1,51467,183
CP048230.1,51473,21
CP048230.1,51482,4
CP048230.1,51499,64
CP048230.1,51512,5
CP048230.1,51519,2
CP048230.1,51529,63
CP048230.1,51535,177
CP048230.1,51549,319
CP048230.1,51556,109
CP048230.1,51560,31
CP048230.1,51563,110
CP048230.1,51596,102
CP048230.1,51625,81
CP048230.1,51632,217
CP048230.1,51658,10
CP048230.1,51675,2
CP048230.1,51700,178
CP048230.1,51713,95
CP048230.1,51720,114
CP048230.1,51721,69
CP048230.1,51736,295
CP048230.1,51764,114
CP048230.1,51765,4
CP048230.1,51772,334
CP048230.1,52037,414
CP048230.1,52067,107
CP048230.1,52108,70
CP048230.1,52239,111
CP048230.1,52242,2
CP048230.1,52471,34
CP048230.1,54622,49
CP048230.1,54919,29
CP048230.1,55042,88
CP048230.1,55250,3
CP048230.1,55256,4
CP048230.1,55269,1
CP048230.1,55281,165
CP048230.1,55347,15
CP048230.1,55350,40
CP048230.1,57014,12
CP048230.1,57022,47
CP048230.1,57086,46
CP048230.1,58830,19
CP048230.1,58837,4
CP048230.1,58845,6
CP048230.1,58940,53
CP048230.1,58977,83
CP048230.1,58981,11
CP048230.1,58984,71
CP048230.1,58996,61
CP048230.1,58999,48
CP048230.1,59007,32
CP048230.1,59014,55
CP048230.1,59046,149
CP048230.1,59053,99
CP048230.1,59138,40
CP048230.1,59194,21
CP048230.1,59257,3
CP048230.1,59263,61
CP048230.1,59283,11
CP048230.1,59571,18
CP048230.1,59578,63
CP048230.1,59612,5
CP048230.1,59643,9
CP048230.1,59718,9
CP048230.1,59869,21
CP048230.1,60038,47
CP048230.1,60145,5
CP048230.1,60439,31
CP048230.1,60636,3
CP048230.1,60949,31
CP048230.1,60952,41
CP048230.1,60959,2
CP048230.1,60981,22
CP048230.1,61053,32
CP048230.1,61087,33
CP048230.1,61088,28
CP048230.1,61106,35
CP048230.1,61110,120
CP048230.1,61111,73
CP048230.1,61117,50
CP048230.1,61121,12
CP048230.1,61153,27
CP048230.1,61158,22
CP048230.1,61185,41
CP048230.1,61198,11
CP048230.1,61269,30
CP048230.1,61300,59
CP048230.1,61361,104
CP048230.1,61368,4
CP048230.1,61369,76
CP048230.1,61377,157
CP048230.1,61378,12
CP048230.1,61384,107
CP048230.1,61404,54
CP048230.1,61406,24
CP048230.1,61467,14
CP048230.1,61477,31
CP048230.1,61481,34
CP048230.1,61482,51
CP048230.1,61536,142
CP048230.1,61541,32
CP048230.1,61578,2
CP048230.1,61592,54
CP048230.1,61603,149
CP048230.1,61612,127
CP048230.1,61614,188
CP048230.1,61619,56
CP048230.1,61621,870
CP048230.1,61624,3
CP048230.1,61633,22
CP048230.1,61634,87
CP048230.1,61644,8
CP048230.1,61686,64
CP048230.1,61690,10
CP048230.1,61697,113
CP048230.1,61703,123
CP048230.1,61721,9
CP048230.1,61738,2
CP048230.1,61752,41
CP048230.1,61796,141
CP048230.1,61808,33
CP048230.1,61815,209
CP048230.1,61819,96
CP048230.1,61863,4
CP048230.1,61903,19
CP048230.1,61986,49
CP048230.1,62006,60
CP048230.1,62099,9
CP048230.1,62106,24
CP048230.1,62211,54
CP048230.1,62262,72
CP048230.1,62379,50
CP048230.1,63259,71
CP048230.1,64408,40
CP048230.1,64665,14
CP048230.1,64949,2
CP048230.1,65317,47
CP048230.1,65386,1
CP048230.1,65554,2
CP048230.1,65606,4
CP048230.1,65766,6
CP048230.1,65837,40
CP048230.1,65974,19
CP048230.1,66283,47
CP048230.1,66574,1
CP048230.1,66913,54
CP048230.1,67286,52
CP048230.1,67779,12
CP048230.1,67819,3
CP048230.1,67965,30
CP048230.1,67972,1
CP048230.1,68663,144
CP048230.1,68767,6
CP048230.1,68778,112
CP048230.1,68794,18
CP048230.1,68813,30
CP048230.1,68840,9
CP048230.1,68849,4
CP048230.1,68931,7
CP048230.1,68943,10
CP048230.1,68950,17
CP048230.1,68956,77
CP048230.1,68963,1
CP048230.1,69019,4
CP048230.1,69026,112
CP048230.1,69066,82
CP048230.1,69073,2
CP048230.1,69126,1
CP048230.1,69149,11
CP048230.1,69174,34
