Bin index,yH298-parent-pool1_normalized,yH298-parent-pool1_normalized rank
CP048230.1-0,0,1236
CP048230.1-1,0,1237
CP048230.1-2,1,1224
CP048230.1-3,41,458
CP048230.1-4,33,591
CP048230.1-5,89,107
CP048230.1-6,115,53
CP048230.1-7,176,18
CP048230.1-8,79,143
CP048230.1-9,164,27
CP048230.1-10,55,304
CP048230.1-11,25,749
CP048230.1-12,167,25
CP048230.1-13,66,195
CP048230.1-14,153,31
CP048230.1-15,54,316
CP048230.1-16,31,628
CP048230.1-17,54,317
CP048230.1-18,117,51
CP048230.1-19,67,192
CP048230.1-20,71,172
CP048230.1-21,13,1016
CP048230.1-22,6,1164
CP048230.1-23,51,345
CP048230.1-24,14,994
CP048230.1-25,60,258
CP048230.1-26,68,188
CP048230.1-27,53,324
CP048230.1-28,26,720
CP048230.1-29,14,995
CP048230.1-30,2,1213
CP048230.1-31,8,1129
CP048230.1-32,39,475
CP048230.1-33,41,459
CP048230.1-34,60,259
CP048230.1-35,49,363
CP048230.1-36,16,951
CP048230.1-37,55,305
CP048230.1-38,27,694
CP048230.1-39,21,834
CP048230.1-40,22,812
CP048230.1-41,48,370
CP048230.1-42,27,695
CP048230.1-43,48,371
CP048230.1-44,65,207
CP048230.1-45,26,721
CP048230.1-46,50,353
CP048230.1-47,47,379
CP048230.1-48,53,325
CP048231.1-0,0,1238
CP048231.1-1,34,575
CP048231.1-2,26,722
CP048231.1-3,46,389
CP048231.1-4,43,424
CP048231.1-5,64,216
CP048231.1-6,49,364
CP048231.1-7,56,292
CP048231.1-8,27,696
CP048231.1-9,100,80
CP048231.1-10,34,576
CP048231.1-11,28,675
CP048231.1-12,9,1109
CP048231.1-13,14,996
CP048231.1-14,28,676
CP048231.1-15,23,794
CP048231.1-16,12,1033
CP048231.1-17,19,881
CP048231.1-18,25,750
CP048231.1-19,22,813
CP048231.1-20,20,859
CP048231.1-21,2,1214
CP048231.1-22,43,425
CP048231.1-23,96,86
CP048231.1-24,38,488
CP048231.1-25,63,228
CP048231.1-26,52,334
CP048231.1-27,80,137
CP048231.1-28,90,102
CP048231.1-29,143,37
CP048231.1-30,113,57
CP048231.1-31,35,549
CP048231.1-32,26,723
CP048231.1-33,23,795
CP048231.1-34,41,460
CP048231.1-35,147,33
CP048231.1-36,35,550
CP048231.1-37,90,103
CP048231.1-38,183,15
CP048231.1-39,68,189
CP048231.1-40,48,372
CP048231.1-41,91,96
CP048231.1-42,105,70
CP048231.1-43,89,108
CP048231.1-44,191,12
CP048231.1-45,171,20
CP048231.1-46,130,42
CP048231.1-47,170,21
CP048231.1-48,168,23
CP048231.1-49,15,967
CP048231.1-50,0,1239
CP048231.1-51,4,1191
CP048232.1-0,1,1225
CP048232.1-1,13,1017
CP048232.1-2,22,814
CP048232.1-3,41,461
CP048232.1-4,32,609
CP048232.1-5,42,440
CP048232.1-6,37,508
CP048232.1-7,38,489
CP048232.1-8,37,509
CP048232.1-9,6,1165
CP048232.1-10,35,551
CP048232.1-11,28,677
CP048232.1-12,21,835
CP048232.1-13,20,860
CP048232.1-14,25,751
CP048232.1-15,22,815
CP048232.1-16,84,124
CP048232.1-17,11,1059
CP048232.1-18,59,268
CP048232.1-19,38,490
CP048232.1-20,9,1110
CP048232.1-21,33,592
CP048232.1-22,26,724
CP048232.1-23,61,249
CP048232.1-24,99,81
CP048232.1-25,20,861
CP048232.1-26,26,725
CP048232.1-27,47,380
CP048232.1-28,52,335
CP048232.1-29,34,577
CP048232.1-30,30,644
CP048232.1-31,87,116
CP048232.1-32,51,346
CP048232.1-33,32,610
CP048232.1-34,73,167
CP048232.1-35,27,697
CP048232.1-36,104,73
CP048232.1-37,117,52
CP048232.1-38,94,90
CP048232.1-39,110,59
CP048232.1-40,168,24
CP048232.1-41,184,14
CP048232.1-42,151,32
CP048232.1-43,258,2
CP048232.1-44,147,34
CP048232.1-45,156,30
CP048232.1-46,66,196
CP048232.1-47,131,41
CP048232.1-48,50,354
CP048232.1-49,42,441
CP048232.1-50,57,285
CP048232.1-51,24,777
CP048232.1-52,28,678
CP048232.1-53,16,952
CP048233.1-0,0,1240
CP048233.1-1,12,1034
CP048233.1-2,39,476
CP048233.1-3,27,698
CP048233.1-4,11,1060
CP048233.1-5,64,217
CP048233.1-6,33,593
CP048233.1-7,44,414
CP048233.1-8,59,269
CP048233.1-9,108,64
CP048233.1-10,81,134
CP048233.1-11,7,1147
CP048233.1-12,43,426
CP048233.1-13,34,578
CP048233.1-14,25,752
CP048233.1-15,9,1111
CP048233.1-16,34,579
CP048233.1-17,7,1148
CP048233.1-18,68,190
CP048233.1-19,25,753
CP048233.1-20,9,1112
CP048233.1-21,19,882
CP048233.1-22,12,1035
CP048233.1-23,8,1130
CP048233.1-24,55,306
CP048233.1-25,14,997
CP048233.1-26,12,1036
CP048233.1-27,8,1131
CP048233.1-28,0,1241
CP048233.1-29,12,1037
CP048233.1-30,26,726
CP048233.1-31,17,931
CP048233.1-32,6,1166
CP048233.1-33,21,836
CP048233.1-34,10,1084
CP048233.1-35,25,754
CP048233.1-36,10,1085
CP048233.1-37,13,1018
CP048233.1-38,35,552
CP048233.1-39,42,442
CP048233.1-40,33,594
CP048233.1-41,12,1038
CP048233.1-42,41,462
CP048233.1-43,25,755
CP048233.1-44,38,491
CP048233.1-45,24,778
CP048233.1-46,22,816
CP048233.1-47,51,347
CP048233.1-48,29,659
CP048233.1-49,64,218
CP048233.1-50,50,355
CP048233.1-51,38,492
CP048233.1-52,14,998
CP048233.1-53,97,84
CP048233.1-54,75,160
CP048233.1-55,114,54
CP048233.1-56,66,197
CP048233.1-57,91,97
CP048233.1-58,85,122
CP048233.1-59,91,98
CP048233.1-60,141,38
CP048233.1-61,64,219
CP048233.1-62,77,152
CP048233.1-63,56,293
CP048233.1-64,160,29
CP048233.1-65,42,443
CP048233.1-66,110,60
CP048233.1-67,45,402
CP048233.1-68,94,91
CP048233.1-69,5,1179
CP048234.1-0,1,1226
CP048234.1-1,9,1113
CP048234.1-2,0,1242
CP048234.1-3,0,1243
CP048234.1-4,17,932
CP048234.1-5,17,933
CP048234.1-6,19,883
CP048234.1-7,19,884
CP048234.1-8,25,756
CP048234.1-9,24,779
CP048234.1-10,13,1019
CP048234.1-11,23,796
CP048234.1-12,55,307
CP048234.1-13,60,260
CP048234.1-14,66,198
CP048234.1-15,27,699
CP048234.1-16,19,885
CP048234.1-17,27,700
CP048234.1-18,26,727
CP048234.1-19,74,165
CP048234.1-20,82,130
CP048234.1-21,57,286
CP048234.1-22,88,113
CP048234.1-23,233,6
CP048234.1-24,98,83
CP048234.1-25,104,74
CP048234.1-26,130,43
CP048234.1-27,86,118
CP048234.1-28,79,144
CP048234.1-29,77,153
CP048234.1-30,104,75
CP048234.1-31,114,55
CP048234.1-32,71,173
CP048234.1-33,64,220
CP048234.1-34,13,1020
CP048234.1-35,19,886
CP048234.1-36,94,92
CP048234.1-37,42,444
CP048234.1-38,37,510
CP048234.1-39,90,104
