Bin index,yH298-parent-pool1_normalized,yH298-parent-pool1_normalized rank
CP048230.1-0,0,1235
CP048230.1-1,0,1236
CP048230.1-2,1,1223
CP048230.1-3,41,461
CP048230.1-4,34,576
CP048230.1-5,89,112
CP048230.1-6,122,48
CP048230.1-7,167,26
CP048230.1-8,78,152
CP048230.1-9,165,27
CP048230.1-10,55,310
CP048230.1-11,26,724
CP048230.1-12,169,23
CP048230.1-13,68,194
CP048230.1-14,158,30
CP048230.1-15,55,311
CP048230.1-16,33,604
CP048230.1-17,57,292
CP048230.1-18,116,54
CP048230.1-19,69,183
CP048230.1-20,67,200
CP048230.1-21,14,1010
CP048230.1-22,6,1165
CP048230.1-23,53,331
CP048230.1-24,14,1011
CP048230.1-25,62,247
CP048230.1-26,68,195
CP048230.1-27,52,342
CP048230.1-28,27,706
CP048230.1-29,15,985
CP048230.1-30,2,1216
CP048230.1-31,7,1148
CP048230.1-32,40,467
CP048230.1-33,42,450
CP048230.1-34,60,267
CP048230.1-35,48,380
CP048230.1-36,17,935
CP048230.1-37,60,268
CP048230.1-38,27,707
CP048230.1-39,22,823
CP048230.1-40,20,865
CP048230.1-41,50,364
CP048230.1-42,29,668
CP048230.1-43,50,365
CP048230.1-44,68,196
CP048230.1-45,27,708
CP048230.1-46,49,373
CP048230.1-47,49,374
CP048230.1-48,55,312
CP048231.1-0,0,1237
CP048231.1-1,36,532
CP048231.1-2,26,725
CP048231.1-3,45,407
CP048231.1-4,42,451
CP048231.1-5,67,201
CP048231.1-6,48,381
CP048231.1-7,58,282
CP048231.1-8,26,726
CP048231.1-9,97,86
CP048231.1-10,33,605
CP048231.1-11,28,686
CP048231.1-12,10,1091
CP048231.1-13,14,1012
CP048231.1-14,27,709
CP048231.1-15,24,780
CP048231.1-16,12,1045
CP048231.1-17,20,866
CP048231.1-18,23,805
CP048231.1-19,21,843
CP048231.1-20,21,844
CP048231.1-21,3,1211
CP048231.1-22,46,398
CP048231.1-23,97,87
CP048231.1-24,40,468
CP048231.1-25,62,248
CP048231.1-26,53,332
CP048231.1-27,83,137
CP048231.1-28,91,102
CP048231.1-29,148,36
CP048231.1-30,114,58
CP048231.1-31,37,515
CP048231.1-32,26,727
CP048231.1-33,22,824
CP048231.1-34,44,422
CP048231.1-35,150,35
CP048231.1-36,36,533
CP048231.1-37,92,94
CP048231.1-38,186,15
CP048231.1-39,69,184
CP048231.1-40,48,382
CP048231.1-41,92,95
CP048231.1-42,105,72
CP048231.1-43,87,120
CP048231.1-44,189,12
CP048231.1-45,172,20
CP048231.1-46,136,41
CP048231.1-47,172,21
CP048231.1-48,169,24
CP048231.1-49,15,986
CP048231.1-50,0,1238
CP048231.1-51,4,1190
CP048232.1-0,1,1224
CP048232.1-1,12,1046
CP048232.1-2,22,825
CP048232.1-3,40,469
CP048232.1-4,34,577
CP048232.1-5,42,452
CP048232.1-6,36,534
CP048232.1-7,36,535
CP048232.1-8,37,516
CP048232.1-9,7,1149
CP048232.1-10,35,553
CP048232.1-11,29,669
CP048232.1-12,23,806
CP048232.1-13,20,867
CP048232.1-14,25,754
CP048232.1-15,22,826
CP048232.1-16,86,122
CP048232.1-17,10,1092
CP048232.1-18,61,256
CP048232.1-19,39,483
CP048232.1-20,8,1131
CP048232.1-21,34,578
CP048232.1-22,24,781
CP048232.1-23,66,207
CP048232.1-24,99,81
CP048232.1-25,20,868
CP048232.1-26,27,710
CP048232.1-27,47,392
CP048232.1-28,54,319
CP048232.1-29,35,554
CP048232.1-30,28,687
CP048232.1-31,89,113
CP048232.1-32,51,354
CP048232.1-33,33,606
CP048232.1-34,73,171
CP048232.1-35,29,670
CP048232.1-36,107,67
CP048232.1-37,119,51
CP048232.1-38,91,103
CP048232.1-39,109,65
CP048232.1-40,168,25
CP048232.1-41,187,14
CP048232.1-42,151,32
CP048232.1-43,264,2
CP048232.1-44,151,33
CP048232.1-45,155,31
CP048232.1-46,66,208
CP048232.1-47,135,42
CP048232.1-48,51,355
CP048232.1-49,40,470
CP048232.1-50,56,299
CP048232.1-51,24,782
CP048232.1-52,25,755
CP048232.1-53,17,936
CP048233.1-0,1,1225
CP048233.1-1,14,1013
CP048233.1-2,36,536
CP048233.1-3,29,671
CP048233.1-4,11,1068
CP048233.1-5,59,276
CP048233.1-6,32,621
CP048233.1-7,46,399
CP048233.1-8,58,283
CP048233.1-9,103,77
CP048233.1-10,84,134
CP048233.1-11,7,1150
