Chromosome,Position,Reads
CP048230.1,26244,32
CP048230.1,31789,23
CP048230.1,31927,15
CP048230.1,31936,5
CP048230.1,32577,7
CP048230.1,33638,3
CP048230.1,33654,15
CP048230.1,33906,4
CP048230.1,33956,18
CP048230.1,39102,14
CP048230.1,39103,97
CP048230.1,39199,75
CP048230.1,39205,44
CP048230.1,39207,213
CP048230.1,39216,4
CP048230.1,39231,1
CP048230.1,39235,133
CP048230.1,39241,65
CP048230.1,39242,258
CP048230.1,39266,44
CP048230.1,39272,848
CP048230.1,39279,1071
CP048230.1,39283,190
CP048230.1,39287,22
CP048230.1,39290,55
CP048230.1,39291,9
CP048230.1,39379,28
CP048230.1,39407,79
CP048230.1,39439,23
CP048230.1,39446,51
CP048230.1,39453,40
CP048230.1,39455,30
CP048230.1,39462,51
CP048230.1,39523,16
CP048230.1,39565,12
CP048230.1,39574,129
CP048230.1,39588,62
CP048230.1,39659,7
CP048230.1,39666,299
CP048230.1,39690,71
CP048230.1,39943,2
CP048230.1,40538,44
CP048230.1,41121,6
CP048230.1,41221,54
CP048230.1,43314,197
CP048230.1,43321,67
CP048230.1,43356,4
CP048230.1,43450,103
CP048230.1,43493,68
CP048230.1,43515,1
CP048230.1,43522,65
CP048230.1,44773,1
CP048230.1,45436,46
CP048230.1,45443,52
CP048230.1,45472,2
CP048230.1,45518,4
CP048230.1,45889,22
CP048230.1,46032,25
CP048230.1,46394,54
CP048230.1,46910,76
CP048230.1,47272,17
CP048230.1,47445,6
CP048230.1,47452,79
CP048230.1,47521,3
CP048230.1,47700,10
CP048230.1,47882,5
CP048230.1,47976,96
CP048230.1,48134,7
CP048230.1,48224,67
CP048230.1,48798,55
CP048230.1,48975,168
CP048230.1,49147,90
CP048230.1,49339,30
CP048230.1,49393,7
CP048230.1,49461,23
CP048230.1,50362,3
CP048230.1,50369,128
CP048230.1,50503,92
CP048230.1,50510,135
CP048230.1,50558,86
CP048230.1,50869,49
CP048230.1,50919,61
CP048230.1,51017,1
CP048230.1,51046,23
CP048230.1,51102,75
CP048230.1,51109,14
CP048230.1,51128,104
CP048230.1,51135,30
CP048230.1,51149,209
CP048230.1,51156,119
CP048230.1,51160,116
CP048230.1,51172,9
CP048230.1,51236,1011
CP048230.1,51243,1230
CP048230.1,51330,2
CP048230.1,51425,9
CP048230.1,51467,275
CP048230.1,51473,32
CP048230.1,51482,4
CP048230.1,51499,90
CP048230.1,51512,8
CP048230.1,51519,7
CP048230.1,51529,82
CP048230.1,51535,258
CP048230.1,51549,396
CP048230.1,51556,146
CP048230.1,51560,29
CP048230.1,51563,127
CP048230.1,51596,136
CP048230.1,51625,104
CP048230.1,51632,278
CP048230.1,51658,13
CP048230.1,51675,3
CP048230.1,51700,237
CP048230.1,51713,135
CP048230.1,51720,138
CP048230.1,51721,85
CP048230.1,51736,407
CP048230.1,51764,164
CP048230.1,51765,5
CP048230.1,51772,440
CP048230.1,52037,564
CP048230.1,52067,126
CP048230.1,52108,90
CP048230.1,52239,112
CP048230.1,52242,4
CP048230.1,52471,42
CP048230.1,54622,81
CP048230.1,54919,37
CP048230.1,55042,96
CP048230.1,55250,4
CP048230.1,55256,4
CP048230.1,55269,2
CP048230.1,55281,241
CP048230.1,55347,26
CP048230.1,55350,40
CP048230.1,57014,17
CP048230.1,57022,64
CP048230.1,57086,83
CP048230.1,58830,21
CP048230.1,58837,7
CP048230.1,58845,6
CP048230.1,58940,56
CP048230.1,58977,107
CP048230.1,58981,8
CP048230.1,58984,105
CP048230.1,58996,86
CP048230.1,58999,55
CP048230.1,59007,36
CP048230.1,59014,110
CP048230.1,59046,185
CP048230.1,59053,141
CP048230.1,59138,56
CP048230.1,59194,31
CP048230.1,59257,1
CP048230.1,59263,64
CP048230.1,59283,20
CP048230.1,59571,29
CP048230.1,59578,85
CP048230.1,59612,4
CP048230.1,59643,11
CP048230.1,59718,15
CP048230.1,59869,13
CP048230.1,60038,92
CP048230.1,60145,4
CP048230.1,60428,2
CP048230.1,60435,1
CP048230.1,60439,51
CP048230.1,60636,9
CP048230.1,60754,1
CP048230.1,60881,2
CP048230.1,60949,51
CP048230.1,60952,33
CP048230.1,60959,1
CP048230.1,60981,28
CP048230.1,61053,54
CP048230.1,61060,1
CP048230.1,61087,52
CP048230.1,61088,48
CP048230.1,61098,4
CP048230.1,61106,50
CP048230.1,61110,179
CP048230.1,61111,111
CP048230.1,61117,67
CP048230.1,61121,17
CP048230.1,61153,43
CP048230.1,61154,1
CP048230.1,61158,32
CP048230.1,61185,49
CP048230.1,61198,30
CP048230.1,61269,44
CP048230.1,61300,94
CP048230.1,61361,123
CP048230.1,61368,10
CP048230.1,61369,111
CP048230.1,61377,179
CP048230.1,61378,19
CP048230.1,61384,113
