CP048239.1, 1186955, F,2611
CP048232.1, 406294, F,612
CP048239.1, 1015691, F,864
CP048237.1, 611243, F,321
CP048233.1, 601050, F,866
CP048234.1, 232759, F,144
CP048232.1, 475166, F,1593
CP048233.1, 644886, F,7841
CP048230.1, 411600, F,1092
CP048242.1, 1039095, F,1577
CP048232.1, 349343, F,1079
CP048239.1, 422242, F,487
CP048230.1, 351273, F,9047
CP048237.1, 134912, F,877
CP048232.1, 443806, F,2735
CP048240.1, 932887, F,407
CP048235.1, 430055, F,23
CP048232.1, 324905, F,25
CP048239.1, 953080, F,558
CP048242.1, 1005244, F,13161
CP048233.1, 646151, F,11570
CP048239.1, 423295, F,1465
CP048238.1, 499333, F,696
CP048242.1, 1089900, F,3679
CP048240.1, 71031, F,821
CP048241.1, 1504196, F,218
CP048236.1, 124389, F,1168
CP048241.1, 1456683, F,1796
CP048242.1, 1228334, F,768
CP048235.1, 163499, F,1928
CP048238.1, 542919, F,2492
CP048240.1, 852066, F,92
CP048241.1, 456442, F,828
CP048241.1, 1008295, F,1311
CP048242.1, 755273, F,357
CP048237.1, 817457, F,1219
CP048233.1, 445853, F,968
CP048234.1, 659686, F,373
CP048233.1, 106954, F,2505
CP048238.1, 445937, F,1309
CP048241.1, 1352452, F,16
CP048242.1, 1003493, F,20513
CP048239.1, 746575, F,184
CP048242.1, 1004241, F,106333
CP048242.1, 1000770, F,9351
CP048234.1, 237060, F,1216
CP048240.1, 661532, F,80
CP048239.1, 278303, F,340
CP048237.1, 981164, F,972
CP048237.1, 978071, F,1907
CP048237.1, 519430, F,546
CP048241.1, 841297, F,2746
CP048240.1, 975094, F,490
CP048242.1, 1000768, F,10650
CP048242.1, 1090151, F,3675
CP048236.1, 46569, F,554
CP048232.1, 408575, F,837
CP048231.1, 482355, F,906
CP048242.1, 1116777, F,906
CP048237.1, 434625, F,389
CP048240.1, 79708, F,333
CP048232.1, 476390, F,739
CP048241.1, 166933, F,289
CP048239.1, 404769, F,475
CP048232.1, 393054, F,4739
CP048241.1, 1677050, F,702
CP048235.1, 84932, F,2317
CP048237.1, 161370, F,1524
CP048240.1, 402441, F,1507
CP048231.1, 447502, F,1563
CP048232.1, 356024, F,29838
CP048234.1, 243086, F,763
CP048234.1, 273763, F,1107
CP048236.1, 238094, F,402
CP048235.1, 423315, F,1103
CP048240.1, 29446, F,2001
CP048233.1, 471714, F,4237
CP048232.1, 467495, F,985
CP048234.1, 323361, F,1545
CP048239.1, 239940, F,22857
CP048242.1, 997558, F,16277
CP048241.1, 831362, F,744
CP048241.1, 1434284, F,1566
CP048237.1, 205419, F,608
CP048240.1, 1180648, F,870
CP048233.1, 581777, F,862
CP048241.1, 1246435, F,2838
CP048232.1, 433386, F,2424
CP048240.1, 978626, F,1464
CP048240.1, 388423, F,805
CP048242.1, 995583, F,24696
CP048242.1, 1306515, F,6639
CP048242.1, 1318485, F,798
CP048238.1, 159161, F,2337
CP048240.1, 593653, F,559
CP048238.1, 433905, F,431
CP048230.1, 463093, F,1034
CP048236.1, 945616, F,503
CP048241.1, 665428, F,730
CP048233.1, 559418, F,4793
CP048242.1, 860920, F,3291
CP048233.1, 70722, F,589
CP048233.1, 610067, F,1519
CP048232.1, 368710, F,718
CP048230.1, 196193, F,1875
CP048237.1, 977990, F,2496
CP048240.1, 849888, F,386
CP048230.1, 150515, F,1335
CP048241.1, 1481449, F,552
CP048233.1, 189061, F,929
CP048230.1, 78066, F,348
CP048241.1, 1357603, F,623
CP048235.1, 796535, F,487
CP048242.1, 1001442, F,6270
CP048232.1, 432701, F,3057
CP048234.1, 191136, F,447
CP048230.1, 428140, F,117
CP048230.1, 236281, F,1315
CP048237.1, 670389, F,789
CP048242.1, 624145, F,306
CP048242.1, 332519, F,237
CP048241.1, 846369, F,890
CP048237.1, 746966, F,324
CP048230.1, 96529, F,2165
CP048237.1, 934609, F,1886
CP048242.1, 1005129, F,5118
CP048236.1, 203155, F,283
CP048242.1, 993100, F,2205
CP048237.1, 942268, F,807
CP048236.1, 92950, F,640
CP048237.1, 460584, F,2352
CP048233.1, 505421, F,1674
CP048236.1, 203239, F,3148
CP048241.1, 625378, F,2110
CP048242.1, 313603, F,937
CP048231.1, 459789, F,836
CP048240.1, 79015, F,535
CP048230.1, 142428, F,2185
CP048231.1, 419266, F,1093
CP048239.1, 350391, F,2787
CP048232.1, 356076, F,19611
CP048235.1, 708155, F,624
CP048240.1, 190149, F,1106
CP048236.1, 112946, F,373
CP048239.1, 957038, F,1199
CP048234.1, 424932, F,101
CP048238.1, 413181, F,1348
CP048237.1, 830730, F,531
CP048235.1, 907700, F,674
CP048242.1, 1050612, F,1479
CP048231.1, 463201, F,407
CP048232.1, 356994, F,6253
CP048242.1, 1001023, F,715
CP048241.1, 1458302, F,5502
CP048235.1, 146065, F,1302
CP048232.1, 318195, F,1241
CP048239.1, 296020, F,3462
CP048242.1, 34608, F,1582
CP048237.1, 39026, F,2250
CP048242.1, 1173566, F,542
CP048232.1, 356524, F,6336
CP048237.1, 797021, F,2520
CP048238.1, 240639, F,207
CP048240.1, 274477, F,422
CP048238.1, 158922, F,5461
CP048242.1, 530819, F,69
CP048233.1, 432833, F,1187
CP048235.1, 591678, F,152
CP048234.1, 466551, F,6215
CP048230.1, 443670, F,1370
CP048235.1, 170070, F,889
CP048239.1, 444821, F,524
CP048231.1, 234204, F,1069
CP048232.1, 434703, F,1627
CP048242.1, 1090223, F,8478
CP048236.1, 717046, F,1717
CP048235.1, 430963, F,431
CP048238.1, 330906, F,988
CP048236.1, 112424, F,293
CP048241.1, 457355, F,3170
CP048241.1, 690714, F,211
CP048232.1, 474348, F,934
CP048235.1, 162464, F,798
CP048230.1, 132302, F,3102
CP048238.1, 28748, F,1909
CP048230.1, 60511, F,679
CP048231.1, 356735, F,628
CP048234.1, 422527, F,795
CP048242.1, 818006, F,1219
CP048241.1, 1399608, F,922
CP048230.1, 73773, F,6215
CP048233.1, 581492, F,1226
CP048242.1, 531320, F,1132
CP048239.1, 412475, F,1717
CP048233.1, 258717, F,863
CP048242.1, 1003720, F,11858
CP048232.1, 369051, F,906
CP048238.1, 686478, F,1439
CP048231.1, 240380, F,1926
CP048232.1, 324119, F,206
CP048230.1, 183621, F,663
CP048237.1, 386526, F,901
CP048240.1, 209520, F,622
CP048231.1, 78053, F,111
CP048231.1, 413145, F,469
CP048238.1, 187967, F,678
CP048232.1, 167854, F,4642
CP048240.1, 891787, F,723
CP048240.1, 1060728, F,1399
CP048233.1, 484632, F,2709
CP048235.1, 376974, F,1230
CP048234.1, 189093, F,165
CP048242.1, 1001777, F,4733
CP048234.1, 265083, F,38
CP048237.1, 981033, F,2461
CP048232.1, 356048, F,2150
CP048235.1, 755445, F,1705
CP048232.1, 36741, F,1149
CP048237.1, 993648, F,763
CP048237.1, 198046, F,784
CP048236.1, 79725, F,2167
CP048241.1, 1377385, F,874
CP048236.1, 570608, F,1062
CP048233.1, 376790, F,1228
CP048233.1, 669905, F,7442
CP048236.1, 382088, F,4857
CP048231.1, 353124, F,2193
CP048237.1, 542054, F,620
CP048235.1, 247709, F,624
