Chromosome,Position,Reads
CP048230.1,1774,851
CP048230.1,21047,38
CP048230.1,39101,1
CP048230.1,39235,188
CP048230.1,39248,7
CP048230.1,39272,1454
CP048230.1,39279,594
CP048230.1,39283,4
CP048230.1,39290,462
CP048230.1,39659,56
CP048230.1,40625,63
CP048230.1,43314,23
CP048230.1,43493,72
CP048230.1,44723,22
CP048230.1,44732,181
CP048230.1,47477,770
CP048230.1,47789,150
CP048230.1,49192,646
CP048230.1,49332,1
CP048230.1,49339,368
CP048230.1,50510,855
CP048230.1,50915,230
CP048230.1,51121,592
CP048230.1,51160,1
CP048230.1,51236,85
CP048230.1,51243,933
CP048230.1,51519,7
CP048230.1,51535,1
CP048230.1,51553,459
CP048230.1,51556,1
CP048230.1,51624,1376
CP048230.1,51700,1
CP048230.1,51713,1
CP048230.1,51757,377
CP048230.1,51764,1331
CP048230.1,51772,1
CP048230.1,52037,935
CP048230.1,52074,804
CP048230.1,52270,22
CP048230.1,53930,69
CP048230.1,55184,49
CP048230.1,55213,51
CP048230.1,55280,480
CP048230.1,55377,159
CP048230.1,57138,1119
CP048230.1,57172,363
CP048230.1,58940,200
CP048230.1,58956,577
CP048230.1,58996,54
CP048230.1,59007,83
CP048230.1,59014,1
CP048230.1,59129,128
CP048230.1,59145,1
CP048230.1,59496,27
CP048230.1,59624,794
CP048230.1,60428,412
CP048230.1,60475,19
CP048230.1,60927,358
CP048230.1,60988,1
CP048230.1,61053,147
CP048230.1,61060,250
CP048230.1,61088,173
CP048230.1,61113,238
CP048230.1,61117,192
CP048230.1,61151,142
CP048230.1,61242,24
CP048230.1,61361,27
CP048230.1,61384,1
CP048230.1,61469,1
CP048230.1,61475,252
CP048230.1,61536,190
CP048230.1,61612,191
CP048230.1,61614,1144
CP048230.1,61621,1401
CP048230.1,61641,275
CP048230.1,61690,48
CP048230.1,61699,694
CP048230.1,61721,14
CP048230.1,61815,1
CP048230.1,61819,111
CP048230.1,62090,418
CP048230.1,65613,139
CP048230.1,67279,45
CP048230.1,67972,13
CP048230.1,68950,911
CP048230.1,68963,312
CP048230.1,69023,1
CP048230.1,69066,219
CP048230.1,69073,75
CP048230.1,69449,325
CP048230.1,72666,179
CP048230.1,72675,1
CP048230.1,72734,2
CP048230.1,72823,614
CP048230.1,73089,1
CP048230.1,73096,725
CP048230.1,73098,1777
CP048230.1,73103,2
CP048230.1,73108,1399
CP048230.1,73115,2
CP048230.1,73117,2
CP048230.1,73148,49
CP048230.1,73155,1
CP048230.1,73162,1711
CP048230.1,73224,4
CP048230.1,73246,725
CP048230.1,73381,2954
CP048230.1,73429,1
CP048230.1,73434,550
CP048230.1,73750,472
CP048230.1,73780,4700
CP048230.1,74087,108
CP048230.1,74736,966
CP048230.1,75810,606
CP048230.1,76661,196
CP048230.1,77696,161
CP048230.1,77840,235
CP048230.1,77995,718
CP048230.1,78016,225
CP048230.1,78023,141
CP048230.1,78071,993
CP048230.1,78094,910
CP048230.1,78108,1
CP048230.1,78225,610
CP048230.1,78347,1093
CP048230.1,78361,10
CP048230.1,78387,314
CP048230.1,78415,50
CP048230.1,78422,82
CP048230.1,78438,1477
CP048230.1,78445,1346
CP048230.1,78519,718
CP048230.1,78522,1419
CP048230.1,78621,180
CP048230.1,78629,1016
CP048230.1,78636,2
CP048230.1,78652,5
CP048230.1,78706,82
CP048230.1,78756,616
CP048230.1,78761,650
CP048230.1,78830,3
CP048230.1,78856,3
CP048230.1,78860,14
CP048230.1,78915,126
CP048230.1,79000,39
CP048230.1,79004,738
CP048230.1,79029,1
CP048230.1,79038,383
CP048230.1,79116,191
CP048230.1,79224,7
CP048230.1,79230,1126
CP048230.1,79434,122
CP048230.1,79461,542
CP048230.1,79473,1
CP048230.1,79511,242
CP048230.1,79578,261
CP048230.1,79585,28
CP048230.1,79708,171
CP048230.1,79752,962
CP048230.1,79759,322
CP048230.1,81454,4
CP048230.1,81498,19
CP048230.1,84035,335
CP048230.1,84042,29
CP048230.1,84063,450
CP048230.1,84071,817
CP048230.1,84078,2006
CP048230.1,84203,570
CP048230.1,84272,1
CP048230.1,86029,1062
CP048230.1,86036,240
CP048230.1,86098,1
CP048230.1,86163,27
CP048230.1,86184,251
CP048230.1,86208,241
CP048230.1,86215,7
CP048230.1,86221,1
CP048230.1,86445,408
CP048230.1,86459,120
CP048230.1,86529,1531
CP048230.1,87294,77
CP048230.1,87382,963
CP048230.1,87408,93
CP048230.1,87488,1
CP048230.1,87550,843
CP048230.1,87665,526
CP048230.1,88966,302
CP048230.1,90840,2
CP048230.1,90877,227
CP048230.1,91159,99
CP048230.1,91166,1
CP048230.1,91208,100
CP048230.1,92897,459
CP048230.1,92918,294
CP048230.1,92985,911
CP048230.1,93033,900
CP048230.1,93040,4
CP048230.1,93047,495
CP048230.1,93080,3
CP048230.1,93087,14
CP048230.1,93148,21
CP048230.1,93198,3
CP048230.1,93369,448
CP048230.1,93566,106
CP048230.1,93584,41
CP048230.1,94442,4
CP048230.1,94449,23
CP048230.1,94563,429
CP048230.1,94663,69
CP048230.1,94881,1
CP048230.1,94882,9
CP048230.1,94899,23
CP048230.1,94918,88
CP048230.1,94923,706
CP048230.1,95025,543
CP048230.1,95032,307
CP048230.1,95052,39
CP048230.1,95113,417
CP048230.1,95119,499
CP048230.1,95133,150
CP048230.1,95185,24
CP048230.1,95259,24
CP048230.1,95307,1463
CP048230.1,95462,33
CP048230.1,96024,515
CP048230.1,96376,545
CP048230.1,96432,2
CP048230.1,96536,853
CP048230.1,96679,40
CP048230.1,96686,191
CP048230.1,97027,574
CP048230.1,97031,23
CP048230.1,97041,1034
CP048230.1,97104,3
CP048230.1,97260,1
CP048230.1,97544,60
CP048230.1,97576,333
CP048230.1,97583,1177
CP048230.1,97868,367
CP048230.1,98059,590
CP048230.1,98066,151
CP048230.1,98127,43
CP048230.1,98134,877
CP048230.1,98248,102
CP048230.1,98308,484
CP048230.1,98356,312
CP048230.1,98363,35
CP048230.1,98395,474
CP048230.1,98407,544
CP048230.1,98414,1720
CP048230.1,98635,265
CP048230.1,98653,502
CP048230.1,98689,382
CP048230.1,98690,149
CP048230.1,99007,332
CP048230.1,99061,32
CP048230.1,99112,29
CP048230.1,99240,400
CP048230.1,99251,737
CP048230.1,99266,101
CP048230.1,99284,6
CP048230.1,99292,14
CP048230.1,99387,192
CP048230.1,99391,10
CP048230.1,99398,18
CP048230.1,99406,134
CP048230.1,99429,242
CP048230.1,99475,1
CP048230.1,99684,463
CP048230.1,99713,375
CP048230.1,99786,11
CP048230.1,99849,611
CP048230.1,99861,29
CP048230.1,99949,806
CP048230.1,100319,421
CP048230.1,100570,445
CP048230.1,100714,1
CP048230.1,100853,1
CP048230.1,100906,325
CP048230.1,100914,172
CP048230.1,101012,5
CP048230.1,101266,999
CP048230.1,101594,10
CP048230.1,101650,448
CP048230.1,102000,549
CP048230.1,102131,73
CP048230.1,102145,121
CP048230.1,102490,8
CP048230.1,102491,367
CP048230.1,106410,3
CP048230.1,106415,648
CP048230.1,106444,169
CP048230.1,106621,6
CP048230.1,107644,129
CP048230.1,107705,128
CP048230.1,107712,114
CP048230.1,108826,2
CP048230.1,108842,193
CP048230.1,108849,815
CP048230.1,108880,308
CP048230.1,108887,685
CP048230.1,109080,139
CP048230.1,110242,1
CP048230.1,110418,15
CP048230.1,113558,1
CP048230.1,113894,1
CP048230.1,114120,132
CP048230.1,114753,45
CP048230.1,115170,100
CP048230.1,117599,3
CP048230.1,117861,11
CP048230.1,119760,193
CP048230.1,120218,4
CP048230.1,120246,542
CP048230.1,120711,1013
CP048230.1,120753,3
CP048230.1,120902,21
CP048230.1,120915,427
CP048230.1,121018,48
CP048230.1,121026,906
CP048230.1,121030,121
CP048230.1,121033,1429
CP048230.1,121072,6
CP048230.1,122012,32
CP048230.1,122020,1987
CP048230.1,122118,54
CP048230.1,122130,58
CP048230.1,122185,1
CP048230.1,122229,191
CP048230.1,122437,1174
CP048230.1,122452,6
CP048230.1,122595,6
CP048230.1,122602,1
CP048230.1,122617,430
CP048230.1,122694,432
CP048230.1,122697,1229
CP048230.1,122704,1
CP048230.1,122711,255
CP048230.1,122733,1683
CP048230.1,122789,7
CP048230.1,122807,144
CP048230.1,122814,240
CP048230.1,122822,742
CP048230.1,123119,185
CP048230.1,123143,4022
CP048230.1,123161,1474
CP048230.1,123253,150
CP048230.1,123370,1692
CP048230.1,123377,258
CP048230.1,123386,119
CP048230.1,123407,38
CP048230.1,123426,1
CP048230.1,123431,649
CP048230.1,123441,926
CP048230.1,123448,1140
CP048230.1,123473,1
CP048230.1,125284,673
CP048230.1,125945,1
CP048230.1,127530,743
CP048230.1,127544,669
CP048230.1,127585,186
CP048230.1,127603,221
CP048230.1,127608,323
CP048230.1,127615,1333
CP048230.1,127715,99
CP048230.1,127722,819
CP048230.1,127762,28
CP048230.1,127799,178
CP048230.1,127806,852
CP048230.1,127973,1867
CP048230.1,127986,8
CP048230.1,128042,217
CP048230.1,130621,6
CP048230.1,131580,488
CP048230.1,131887,591
CP048230.1,132115,2
CP048230.1,132245,336
CP048230.1,132252,842
CP048230.1,132273,45
CP048230.1,132280,981
CP048230.1,132281,337
CP048230.1,132295,147
CP048230.1,132329,156
CP048230.1,132357,501
CP048230.1,132361,462
CP048230.1,132375,114
CP048230.1,132382,251
CP048230.1,132401,1764
CP048230.1,132408,1018
CP048230.1,132417,426
CP048230.1,132429,1507
CP048230.1,132480,1
CP048230.1,132487,357
CP048230.1,133072,1141
CP048230.1,133085,26
CP048230.1,133217,394
CP048230.1,133791,213
CP048230.1,137963,11
CP048230.1,140802,712
CP048230.1,140874,19
CP048230.1,140890,1359
CP048230.1,140923,1
CP048230.1,140930,1
CP048230.1,140943,1380
CP048230.1,140956,2
CP048230.1,141135,565
CP048230.1,141142,250
CP048230.1,141262,1
CP048230.1,141276,123
CP048230.1,141295,43
CP048230.1,141416,35
CP048230.1,141543,286
CP048230.1,141584,25
CP048230.1,141828,155
CP048230.1,141837,6
CP048230.1,141915,1
CP048230.1,142176,575
CP048230.1,142294,877
CP048230.1,142380,86
CP048230.1,142428,270
CP048230.1,142452,1045
CP048230.1,142600,793
CP048230.1,142753,1
CP048230.1,142811,30
CP048230.1,143298,30
CP048230.1,145013,375
CP048230.1,145052,533
CP048230.1,145171,5
CP048230.1,145185,162
CP048230.1,145542,204
CP048230.1,145603,88
CP048230.1,145709,68
CP048230.1,145782,1403
CP048230.1,145789,1014
CP048230.1,145847,766
CP048230.1,145871,694
CP048230.1,145929,1
CP048230.1,146109,45
CP048230.1,146154,606
CP048230.1,146328,352
CP048230.1,146505,223
CP048230.1,146599,55
CP048230.1,146606,1263
CP048230.1,146750,260
CP048230.1,146766,37
CP048230.1,146791,403
CP048230.1,147215,94
CP048230.1,148810,1
CP048230.1,149619,17
CP048230.1,150459,501
CP048230.1,150513,1379
CP048230.1,150722,4
CP048230.1,150740,75
CP048230.1,150750,178
CP048230.1,150753,2
CP048230.1,150795,114
CP048230.1,150819,453
CP048230.1,150928,223
CP048230.1,150933,17
CP048230.1,150986,1
CP048230.1,151146,233
CP048230.1,152344,259
CP048230.1,153317,74
CP048230.1,154849,23
CP048230.1,159117,35
CP048230.1,159987,1070
CP048230.1,160237,264
CP048230.1,160350,5
CP048230.1,161448,122
CP048230.1,162481,36
CP048230.1,164673,33
CP048230.1,168193,1
CP048230.1,168303,72
CP048230.1,168370,45
CP048230.1,168377,13
CP048230.1,168395,73
CP048230.1,168424,314
CP048230.1,170183,4
CP048230.1,170355,1
CP048230.1,170370,35
CP048230.1,170547,464
CP048230.1,170548,73
CP048230.1,173493,523
CP048230.1,173543,1
CP048230.1,173560,93
CP048230.1,173567,15
CP048230.1,173576,3
CP048230.1,173577,276
CP048230.1,173708,2
CP048230.1,174580,1
CP048230.1,176347,90
CP048230.1,176794,122
CP048230.1,176820,497
CP048230.1,179487,4
CP048230.1,179595,238
CP048230.1,179637,261
CP048230.1,179666,715
CP048230.1,179698,1
CP048230.1,180632,4
CP048230.1,180975,257
CP048230.1,181231,242
CP048230.1,181284,337
CP048230.1,181290,40
CP048230.1,181297,444
CP048230.1,181843,1
CP048230.1,181872,66
CP048230.1,181879,1167
CP048230.1,181911,572
CP048230.1,182051,8
CP048230.1,182134,774
CP048230.1,182415,2
CP048230.1,182606,126
CP048230.1,182755,37
CP048230.1,182762,39
CP048230.1,183372,140
CP048230.1,183391,1
CP048230.1,183402,1
CP048230.1,183409,1399
CP048230.1,183416,102
CP048230.1,183420,47
CP048230.1,183438,624
CP048230.1,183451,1182
CP048230.1,183484,1494
CP048230.1,183561,24
CP048230.1,183592,99
CP048230.1,183674,575
CP048230.1,183688,385
CP048230.1,183720,312
CP048230.1,183755,36
CP048230.1,183838,29
CP048230.1,183942,530
CP048230.1,183975,17
CP048230.1,184040,740
CP048230.1,184067,5
CP048230.1,184124,1
CP048230.1,184355,263
CP048230.1,184491,2
CP048230.1,185166,51
CP048230.1,185193,140
CP048230.1,185223,3
CP048230.1,185281,1
CP048230.1,185488,672
