Bin index,yH299-parent-pool4_normalized,yH299-parent-pool4_normalized rank
CP048230.1-0,1,1178
CP048230.1-1,0,1224
CP048230.1-2,1,1179
CP048230.1-3,8,785
CP048230.1-4,10,674
CP048230.1-5,35,109
CP048230.1-6,35,110
CP048230.1-7,71,23
CP048230.1-8,27,201
CP048230.1-9,87,11
CP048230.1-10,28,181
CP048230.1-11,10,675
CP048230.1-12,62,33
CP048230.1-13,26,211
CP048230.1-14,51,52
CP048230.1-15,17,406
CP048230.1-16,11,625
CP048230.1-17,21,300
CP048230.1-18,52,51
CP048230.1-19,27,202
CP048230.1-20,23,250
CP048230.1-21,4,1009
CP048230.1-22,2,1117
CP048230.1-23,24,240
CP048230.1-24,3,1065
CP048230.1-25,24,241
CP048230.1-26,22,275
CP048230.1-27,23,251
CP048230.1-28,9,736
CP048230.1-29,7,834
CP048230.1-30,2,1118
CP048230.1-31,2,1119
CP048230.1-32,15,467
CP048230.1-33,18,375
CP048230.1-34,12,583
CP048230.1-35,18,376
CP048230.1-36,2,1120
CP048230.1-37,30,157
CP048230.1-38,7,835
CP048230.1-39,8,786
CP048230.1-40,5,952
CP048230.1-41,16,437
CP048230.1-42,11,626
CP048230.1-43,21,301
CP048230.1-44,30,158
CP048230.1-45,8,787
CP048230.1-46,11,627
CP048230.1-47,22,276
CP048230.1-48,15,468
CP048230.1-49,2,1121
CP048230.1-50,4,1010
CP048231.1-0,1,1180
CP048231.1-1,10,676
CP048231.1-2,8,788
CP048231.1-3,23,252
CP048231.1-4,14,502
CP048231.1-5,27,203
CP048231.1-6,17,407
CP048231.1-7,19,344
CP048231.1-8,14,503
CP048231.1-9,38,90
CP048231.1-10,14,504
CP048231.1-11,6,894
CP048231.1-12,5,953
CP048231.1-13,9,737
CP048231.1-14,5,954
CP048231.1-15,6,895
CP048231.1-16,6,896
CP048231.1-17,7,836
CP048231.1-18,13,541
CP048231.1-19,6,897
CP048231.1-20,8,789
CP048231.1-21,2,1122
CP048231.1-22,12,584
CP048231.1-23,37,97
CP048231.1-24,14,505
CP048231.1-25,20,332
CP048231.1-26,23,253
CP048231.1-27,39,84
CP048231.1-28,42,73
CP048231.1-29,73,20
CP048231.1-30,49,61
CP048231.1-31,11,628
CP048231.1-32,13,542
CP048231.1-33,11,629
CP048231.1-34,13,543
CP048231.1-35,70,24
CP048231.1-36,11,630
CP048231.1-37,56,41
CP048231.1-38,82,12
CP048231.1-39,19,345
CP048231.1-40,18,377
CP048231.1-41,39,85
CP048231.1-42,19,346
CP048231.1-43,37,98
CP048231.1-44,88,10
CP048231.1-45,62,34
CP048231.1-46,42,74
CP048231.1-47,75,17
CP048231.1-48,57,40
CP048231.1-49,0,1225
CP048231.1-50,1,1181
CP048232.1-0,1,1182
CP048232.1-1,3,1066
CP048232.1-2,13,544
CP048232.1-3,17,408
CP048232.1-4,18,378
CP048232.1-5,21,302
CP048232.1-6,9,738
CP048232.1-7,12,585
CP048232.1-8,17,409
CP048232.1-9,3,1067
CP048232.1-10,9,739
CP048232.1-11,12,586
CP048232.1-12,7,837
CP048232.1-13,14,506
CP048232.1-14,12,587
CP048232.1-15,7,838
CP048232.1-16,38,91
CP048232.1-17,1,1183
CP048232.1-18,23,254
CP048232.1-19,18,379
CP048232.1-20,3,1068
CP048232.1-21,13,545
CP048232.1-22,11,631
CP048232.1-23,29,167
CP048232.1-24,36,104
CP048232.1-25,2,1123
CP048232.1-26,12,588
CP048232.1-27,14,507
CP048232.1-28,19,347
CP048232.1-29,17,410
CP048232.1-30,11,632
CP048232.1-31,48,62
CP048232.1-32,24,242
CP048232.1-33,14,508
CP048232.1-34,29,168
CP048232.1-35,19,348
CP048232.1-36,36,105
CP048232.1-37,51,53
CP048232.1-38,31,143
CP048232.1-39,55,45
CP048232.1-40,74,19
CP048232.1-41,75,18
CP048232.1-42,64,30
CP048232.1-43,119,2
CP048232.1-44,59,36
CP048232.1-45,55,46
CP048232.1-46,17,411
CP048232.1-47,59,37
CP048232.1-48,16,438
CP048232.1-49,16,439
CP048232.1-50,22,277
CP048232.1-51,8,790
CP048232.1-52,12,589
CP048232.1-53,4,1011
CP048233.1-0,2,1124
CP048233.1-1,6,898
CP048233.1-2,23,255
CP048233.1-3,11,633
CP048233.1-4,4,1012
CP048233.1-5,28,182
CP048233.1-6,13,546
CP048233.1-7,17,412
CP048233.1-8,13,547
CP048233.1-9,42,75
CP048233.1-10,31,144
CP048233.1-11,4,1013
CP048233.1-12,21,303
CP048233.1-13,10,677
CP048233.1-14,12,590
CP048233.1-15,8,791
CP048233.1-16,16,440
CP048233.1-17,3,1069
CP048233.1-18,27,204
CP048233.1-19,4,1014
CP048233.1-20,3,1070
CP048233.1-21,10,678
CP048233.1-22,5,955
CP048233.1-23,3,1071
CP048233.1-24,17,413
CP048233.1-25,5,956
CP048233.1-26,6,899
CP048233.1-27,5,957
CP048233.1-28,2,1125
CP048233.1-29,4,1015
CP048233.1-30,10,679
CP048233.1-31,8,792
CP048233.1-32,2,1126
CP048233.1-33,6,900
CP048233.1-34,8,793
CP048233.1-35,7,839
CP048233.1-36,6,901
CP048233.1-37,4,1016
CP048233.1-38,17,414
CP048233.1-39,18,380
CP048233.1-40,14,509
CP048233.1-41,8,794
CP048233.1-42,12,591
CP048233.1-43,10,680
CP048233.1-44,9,740
CP048233.1-45,12,592
CP048233.1-46,11,634
CP048233.1-47,24,243
CP048233.1-48,7,840
CP048233.1-49,17,415
CP048233.1-50,14,510
CP048233.1-51,10,681
CP048233.1-52,3,1072
CP048233.1-53,40,81
CP048233.1-54,34,122
CP048233.1-55,51,54
CP048233.1-56,15,469
CP048233.1-57,25,225
CP048233.1-58,35,111
CP048233.1-59,50,59
CP048233.1-60,56,42
CP048233.1-61,33,128
CP048233.1-62,23,256
CP048233.1-63,28,183
CP048233.1-64,72,22
CP048233.1-65,13,548
CP048233.1-66,51,55
CP048233.1-67,19,349
CP048233.1-68,36,106
CP048233.1-69,1,1184
CP048234.1-0,0,1226
CP048234.1-1,2,1127
CP048234.1-2,0,1227
CP048234.1-3,0,1228
CP048234.1-4,3,1073
CP048234.1-5,3,1074
CP048234.1-6,6,902
CP048234.1-7,5,958
CP048234.1-8,9,741
CP048234.1-9,12,593
CP048234.1-10,9,742
CP048234.1-11,7,841
CP048234.1-12,29,169
CP048234.1-13,28,184
CP048234.1-14,28,185
CP048234.1-15,6,903
CP048234.1-16,4,1017
CP048234.1-17,10,682
CP048234.1-18,10,683
CP048234.1-19,34,123
CP048234.1-20,23,257
CP048234.1-21,27,205
CP048234.1-22,37,99
CP048234.1-23,73,21
CP048234.1-24,25,226
CP048234.1-25,44,69
CP048234.1-26,63,31
CP048234.1-27,38,92
CP048234.1-28,42,76
CP048234.1-29,17,416
CP048234.1-30,42,77
CP048234.1-31,51,56
CP048234.1-32,25,227
CP048234.1-33,17,417
CP048234.1-34,7,842
CP048234.1-35,8,795
CP048234.1-36,34,124
CP048234.1-37,12,594
CP048234.1-38,13,549
CP048234.1-39,33,129
CP048234.1-40,8,796
CP048234.1-41,21,304
CP048234.1-42,9,743
CP048234.1-43,31,145
CP048234.1-44,47,65
CP048234.1-45,8,797
CP048234.1-46,28,186
CP048234.1-47,12,595
CP048234.1-48,9,744
CP048234.1-49,23,258
CP048234.1-50,31,146
CP048234.1-51,2,1128
CP048234.1-52,14,511
CP048234.1-53,17,418
CP048234.1-54,2,1129
CP048234.1-55,6,904
CP048234.1-56,14,512
CP048234.1-57,32,137
CP048234.1-58,22,278
CP048234.1-59,7,843
CP048234.1-60,3,1075
CP048234.1-61,16,441
CP048234.1-62,28,187
CP048234.1-63,19,350
CP048234.1-64,22,279
CP048234.1-65,18,381
CP048234.1-66,21,305
CP048234.1-67,10,684
CP048234.1-68,1,1185
CP048234.1-69,0,1229
CP048234.1-70,1,1186
CP048235.1-0,2,1130
CP048235.1-1,0,1230
CP048235.1-2,2,1131
CP048235.1-3,21,306
CP048235.1-4,26,212
CP048235.1-5,34,125
CP048235.1-6,1,1187
CP048235.1-7,30,159
CP048235.1-8,48,63
CP048235.1-9,22,280
CP048235.1-10,12,596
CP048235.1-11,11,635
CP048235.1-12,16,442
CP048235.1-13,11,636
CP048235.1-14,37,100
CP048235.1-15,16,443
CP048235.1-16,78,14
CP048235.1-17,5,959
CP048235.1-18,31,147
CP048235.1-19,28,188
CP048235.1-20,39,86
CP048235.1-21,7,844
CP048235.1-22,14,513
CP048235.1-23,43,71
CP048235.1-24,99,4
CP048235.1-25,51,57
CP048235.1-26,18,382
CP048235.1-27,28,189
CP048235.1-28,7,845
CP048235.1-29,19,351
CP048235.1-30,34,126
CP048235.1-31,4,1018
CP048235.1-32,7,846
CP048235.1-33,5,960
CP048235.1-34,32,138
CP048235.1-35,22,281
CP048235.1-36,12,597
CP048235.1-37,19,352
CP048235.1-38,1,1188
CP048235.1-39,5,961
CP048235.1-40,6,905
CP048235.1-41,8,798
CP048235.1-42,18,383
CP048235.1-43,44,70
CP048235.1-44,1,1189
CP048235.1-45,6,906
CP048235.1-46,20,333
CP048235.1-47,34,127
CP048235.1-48,25,228
CP048235.1-49,10,685
CP048235.1-50,21,307
CP048235.1-51,11,637
CP048235.1-52,2,1132
CP048235.1-53,16,444
CP048235.1-54,6,907
CP048235.1-55,20,334
CP048235.1-56,4,1019
CP048235.1-57,5,962
CP048235.1-58,7,847
CP048235.1-59,6,908
CP048235.1-60,11,638
CP048235.1-61,15,470
CP048235.1-62,18,384
CP048235.1-63,21,308
CP048235.1-64,17,419
CP048235.1-65,2,1133
CP048235.1-66,7,848
CP048235.1-67,3,1076
CP048235.1-68,8,799
CP048235.1-69,15,471
CP048235.1-70,21,309
CP048235.1-71,9,745
CP048235.1-72,2,1134
CP048235.1-73,15,472
CP048235.1-74,21,310
CP048235.1-75,47,66
CP048235.1-76,7,849
CP048235.1-77,9,746
CP048235.1-78,6,909
CP048235.1-79,8,800
CP048235.1-80,13,550
CP048235.1-81,15,473
CP048235.1-82,9,747
CP048235.1-83,12,598
CP048235.1-84,6,910
CP048235.1-85,2,1135
CP048235.1-86,22,282
CP048235.1-87,4,1020
CP048235.1-88,23,259
CP048235.1-89,14,514
CP048235.1-90,18,385
CP048235.1-91,17,420
CP048235.1-92,8,801
CP048235.1-93,7,850
CP048236.1-0,7,851
CP048236.1-1,0,1231
CP048236.1-2,5,963
CP048236.1-3,32,139
CP048236.1-4,56,43
CP048236.1-5,63,32
CP048236.1-6,16,445
CP048236.1-7,24,244
CP048236.1-8,47,67
CP048236.1-9,38,93
