Standard name,Common name,Type,Sc ortholog,Sc ortholog gene name,Sc SGDID,Essential in Sc,Sc synthetic lethals,Sc fitness,Hits,Reads,Length,Insertion index,Neighborhood index,Reads NI,Max free region,Freedom index,Logit FI,Kornmann FI,Domain ratio,Hits in domains,Reads in domains,Domain coverage
GWK60_A00011,EPA19,ORF,,,,,,,0,0,13698,0.0,0.0,0.0,13698,1.0,1.0,0.0,0.43371295079573663,0,0,5941
GWK60_A00033,EPA24,ORF,,,,,,,0,0,2109,0.0,0.0,0.0,2109,1.0,0.9999999948794296,0.0,0.3276434329065908,0,0,691
GWK60_A00055,GWK60_A00055,ORF,,,,,,,0,0,840,0.0,0.0,0.0,840,1.0,0.9983411989198255,0.0,0.0,0,0,0
GWK60_A00077,GWK60_A00077,ORF,YGL023C,PIB2,S000002991,,,0.8708,0,0,2271,0.0,0.0,0.0,2271,1.0,0.9999999989866457,0.0,0.7217084984588287,0,0,1639
GWK60_A00099,GWK60_A00099,ORF,YGL022W,STT3,S000002990,,,,0,0,2181,0.0,0.0,0.0,2181,1.0,0.9999999975075509,0.0,0.948188904172398,0,0,2068
GWK60_A00121,GWK60_A00121,ORF,YBL009W,ALK2,S000000105,,No,1.0150,1,96,2382,0.00041981528127623844,0.11601895166126903,0.020586107470162464,1625,0.6821998320738875,0.68219983184606,0.0,0.8014273719563392,1,96,1909
GWK60_A00143,GWK60_A00143,ORF,YGL020C,GET1,S000002988,,,0.9325,0,0,672,0.0,0.0,0.0,672,1.0,0.9911635995393923,0.0,0.8720238095238095,0,0,586
GWK60_A00165,GWK60_A00165,ORF,YGL019W,CKB1,S000002987,,No,0.8682,0,0,801,0.0,0.0,0.0,801,1.0,0.9975519196246999,0.0,0.9188514357053683,0,0,736
GWK60_A00187,GWK60_A00187,ORF,YGL018C,JAC1,S000002986,,,,0,0,597,0.0,0.0,0.0,597,1.0,0.9814761750367006,0.0,0.88107202680067,0,0,526
GWK60_A00209,GWK60_A00209,ORF,YGL017W,ATE1,S000002985,,,1.0025,0,0,1530,0.0,0.0,0.0,1530,1.0,0.9999983255095944,0.0,0.5620915032679739,0,0,860
GWK60_A00231,GWK60_A00231,ORF,YGL010W,MPO1,S000002978,,,1.0220,1,254,570,0.0017543859649122807,0.27492260061919505,0.1265312075755366,465,0.8157894736842105,0.7961069035803225,0.0,0.843859649122807,1,254,481
GWK60_A00253,GWK60_A00253,ORF,YGL009C,LEU1,S000002977,,,1.0212,7,3523,2355,0.0029723991507431,0.5041849492804907,0.4930144944036625,1103,0.4683651804670913,0.468365180262193,0.11551898416901428,0.9953290870488323,7,3523,2344
GWK60_A00275,GWK60_A00275,ORF,YGL016W,KAP122,S000002984,,,0.9042,5,3040,3210,0.001557632398753894,0.22039132098158168,0.26892055559248274,1659,0.516822429906542,0.5168224299064983,0.0,0.9984423676012462,5,3040,3205
GWK60_A00297,SCL1,ORF,YGL011C,SCL1,S000002979,,Yes,,0,0,765,0.0,0.0,0.0,765,1.0,0.9964948127799336,0.0,0.9856209150326798,0,0,754
GWK60_A00319,ERG4,ORF,YGL012W,ERG4,S000002980,,,0.8460,0,0,1395,0.0,0.0,0.0,1395,1.0,0.9999935408088644,0.0,0.9469534050179211,0,0,1321
GWK60_A00341,PDR1,ORF,YBL005W,PDR3,S000000101,,No,1.0365,0,0,3324,0.0,0.0,0.0,3324,1.0,0.9999999999999729,0.0,0.8038507821901324,0,0,2672
GWK60_A00363,GWK60_A00363,ORF,YGL014W,PUF4,S000002982,,,0.9610,2,86,2361,0.0008470986869970351,0.09230955406304833,0.006496872769419774,1488,0.6302414231257941,0.6302414228661353,0.0,0.8331215586615841,2,86,1967
GWK60_A00385,PMA1,ORF,YGL008C,PMA1,S000002976,,Yes,,0,0,2709,0.0,0.0,0.0,2709,1.0,0.9999999999873073,0.0,0.9638242894056848,0,0,2611
GWK60_A00407,GWK60_A00407,ORF,YGL006W,PMC1,S000002974,,,1.0077,10,11679,3369,0.0029682398337785693,0.28806524288473984,0.4579340673227791,1073,0.3184921341644405,0.318492134164435,0.13157951150887331,0.9441970911249629,9,11678,3181
GWK60_A00429,GWK60_A00429,ORF,YGL005C,COG7,S000002973,,,0.9487,2,635,810,0.0024691358024691358,0.24774990043807246,0.1051861703898082,634,0.782716049382716,0.7809644494290255,0.0,0.40617283950617283,2,635,329
GWK60_A00451,GWK60_A00451,ORF,YGL004C,RPN14,S000002972,,,1.0310,35,19685,1239,0.02824858757062147,3.185812931575643,2.409350926417651,203,0.1638418079096045,0.1638367718401005,0.3386675108260614,0.8385794995964487,28,17776,1039
GWK60_A00473,GWK60_A00473,ORF,,,,,,,2,46,1941,0.0010303967027305513,0.10856634349679173,0.003139333543407354,1523,0.7846470891293148,0.7846470675713666,0.0,0.7825862957238536,1,7,1519
GWK60_A00495,GWK60_A00495,ORF,YGL003C,CDH1,S000002971,,,0.5930,0,0,1923,0.0,0.0,0.0,1923,1.0,0.9999999671068047,0.0,0.9739989599583984,0,0,1873
GWK60_A00517,GWK60_A00517,ORF,YGL002W,ERP6,S000002970,,No,1.0105,0,0,654,0.0,0.0,0.0,654,1.0,0.9894393119633768,0.0,0.9464831804281345,0,0,619
GWK60_A00539,GWK60_A00539,ORF,,,,,,,0,0,384,0.0,0.0,0.0,384,1.0,0.8629487074245404,0.0,0.0,0,0,0
