Bin index,yH299-parent-pool4_normalized,yH299-parent-pool4_normalized rank
CP048230.1-0,1,1187
CP048230.1-1,0,1227
CP048230.1-2,1,1188
CP048230.1-3,11,674
CP048230.1-4,11,675
CP048230.1-5,34,138
CP048230.1-6,37,116
CP048230.1-7,79,20
CP048230.1-8,29,206
CP048230.1-9,94,11
CP048230.1-10,27,226
CP048230.1-11,10,723
CP048230.1-12,69,29
CP048230.1-13,26,239
CP048230.1-14,55,55
CP048230.1-15,20,357
CP048230.1-16,12,618
CP048230.1-17,19,383
CP048230.1-18,59,42
CP048230.1-19,31,171
CP048230.1-20,23,277
CP048230.1-21,4,1029
CP048230.1-22,2,1133
CP048230.1-23,25,251
CP048230.1-24,3,1079
CP048230.1-25,24,260
CP048230.1-26,25,252
CP048230.1-27,25,253
CP048230.1-28,9,757
CP048230.1-29,7,859
CP048230.1-30,2,1134
CP048230.1-31,2,1135
CP048230.1-32,21,333
CP048230.1-33,23,278
CP048230.1-34,14,540
CP048230.1-35,18,418
CP048230.1-36,3,1080
CP048230.1-37,31,172
CP048230.1-38,7,860
CP048230.1-39,8,814
CP048230.1-40,5,976
CP048230.1-41,19,384
CP048230.1-42,13,579
CP048230.1-43,23,279
CP048230.1-44,31,173
CP048230.1-45,8,815
CP048230.1-46,12,619
CP048230.1-47,23,280
CP048230.1-48,17,438
CP048230.1-49,3,1081
CP048230.1-50,4,1030
CP048231.1-0,1,1189
CP048231.1-1,10,724
CP048231.1-2,8,816
CP048231.1-3,20,358
CP048231.1-4,13,580
CP048231.1-5,30,186
CP048231.1-6,19,385
CP048231.1-7,19,386
CP048231.1-8,15,511
CP048231.1-9,44,74
CP048231.1-10,17,439
CP048231.1-11,9,758
CP048231.1-12,7,861
CP048231.1-13,8,817
CP048231.1-14,5,977
CP048231.1-15,6,916
CP048231.1-16,7,862
CP048231.1-17,8,818
CP048231.1-18,14,541
CP048231.1-19,6,917
CP048231.1-20,9,759
CP048231.1-21,2,1136
CP048231.1-22,13,581
CP048231.1-23,40,93
CP048231.1-24,15,512
CP048231.1-25,22,308
CP048231.1-26,24,261
CP048231.1-27,39,100
CP048231.1-28,44,75
CP048231.1-29,78,22
CP048231.1-30,56,52
CP048231.1-31,11,676
CP048231.1-32,15,513
CP048231.1-33,12,620
CP048231.1-34,17,440
CP048231.1-35,82,16
CP048231.1-36,16,481
CP048231.1-37,62,40
CP048231.1-38,85,13
CP048231.1-39,20,359
CP048231.1-40,18,419
CP048231.1-41,39,101
CP048231.1-42,21,334
CP048231.1-43,38,106
CP048231.1-44,96,10
CP048231.1-45,68,30
CP048231.1-46,48,67
CP048231.1-47,78,23
CP048231.1-48,59,43
CP048231.1-49,0,1228
CP048231.1-50,1,1190
CP048232.1-0,1,1191
CP048232.1-1,3,1082
CP048232.1-2,15,514
CP048232.1-3,17,441
CP048232.1-4,19,387
CP048232.1-5,20,360
CP048232.1-6,12,621
CP048232.1-7,15,515
CP048232.1-8,17,442
CP048232.1-9,5,978
CP048232.1-10,11,677
CP048232.1-11,13,582
CP048232.1-12,10,725
CP048232.1-13,14,542
CP048232.1-14,11,678
CP048232.1-15,7,863
CP048232.1-16,38,107
CP048232.1-17,3,1083
CP048232.1-18,24,262
CP048232.1-19,20,361
CP048232.1-20,4,1031
CP048232.1-21,13,583
CP048232.1-22,13,584
CP048232.1-23,31,174
CP048232.1-24,41,88
CP048232.1-25,4,1032
CP048232.1-26,14,543
CP048232.1-27,14,544
CP048232.1-28,21,335
CP048232.1-29,19,388
CP048232.1-30,11,679
CP048232.1-31,55,56
CP048232.1-32,27,227
CP048232.1-33,13,585
CP048232.1-34,32,156
CP048232.1-35,20,362
CP048232.1-36,40,94
CP048232.1-37,57,48
CP048232.1-38,32,157
CP048232.1-39,59,44
CP048232.1-40,73,26
CP048232.1-41,80,19
CP048232.1-42,67,32
CP048232.1-43,121,2
CP048232.1-44,66,34
CP048232.1-45,60,41
CP048232.1-46,17,443
CP048232.1-47,66,35
CP048232.1-48,17,444
CP048232.1-49,16,482
CP048232.1-50,25,254
CP048232.1-51,8,819
CP048232.1-52,12,622
CP048232.1-53,4,1033
CP048233.1-0,2,1137
CP048233.1-1,6,918
CP048233.1-2,29,207
CP048233.1-3,15,516
CP048233.1-4,4,1034
CP048233.1-5,30,187
CP048233.1-6,13,586
CP048233.1-7,17,445
CP048233.1-8,13,587
CP048233.1-9,45,72
CP048233.1-10,30,188
CP048233.1-11,4,1035
CP048233.1-12,24,263
CP048233.1-13,12,623
CP048233.1-14,14,545
CP048233.1-15,8,820
CP048233.1-16,17,446
CP048233.1-17,4,1036
CP048233.1-18,30,189
CP048233.1-19,5,979
CP048233.1-20,3,1084
CP048233.1-21,10,726
CP048233.1-22,4,1037
CP048233.1-23,3,1085
CP048233.1-24,19,389
CP048233.1-25,6,919
CP048233.1-26,6,920
CP048233.1-27,5,980
CP048233.1-28,2,1138
CP048233.1-29,4,1038
CP048233.1-30,9,760
CP048233.1-31,8,821
CP048233.1-32,2,1139
CP048233.1-33,6,921
CP048233.1-34,7,864
CP048233.1-35,5,981
CP048233.1-36,6,922
CP048233.1-37,4,1039
CP048233.1-38,18,420
CP048233.1-39,17,447
CP048233.1-40,15,517
CP048233.1-41,8,822
CP048233.1-42,13,588
CP048233.1-43,13,589
CP048233.1-44,10,727
CP048233.1-45,12,624
CP048233.1-46,11,680
CP048233.1-47,28,216
CP048233.1-48,7,865
CP048233.1-49,17,448
CP048233.1-50,14,546
CP048233.1-51,12,625
CP048233.1-52,5,982
CP048233.1-53,41,89
CP048233.1-54,37,117
CP048233.1-55,56,53
CP048233.1-56,19,390
CP048233.1-57,30,190
CP048233.1-58,36,124
CP048233.1-59,51,62
CP048233.1-60,63,39
CP048233.1-61,31,175
CP048233.1-62,27,228
CP048233.1-63,32,158
CP048233.1-64,82,17
CP048233.1-65,15,518
CP048233.1-66,53,59
CP048233.1-67,21,336
CP048233.1-68,37,118
CP048233.1-69,1,1192
CP048234.1-0,0,1229
CP048234.1-1,2,1140
CP048234.1-2,0,1230
CP048234.1-3,0,1231
CP048234.1-4,3,1086
CP048234.1-5,4,1040
CP048234.1-6,7,866
CP048234.1-7,5,983
CP048234.1-8,11,681
CP048234.1-9,12,626
CP048234.1-10,8,823
CP048234.1-11,6,923
CP048234.1-12,33,144
CP048234.1-13,30,191
CP048234.1-14,30,192
CP048234.1-15,7,867
CP048234.1-16,5,984
CP048234.1-17,11,682
CP048234.1-18,11,683
CP048234.1-19,38,108
CP048234.1-20,21,337
CP048234.1-21,30,193
CP048234.1-22,38,109
CP048234.1-23,85,14
CP048234.1-24,29,208
CP048234.1-25,49,65
CP048234.1-26,66,36
CP048234.1-27,40,95
CP048234.1-28,43,80
CP048234.1-29,20,363
CP048234.1-30,44,76
CP048234.1-31,57,49
CP048234.1-32,28,217
CP048234.1-33,19,391
CP048234.1-34,7,868
CP048234.1-35,7,869
CP048234.1-36,33,145
CP048234.1-37,16,483
CP048234.1-38,14,547
CP048234.1-39,36,125
CP048234.1-40,9,761
CP048234.1-41,23,281
CP048234.1-42,9,762
CP048234.1-43,32,159
CP048234.1-44,52,60
CP048234.1-45,10,728
CP048234.1-46,31,176
CP048234.1-47,12,627
CP048234.1-48,9,763
CP048234.1-49,31,177
CP048234.1-50,30,194
CP048234.1-51,2,1141
CP048234.1-52,14,548
CP048234.1-53,17,449
CP048234.1-54,3,1087
CP048234.1-55,6,924
CP048234.1-56,16,484
CP048234.1-57,37,119
CP048234.1-58,24,264
CP048234.1-59,7,870
CP048234.1-60,3,1088
CP048234.1-61,19,392
CP048234.1-62,32,160
CP048234.1-63,17,450
CP048234.1-64,23,282
CP048234.1-65,20,364
CP048234.1-66,22,309
CP048234.1-67,11,684
CP048234.1-68,2,1142
CP048234.1-69,0,1232
CP048234.1-70,1,1193
CP048235.1-0,1,1194
