Chromosome,Position,Reads
CP048230.1,1774,1404
CP048230.1,21047,63
CP048230.1,39102,1
CP048230.1,39235,321
CP048230.1,39241,1
CP048230.1,39248,12
CP048230.1,39272,2541
CP048230.1,39279,1039
CP048230.1,39283,7
CP048230.1,39290,734
CP048230.1,39407,2
CP048230.1,39659,76
CP048230.1,39666,1
CP048230.1,40625,96
CP048230.1,43314,39
CP048230.1,43493,125
CP048230.1,44723,44
CP048230.1,44732,287
CP048230.1,45436,1
CP048230.1,47477,1294
CP048230.1,47789,254
CP048230.1,49192,1149
CP048230.1,49339,574
CP048230.1,49399,1
CP048230.1,50503,1
CP048230.1,50510,1404
CP048230.1,50563,1
CP048230.1,50915,393
CP048230.1,51121,1005
CP048230.1,51236,108
CP048230.1,51243,1544
CP048230.1,51519,10
CP048230.1,51535,1
CP048230.1,51553,744
CP048230.1,51556,1
CP048230.1,51624,2367
CP048230.1,51757,630
CP048230.1,51764,2213
CP048230.1,51772,1
CP048230.1,52037,1620
CP048230.1,52074,1257
CP048230.1,52266,1
CP048230.1,52270,30
CP048230.1,53930,132
CP048230.1,55184,87
CP048230.1,55213,82
CP048230.1,55280,807
CP048230.1,55377,254
CP048230.1,57138,1764
CP048230.1,57172,621
CP048230.1,58940,326
CP048230.1,58956,986
CP048230.1,58996,102
CP048230.1,59007,144
CP048230.1,59129,194
CP048230.1,59496,31
CP048230.1,59624,1277
CP048230.1,59998,1
CP048230.1,60428,716
CP048230.1,60475,27
CP048230.1,60927,593
CP048230.1,60988,2
CP048230.1,61053,238
CP048230.1,61060,417
CP048230.1,61088,285
CP048230.1,61113,413
CP048230.1,61117,328
CP048230.1,61151,259
CP048230.1,61242,32
CP048230.1,61361,46
CP048230.1,61469,1
CP048230.1,61475,456
CP048230.1,61536,308
CP048230.1,61612,348
CP048230.1,61614,1989
CP048230.1,61621,2335
CP048230.1,61641,447
CP048230.1,61690,84
CP048230.1,61699,1082
CP048230.1,61721,26
CP048230.1,61815,1
CP048230.1,61819,195
CP048230.1,61884,1
CP048230.1,62090,683
CP048230.1,65613,204
CP048230.1,67279,71
CP048230.1,67972,15
CP048230.1,68950,1544
CP048230.1,68963,512
CP048230.1,69023,1
CP048230.1,69066,383
CP048230.1,69073,107
CP048230.1,69353,6
CP048230.1,69449,551
CP048230.1,69650,1
CP048230.1,72666,292
CP048230.1,72675,1
CP048230.1,72734,6
CP048230.1,72823,1102
CP048230.1,73089,1
CP048230.1,73096,1205
CP048230.1,73098,2938
CP048230.1,73103,3
CP048230.1,73108,2333
CP048230.1,73115,2
CP048230.1,73117,2
CP048230.1,73148,87
CP048230.1,73155,4
CP048230.1,73162,2787
CP048230.1,73224,6
CP048230.1,73246,1231
CP048230.1,73381,4852
CP048230.1,73429,1
CP048230.1,73434,886
CP048230.1,73750,806
CP048230.1,73776,1
CP048230.1,73780,7739
CP048230.1,74087,178
CP048230.1,74320,1
CP048230.1,74736,1647
CP048230.1,75810,983
CP048230.1,75932,1
CP048230.1,76661,322
CP048230.1,76803,1
CP048230.1,77696,251
CP048230.1,77840,384
CP048230.1,77995,1189
CP048230.1,78016,368
CP048230.1,78023,239
CP048230.1,78071,1675
CP048230.1,78094,1490
CP048230.1,78225,1018
CP048230.1,78347,1795
CP048230.1,78361,18
CP048230.1,78387,528
CP048230.1,78415,84
CP048230.1,78422,116
CP048230.1,78438,2456
CP048230.1,78445,2308
CP048230.1,78519,1176
CP048230.1,78522,2377
CP048230.1,78621,281
CP048230.1,78629,1823
CP048230.1,78636,1
CP048230.1,78652,10
CP048230.1,78674,1
CP048230.1,78706,145
CP048230.1,78756,970
CP048230.1,78761,1157
CP048230.1,78830,8
CP048230.1,78856,9
CP048230.1,78860,27
CP048230.1,78899,1
CP048230.1,78915,195
CP048230.1,79000,73
CP048230.1,79004,1174
CP048230.1,79029,1
CP048230.1,79038,615
CP048230.1,79116,312
CP048230.1,79224,14
CP048230.1,79230,1914
CP048230.1,79434,191
CP048230.1,79461,857
CP048230.1,79473,1
CP048230.1,79511,388
CP048230.1,79578,414
CP048230.1,79585,40
CP048230.1,79689,1
CP048230.1,79698,1
CP048230.1,79708,289
CP048230.1,79752,1547
CP048230.1,79759,543
CP048230.1,81454,7
CP048230.1,81498,39
CP048230.1,84035,505
CP048230.1,84042,44
CP048230.1,84063,794
CP048230.1,84071,1393
CP048230.1,84078,3335
CP048230.1,84203,998
CP048230.1,84272,3
CP048230.1,86029,1806
CP048230.1,86036,367
CP048230.1,86098,1
CP048230.1,86163,52
CP048230.1,86184,409
CP048230.1,86208,382
CP048230.1,86215,8
CP048230.1,86221,1
CP048230.1,86224,1
CP048230.1,86371,1
CP048230.1,86445,728
CP048230.1,86459,176
CP048230.1,86529,2608
CP048230.1,87294,133
CP048230.1,87382,1621
CP048230.1,87408,148
CP048230.1,87428,1
CP048230.1,87550,1425
CP048230.1,87665,853
CP048230.1,88966,487
CP048230.1,90840,3
CP048230.1,90877,358
CP048230.1,91159,179
CP048230.1,91166,2
CP048230.1,91208,189
CP048230.1,91220,1
CP048230.1,92897,760
CP048230.1,92918,497
CP048230.1,92985,1542
CP048230.1,93033,1531
CP048230.1,93040,16
CP048230.1,93047,861
CP048230.1,93080,9
CP048230.1,93087,25
CP048230.1,93148,41
CP048230.1,93198,10
CP048230.1,93369,781
CP048230.1,93566,157
CP048230.1,93584,75
CP048230.1,94442,4
CP048230.1,94449,50
CP048230.1,94563,698
CP048230.1,94663,86
CP048230.1,94882,8
CP048230.1,94899,31
CP048230.1,94918,152
CP048230.1,94923,1190
