Bin index,yH299-parent-pool4_normalized,yH299-parent-pool4_normalized rank
CP048230.1-0,1,1182
CP048230.1-1,0,1220
CP048230.1-2,1,1183
CP048230.1-3,8,775
CP048230.1-4,11,613
CP048230.1-5,31,144
CP048230.1-6,33,125
CP048230.1-7,75,15
CP048230.1-8,26,199
CP048230.1-9,83,11
CP048230.1-10,27,189
CP048230.1-11,8,776
CP048230.1-12,65,28
CP048230.1-13,25,221
CP048230.1-14,47,63
CP048230.1-15,17,389
CP048230.1-16,10,679
CP048230.1-17,21,287
CP048230.1-18,50,54
CP048230.1-19,26,200
CP048230.1-20,21,288
CP048230.1-21,5,944
CP048230.1-22,2,1114
CP048230.1-23,24,235
CP048230.1-24,3,1059
CP048230.1-25,23,249
CP048230.1-26,22,268
CP048230.1-27,24,236
CP048230.1-28,9,717
CP048230.1-29,8,777
CP048230.1-30,1,1184
CP048230.1-31,2,1115
CP048230.1-32,16,423
CP048230.1-33,20,312
CP048230.1-34,11,614
CP048230.1-35,17,390
CP048230.1-36,2,1116
CP048230.1-37,31,145
CP048230.1-38,7,827
CP048230.1-39,7,828
CP048230.1-40,6,883
CP048230.1-41,17,391
CP048230.1-42,12,576
CP048230.1-43,22,269
CP048230.1-44,30,153
CP048230.1-45,6,884
CP048230.1-46,11,615
CP048230.1-47,20,313
CP048230.1-48,15,454
CP048230.1-49,2,1117
CP048230.1-50,3,1060
CP048231.1-0,1,1185
CP048231.1-1,8,778
CP048231.1-2,8,779
CP048231.1-3,22,270
CP048231.1-4,13,533
CP048231.1-5,28,174
CP048231.1-6,17,392
CP048231.1-7,18,357
CP048231.1-8,15,455
CP048231.1-9,38,83
CP048231.1-10,12,577
CP048231.1-11,6,885
CP048231.1-12,6,886
CP048231.1-13,8,780
CP048231.1-14,5,945
CP048231.1-15,6,887
CP048231.1-16,7,829
CP048231.1-17,8,781
CP048231.1-18,12,578
CP048231.1-19,6,888
CP048231.1-20,8,782
CP048231.1-21,2,1118
CP048231.1-22,11,616
CP048231.1-23,35,102
CP048231.1-24,13,534
CP048231.1-25,21,289
CP048231.1-26,22,271
CP048231.1-27,37,86
CP048231.1-28,42,72
CP048231.1-29,73,19
CP048231.1-30,54,45
CP048231.1-31,10,680
CP048231.1-32,11,617
CP048231.1-33,11,618
CP048231.1-34,14,495
CP048231.1-35,68,27
CP048231.1-36,11,619
CP048231.1-37,53,47
CP048231.1-38,80,12
CP048231.1-39,18,358
CP048231.1-40,15,456
CP048231.1-41,38,84
CP048231.1-42,23,250
CP048231.1-43,33,126
CP048231.1-44,88,10
CP048231.1-45,59,36
CP048231.1-46,43,70
CP048231.1-47,70,23
CP048231.1-48,56,39
CP048232.1-0,1,1186
CP048232.1-1,3,1061
CP048232.1-2,10,681
CP048232.1-3,16,424
CP048232.1-4,16,425
CP048232.1-5,18,359
CP048232.1-6,9,718
CP048232.1-7,9,719
CP048232.1-8,17,393
CP048232.1-9,5,946
CP048232.1-10,8,783
CP048232.1-11,12,579
CP048232.1-12,9,720
CP048232.1-13,13,535
CP048232.1-14,12,580
CP048232.1-15,7,830
CP048232.1-16,36,92
CP048232.1-17,2,1119
CP048232.1-18,24,237
CP048232.1-19,14,496
CP048232.1-20,3,1062
CP048232.1-21,13,536
CP048232.1-22,12,581
CP048232.1-23,26,201
CP048232.1-24,36,93
