Chromosome,Position,Reads
CP048230.1,1774,669
CP048230.1,21047,32
CP048230.1,39235,156
CP048230.1,39248,6
CP048230.1,39272,1206
CP048230.1,39279,511
CP048230.1,39283,3
CP048230.1,39290,364
CP048230.1,39659,48
CP048230.1,39666,1
CP048230.1,40625,50
CP048230.1,43314,19
CP048230.1,43493,61
CP048230.1,44723,18
CP048230.1,44732,146
CP048230.1,47477,621
CP048230.1,47550,1
CP048230.1,47789,122
CP048230.1,49192,570
CP048230.1,49332,1
CP048230.1,49339,305
CP048230.1,50510,687
CP048230.1,50915,210
CP048230.1,51121,557
CP048230.1,51160,1
CP048230.1,51236,72
CP048230.1,51243,772
CP048230.1,51519,4
CP048230.1,51535,1
CP048230.1,51553,384
CP048230.1,51624,1143
CP048230.1,51700,1
CP048230.1,51757,315
CP048230.1,51764,1097
CP048230.1,52037,777
CP048230.1,52074,627
CP048230.1,52270,15
CP048230.1,53930,57
CP048230.1,55184,39
CP048230.1,55213,42
CP048230.1,55280,397
CP048230.1,55377,118
CP048230.1,57138,930
CP048230.1,57172,321
CP048230.1,58889,1
CP048230.1,58940,162
CP048230.1,58956,460
CP048230.1,58996,45
CP048230.1,59007,78
CP048230.1,59129,116
CP048230.1,59496,16
CP048230.1,59624,662
CP048230.1,60428,367
CP048230.1,60475,15
CP048230.1,60927,286
CP048230.1,60988,1
CP048230.1,61053,143
CP048230.1,61060,205
CP048230.1,61088,141
CP048230.1,61113,225
CP048230.1,61117,167
CP048230.1,61151,107
CP048230.1,61242,18
CP048230.1,61361,31
CP048230.1,61475,198
CP048230.1,61536,157
CP048230.1,61612,168
CP048230.1,61614,946
CP048230.1,61621,1173
CP048230.1,61641,216
CP048230.1,61690,54
CP048230.1,61699,582
CP048230.1,61721,18
CP048230.1,61815,1
CP048230.1,61819,97
CP048230.1,62090,343
CP048230.1,65613,97
CP048230.1,67279,43
CP048230.1,67972,9
CP048230.1,68950,762
CP048230.1,68963,268
CP048230.1,69066,173
CP048230.1,69073,58
CP048230.1,69353,2
CP048230.1,69449,265
CP048230.1,72666,138
CP048230.1,72734,3
CP048230.1,72823,541
CP048230.1,73089,1
CP048230.1,73096,648
CP048230.1,73098,1448
CP048230.1,73103,1
CP048230.1,73108,1207
CP048230.1,73115,2
CP048230.1,73117,2
