Chromosome,Position,Reads
CP048230.1,2177,10
CP048230.1,2656,88
CP048230.1,19195,9
CP048230.1,25975,4
CP048230.1,31751,10
CP048230.1,32398,2
CP048230.1,32577,70
CP048230.1,33645,38
CP048230.1,33647,85
CP048230.1,33974,2
CP048230.1,34061,14
CP048230.1,39103,49
CP048230.1,39235,205
CP048230.1,39241,76
CP048230.1,39242,74
CP048230.1,39272,311
CP048230.1,39279,192
CP048230.1,39287,7
CP048230.1,39291,97
CP048230.1,39448,68
CP048230.1,39462,66
CP048230.1,39574,49
CP048230.1,39659,16
CP048230.1,39849,1
CP048230.1,40067,50
CP048230.1,40527,94
CP048230.1,42332,3
CP048230.1,43314,2
CP048230.1,43450,1
CP048230.1,43493,104
CP048230.1,43515,56
CP048230.1,43522,1
CP048230.1,44354,17
CP048230.1,45498,16
CP048230.1,47737,10
CP048230.1,48216,62
CP048230.1,48787,36
CP048230.1,48916,17
CP048230.1,50369,115
CP048230.1,50503,1
CP048230.1,50558,3
CP048230.1,50725,7
CP048230.1,51017,157
CP048230.1,51109,34
CP048230.1,51149,90
CP048230.1,51156,67
CP048230.1,51164,31
CP048230.1,51236,65
CP048230.1,51243,388
CP048230.1,51248,15
CP048230.1,51254,22
CP048230.1,51261,27
CP048230.1,51316,20
CP048230.1,51394,14
CP048230.1,51467,1
CP048230.1,51520,153
CP048230.1,51553,161
CP048230.1,51556,416
CP048230.1,51560,217
CP048230.1,51625,85
CP048230.1,51632,1
CP048230.1,51683,190
CP048230.1,51688,14
CP048230.1,51700,26
CP048230.1,51706,110
CP048230.1,51707,70
CP048230.1,51713,1
CP048230.1,51720,6
CP048230.1,51726,78
CP048230.1,51757,320
CP048230.1,51764,2
CP048230.1,51767,3
CP048230.1,51772,56
CP048230.1,52037,159
CP048230.1,52067,48
CP048230.1,52237,126
CP048230.1,52270,151
CP048230.1,52747,1
CP048230.1,53937,6
CP048230.1,55219,3
CP048230.1,55274,5
CP048230.1,55281,1
CP048230.1,55347,32
CP048230.1,55405,4
CP048230.1,55412,150
CP048230.1,55703,10
CP048230.1,55818,96
CP048230.1,55892,12
CP048230.1,57047,6
CP048230.1,58849,61
CP048230.1,58887,22
CP048230.1,58932,52
CP048230.1,58933,12
CP048230.1,58940,39
CP048230.1,58999,7
CP048230.1,59007,46
CP048230.1,59046,85
CP048230.1,59146,40
CP048230.1,59276,7
CP048230.1,59283,1
CP048230.1,59449,86
CP048230.1,59998,141
CP048230.1,60145,22
CP048230.1,60439,1
CP048230.1,60678,31
CP048230.1,60754,25
CP048230.1,60875,4
CP048230.1,60949,17
CP048230.1,60950,15
CP048230.1,60955,1
CP048230.1,60956,24
CP048230.1,60988,6
CP048230.1,61053,5
CP048230.1,61060,1
CP048230.1,61106,95
CP048230.1,61112,58
CP048230.1,61113,12
CP048230.1,61119,124
CP048230.1,61151,1
CP048230.1,61158,58
CP048230.1,61194,1
CP048230.1,61242,8
CP048230.1,61350,52
CP048230.1,61369,53
CP048230.1,61376,1
CP048230.1,61377,185
CP048230.1,61384,164
CP048230.1,61406,81
CP048230.1,61460,140
CP048230.1,61575,3
CP048230.1,61581,144
CP048230.1,61605,143
CP048230.1,61612,43
CP048230.1,61614,146
CP048230.1,61621,221
CP048230.1,61636,43
CP048230.1,61641,85
CP048230.1,61670,9
CP048230.1,61686,13
CP048230.1,61693,104
CP048230.1,61808,16
CP048230.1,61812,2
CP048230.1,61815,28
CP048230.1,61863,17
CP048230.1,61946,18
CP048230.1,65422,2
CP048230.1,65554,28
CP048230.1,66131,31
CP048230.1,66574,102
CP048230.1,67511,11
CP048230.1,67965,44
CP048230.1,68829,23
CP048230.1,68842,79
CP048230.1,68956,3
CP048230.1,68963,27
CP048230.1,69026,1
CP048230.1,69066,50
CP048230.1,69119,10
CP048230.1,72666,146
CP048230.1,72675,1
CP048230.1,72791,316
CP048230.1,73073,6
CP048230.1,73089,114
CP048230.1,73096,1
CP048230.1,73107,4
CP048230.1,73108,374
CP048230.1,73115,420
CP048230.1,73132,1
CP048230.1,73141,106
CP048230.1,73161,116
CP048230.1,73171,101
CP048230.1,73246,181
CP048230.1,73255,165
CP048230.1,73272,150
CP048230.1,73277,22
CP048230.1,73347,1
CP048230.1,73396,275
CP048230.1,73400,258
CP048230.1,73407,338
CP048230.1,73408,268
CP048230.1,73417,321
CP048230.1,73427,497
CP048230.1,73436,151
CP048230.1,73664,22
CP048230.1,73720,10
CP048230.1,73737,1
CP048230.1,73753,72
CP048230.1,73773,445
CP048230.1,73908,145
CP048230.1,74106,18
CP048230.1,74731,165
CP048230.1,74841,6
CP048230.1,75616,3
CP048230.1,75625,10
CP048230.1,75700,20
CP048230.1,75823,11
CP048230.1,75865,26
CP048230.1,75900,2
CP048230.1,75932,219
CP048230.1,76006,18
CP048230.1,76956,99
CP048230.1,77160,23
CP048230.1,77854,6
CP048230.1,77861,20
CP048230.1,77948,37
CP048230.1,78016,122
CP048230.1,78023,291
CP048230.1,78042,3
CP048230.1,78062,70
CP048230.1,78073,1
CP048230.1,78087,313
CP048230.1,78094,428
CP048230.1,78108,70
CP048230.1,78140,3
CP048230.1,78147,89
CP048230.1,78215,55
CP048230.1,78225,253
CP048230.1,78232,138
CP048230.1,78286,31
CP048230.1,78293,118
CP048230.1,78295,137
CP048230.1,78300,9
CP048230.1,78354,13
CP048230.1,78361,319
CP048230.1,78370,1
CP048230.1,78372,27
CP048230.1,78379,81
CP048230.1,78387,34
CP048230.1,78422,174
CP048230.1,78441,20
CP048230.1,78445,111
CP048230.1,78477,59
CP048230.1,78484,56
CP048230.1,78522,481
CP048230.1,78526,142
CP048230.1,78529,386
CP048230.1,78621,76
CP048230.1,78628,11
CP048230.1,78629,45
CP048230.1,78636,131
CP048230.1,78652,13
CP048230.1,78665,146
CP048230.1,78674,112
CP048230.1,78679,109
CP048230.1,78691,114
CP048230.1,78699,305
CP048230.1,78706,79
CP048230.1,78810,8
CP048230.1,78817,103
CP048230.1,78820,2
CP048230.1,78821,16
CP048230.1,78897,18
CP048230.1,78899,141
CP048230.1,78927,124
CP048230.1,78969,151
CP048230.1,78976,132
CP048230.1,79036,42
CP048230.1,79117,110
CP048230.1,79130,160
CP048230.1,79141,117
CP048230.1,79165,26
CP048230.1,79223,133
CP048230.1,79230,137
CP048230.1,79530,1
CP048230.1,79689,27
CP048230.1,79701,7
CP048230.1,79705,1
CP048230.1,79708,4
CP048230.1,79752,72
CP048230.1,79754,8
CP048230.1,79759,369
CP048230.1,80767,2
CP048230.1,81374,5
CP048230.1,81498,14
CP048230.1,84035,15
CP048230.1,84042,15
CP048230.1,84063,78
CP048230.1,84071,168
CP048230.1,84078,102
CP048230.1,84174,60
CP048230.1,84179,7
CP048230.1,84187,12
CP048230.1,84191,55
CP048230.1,84203,79
CP048230.1,84210,138
CP048230.1,84860,1
CP048230.1,85423,59
CP048230.1,85449,25
CP048230.1,85991,29
CP048230.1,86025,55
CP048230.1,86029,191
CP048230.1,86036,118
CP048230.1,86178,3
CP048230.1,86202,22
CP048230.1,86208,147
CP048230.1,86215,2
CP048230.1,86356,3
CP048230.1,86470,5
CP048230.1,86529,41
CP048230.1,86538,31
CP048230.1,87276,47
CP048230.1,87369,6
CP048230.1,87382,95
CP048230.1,87410,2
CP048230.1,87542,40
CP048230.1,87557,58
CP048230.1,88297,46
CP048230.1,88544,13
CP048230.1,88758,101
CP048230.1,88795,1
CP048230.1,89335,76
CP048230.1,89580,1
CP048230.1,90538,30
CP048230.1,90616,80
CP048230.1,90754,45
CP048230.1,91938,32
CP048230.1,92019,2
CP048230.1,92039,1
CP048230.1,92050,7
CP048230.1,92132,6
CP048230.1,92985,6
CP048230.1,93040,55
CP048230.1,93045,69
CP048230.1,93053,13
CP048230.1,93133,14
CP048230.1,93937,17
CP048230.1,94202,1
CP048230.1,94712,86
CP048230.1,94771,12
CP048230.1,94802,19
CP048230.1,94809,13
CP048230.1,94880,14
CP048230.1,95025,44
CP048230.1,95034,187
CP048230.1,95041,49
CP048230.1,95052,22
CP048230.1,95076,10
CP048230.1,95113,411
CP048230.1,95120,113
CP048230.1,95131,85
CP048230.1,95140,31
CP048230.1,95200,45
CP048230.1,95225,41
CP048230.1,95232,291
CP048230.1,95268,39
CP048230.1,95462,34
CP048230.1,95469,47
CP048230.1,96232,11
CP048230.1,96536,61
CP048230.1,96570,100
CP048230.1,96690,4
CP048230.1,96693,41
CP048230.1,96874,356
CP048230.1,96943,111
CP048230.1,96988,61
CP048230.1,97020,127
CP048230.1,97027,149
CP048230.1,97054,69
CP048230.1,97070,40
CP048230.1,97081,2
CP048230.1,97104,199
CP048230.1,97133,57
CP048230.1,97171,21
CP048230.1,97178,221
CP048230.1,97248,223
CP048230.1,97260,180
CP048230.1,97397,18
CP048230.1,97413,35
CP048230.1,97424,129
CP048230.1,97505,126
CP048230.1,97583,21
CP048230.1,97595,165
CP048230.1,97987,33
CP048230.1,98066,71
CP048230.1,98146,34
CP048230.1,98150,64
CP048230.1,98156,45
CP048230.1,98324,75
CP048230.1,98356,3
CP048230.1,98407,136
CP048230.1,98414,557
CP048230.1,98635,47
CP048230.1,98655,20
CP048230.1,98660,63
CP048230.1,98666,3
CP048230.1,98680,92
CP048230.1,98689,57
CP048230.1,98732,8
CP048230.1,98819,4
CP048230.1,98839,2
CP048230.1,98854,10
CP048230.1,98857,4
CP048230.1,98861,1
CP048230.1,98886,32
CP048230.1,99038,5
CP048230.1,99112,1
CP048230.1,99151,116
CP048230.1,99169,3
CP048230.1,99244,123
CP048230.1,99251,114
CP048230.1,99292,76
CP048230.1,99299,94
CP048230.1,99360,18
CP048230.1,99391,66
CP048230.1,99398,97
CP048230.1,99413,47
CP048230.1,99451,70
CP048230.1,99483,19
CP048230.1,99491,18
CP048230.1,99495,63
CP048230.1,99522,16
CP048230.1,99714,12
CP048230.1,99786,2
CP048230.1,99812,23
CP048230.1,100053,76
CP048230.1,100060,60
CP048230.1,100269,1
CP048230.1,100597,65
CP048230.1,100824,2
CP048230.1,100853,45
CP048230.1,100906,52
CP048230.1,101026,9
CP048230.1,101115,69
CP048230.1,101122,116
CP048230.1,101506,29
CP048230.1,101650,87
CP048230.1,101695,20
CP048230.1,101872,6
CP048230.1,101880,37
CP048230.1,102002,4
CP048230.1,102125,7
CP048230.1,102539,33
CP048230.1,106135,2
