Bin index,yH299-parent-pool3_normalized,yH299-parent-pool3_normalized rank
CP048230.1-0,2,1189
CP048230.1-1,1,1208
CP048230.1-2,1,1209
CP048230.1-3,20,553
CP048230.1-4,14,750
CP048230.1-5,65,69
CP048230.1-6,56,108
CP048230.1-7,114,14
CP048230.1-8,41,200
CP048230.1-9,102,20
CP048230.1-10,31,326
CP048230.1-11,15,706
CP048230.1-12,86,37
CP048230.1-13,35,272
CP048230.1-14,88,33
CP048230.1-15,41,201
CP048230.1-16,22,511
CP048230.1-17,29,353
CP048230.1-18,81,42
CP048230.1-19,46,160
CP048230.1-20,33,303
CP048230.1-21,5,1096
CP048230.1-22,3,1163
CP048230.1-23,40,212
CP048230.1-24,9,948
CP048230.1-25,33,304
CP048230.1-26,50,134
CP048230.1-27,23,481
CP048230.1-28,12,825
CP048230.1-29,7,1019
CP048230.1-30,2,1190
CP048230.1-31,7,1020
CP048230.1-32,23,482
CP048230.1-33,23,483
CP048230.1-34,26,420
CP048230.1-35,33,305
CP048230.1-36,11,863
CP048230.1-37,43,191
CP048230.1-38,10,906
CP048230.1-39,7,1021
CP048230.1-40,11,864
CP048230.1-41,29,354
CP048230.1-42,11,865
CP048230.1-43,34,286
CP048230.1-44,47,153
CP048230.1-45,13,785
CP048230.1-46,21,534
CP048230.1-47,30,336
CP048230.1-48,34,287
CP048230.1-49,1,1210
CP048231.1-0,0,1235
CP048231.1-1,17,634
CP048231.1-2,13,786
CP048231.1-3,32,319
CP048231.1-4,33,306
CP048231.1-5,41,202
CP048231.1-6,23,484
CP048231.1-7,38,236
CP048231.1-8,25,443
CP048231.1-9,60,92
CP048231.1-10,13,787
CP048231.1-11,12,826
CP048231.1-12,9,949
CP048231.1-13,10,907
CP048231.1-14,19,581
CP048231.1-15,15,707
CP048231.1-16,6,1060
CP048231.1-17,9,950
CP048231.1-18,9,951
CP048231.1-19,11,866
CP048231.1-20,20,554
CP048231.1-21,2,1191
CP048231.1-22,21,535
CP048231.1-23,60,93
CP048231.1-24,27,393
CP048231.1-25,36,259
CP048231.1-26,36,260
CP048231.1-27,59,97
CP048231.1-28,63,73
CP048231.1-29,87,35
CP048231.1-30,75,50
CP048231.1-31,16,667
CP048231.1-32,16,668
CP048231.1-33,12,827
CP048231.1-34,26,421
CP048231.1-35,102,21
CP048231.1-36,12,828
CP048231.1-37,72,53
CP048231.1-38,108,17
CP048231.1-39,34,288
CP048231.1-40,16,669
CP048231.1-41,54,113
CP048231.1-42,52,125
CP048231.1-43,61,85
CP048231.1-44,133,8
CP048231.1-45,95,28
CP048231.1-46,70,58
CP048231.1-47,104,19
CP048231.1-48,91,30
CP048231.1-49,7,1022
CP048231.1-50,0,1236
CP048231.1-51,4,1133
CP048232.1-0,0,1237
CP048232.1-1,5,1097
CP048232.1-2,10,908
CP048232.1-3,14,751
CP048232.1-4,22,512
CP048232.1-5,30,337
CP048232.1-6,15,708
CP048232.1-7,23,485
CP048232.1-8,19,582
CP048232.1-9,7,1023
CP048232.1-10,22,513
CP048232.1-11,17,635
CP048232.1-12,13,788
CP048232.1-13,11,867
CP048232.1-14,14,752
CP048232.1-15,14,753
CP048232.1-16,49,140
CP048232.1-17,5,1098
CP048232.1-18,38,237
CP048232.1-19,17,636
CP048232.1-20,8,984
CP048232.1-21,15,709
CP048232.1-22,17,637
CP048232.1-23,44,180
CP048232.1-24,51,128
CP048232.1-25,11,868
CP048232.1-26,17,638
CP048232.1-27,27,394
CP048232.1-28,28,370
CP048232.1-29,19,583
CP048232.1-30,13,789
CP048232.1-31,63,74
CP048232.1-32,34,289
CP048232.1-33,23,486
CP048232.1-34,39,222
CP048232.1-35,35,273
CP048232.1-36,63,75
CP048232.1-37,76,49
CP048232.1-38,51,129
CP048232.1-39,64,71
CP048232.1-40,87,36
CP048232.1-41,83,40
CP048232.1-42,99,24
CP048232.1-43,189,2
CP048232.1-44,77,48
CP048232.1-45,90,31
CP048232.1-46,36,261
CP048232.1-47,67,61
CP048232.1-48,24,463
CP048232.1-49,24,464
CP048232.1-50,23,487
CP048232.1-51,18,614
CP048232.1-52,20,555
CP048232.1-53,7,1024
CP048232.1-54,1,1211
CP048233.1-0,0,1238
CP048233.1-1,13,790
CP048233.1-2,44,181
CP048233.1-3,17,639
CP048233.1-4,10,909
CP048233.1-5,37,249
CP048233.1-6,16,670
CP048233.1-7,29,355
CP048233.1-8,31,327
CP048233.1-9,71,56
CP048233.1-10,50,135
CP048233.1-11,3,1164
CP048233.1-12,30,338
CP048233.1-13,24,465
CP048233.1-14,20,556
CP048233.1-15,10,910
CP048233.1-16,24,466
CP048233.1-17,1,1212
CP048233.1-18,55,111
CP048233.1-19,10,911
CP048233.1-20,6,1061
CP048233.1-21,20,557
CP048233.1-22,10,912
CP048233.1-23,3,1165
CP048233.1-24,38,238
CP048233.1-25,11,869
CP048233.1-26,8,985
CP048233.1-27,6,1062
CP048233.1-28,0,1239
CP048233.1-29,10,913
CP048233.1-30,22,514
CP048233.1-31,11,870
CP048233.1-32,3,1166
CP048233.1-33,19,584
CP048233.1-34,9,952
CP048233.1-35,12,829
CP048233.1-36,10,914
CP048233.1-37,10,915
CP048233.1-38,19,585
CP048233.1-39,19,586
CP048233.1-40,20,558
