Chromosome	Source	Up feature type	Up feature name	Up gene name	Up feature dist	Down feature type	Down feature name	Down gene name	Down feature dist	IntergenicType	Hit position	Hit count
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	34	protein_coding	GWK60_A00121	GWK60_A00121	767	W-W	39102	0
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	167	protein_coding	GWK60_A00121	GWK60_A00121	634	W-W	39235	188
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	173	protein_coding	GWK60_A00121	GWK60_A00121	628	W-W	39241	0
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	180	protein_coding	GWK60_A00121	GWK60_A00121	621	W-W	39248	7
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	204	protein_coding	GWK60_A00121	GWK60_A00121	597	W-W	39272	1454
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	215	protein_coding	GWK60_A00121	GWK60_A00121	586	W-W	39283	4
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	339	protein_coding	GWK60_A00121	GWK60_A00121	462	W-W	39407	0
CP048230.1	W	protein_coding	GWK60_A00099	GWK60_A00099	591	protein_coding	GWK60_A00121	GWK60_A00121	210	W-W	39659	56
CP048230.1	W	protein_coding	GWK60_A00121	GWK60_A00121	0	protein_coding	GWK60_A00121	GWK60_A00121	0	ORF(W)-ORF(W)	40428	0
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	99	protein_coding	GWK60_A00165	GWK60_A00165	384	C-W	43314	23
CP048230.1	W	protein_coding	GWK60_A00143	GWK60_A00143	278	protein_coding	GWK60_A00165	GWK60_A00165	205	C-W	43493	72
CP048230.1	W	protein_coding	GWK60_A00165	GWK60_A00165	225	protein_coding	GWK60_A00187	GWK60_A00187	85	W-C	44723	22
CP048230.1	W	protein_coding	GWK60_A00187	GWK60_A00187	32	protein_coding	GWK60_A00209	GWK60_A00209	171	C-W	45436	0
CP048230.1	W	protein_coding	GWK60_A00231	GWK60_A00231	0	protein_coding	GWK60_A00231	GWK60_A00231	0	ORF(W)-ORF(W)	47878	0
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	0	protein_coding	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	49332	1
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	0	protein_coding	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	49399	0
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	0	protein_coding	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	49695	0
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	0	protein_coding	GWK60_A00253	GWK60_A00253	0	ORF(C)-ORF(C)	50503	0
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	182	protein_coding	GWK60_A00275	GWK60_A00275	646	C-C	51160	1
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	258	protein_coding	GWK60_A00275	GWK60_A00275	570	C-C	51236	85
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	557	protein_coding	GWK60_A00275	GWK60_A00275	271	C-C	51535	1
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	575	protein_coding	GWK60_A00275	GWK60_A00275	253	C-C	51553	459
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	646	protein_coding	GWK60_A00275	GWK60_A00275	181	C-C	51624	1376
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	722	protein_coding	GWK60_A00275	GWK60_A00275	106	C-C	51700	1
CP048230.1	W	protein_coding	GWK60_A00253	GWK60_A00253	779	protein_coding	GWK60_A00275	GWK60_A00275	49	C-C	51757	377
CP048230.1	W	protein_coding	GWK60_A00275	GWK60_A00275	0	protein_coding	GWK60_A00275	GWK60_A00275	0	ORF(C)-ORF(C)	52037	935
CP048230.1	W	protein_coding	GWK60_A00275	GWK60_A00275	0	protein_coding	GWK60_A00275	GWK60_A00275	0	ORF(C)-ORF(C)	52266	0
CP048230.1	W	protein_coding	GWK60_A00275	GWK60_A00275	0	protein_coding	GWK60_A00275	GWK60_A00275	0	ORF(C)-ORF(C)	53930	69
CP048230.1	W	protein_coding	GWK60_A00275	GWK60_A00275	362	protein_coding	GWK60_A00297	SCL1	822	C-W	55377	159
