Chromosome,Position,Reads
CP048230.1,2177,14
CP048230.1,2656,135
CP048230.1,19195,12
CP048230.1,25975,5
CP048230.1,31697,1
CP048230.1,31751,13
CP048230.1,32398,3
CP048230.1,32577,101
CP048230.1,33645,56
CP048230.1,33647,171
CP048230.1,33847,1
CP048230.1,33974,3
CP048230.1,34061,39
CP048230.1,39103,81
CP048230.1,39235,304
CP048230.1,39241,109
CP048230.1,39242,79
CP048230.1,39272,461
CP048230.1,39279,307
CP048230.1,39287,22
CP048230.1,39291,142
CP048230.1,39448,102
CP048230.1,39462,86
CP048230.1,39574,71
CP048230.1,39659,22
CP048230.1,39849,1
CP048230.1,40067,73
CP048230.1,40527,156
CP048230.1,42332,7
CP048230.1,43414,1
CP048230.1,43493,149
CP048230.1,43515,99
CP048230.1,43522,1
CP048230.1,44354,15
CP048230.1,45498,20
CP048230.1,47737,14
CP048230.1,48216,117
CP048230.1,48787,70
CP048230.1,48916,24
CP048230.1,50369,171
CP048230.1,50558,6
CP048230.1,50725,7
CP048230.1,51017,235
CP048230.1,51109,66
CP048230.1,51149,128
CP048230.1,51156,89
CP048230.1,51164,52
CP048230.1,51236,119
CP048230.1,51243,603
CP048230.1,51248,29
CP048230.1,51254,19
CP048230.1,51261,47
CP048230.1,51316,28
CP048230.1,51394,26
CP048230.1,51467,5
CP048230.1,51520,266
CP048230.1,51553,235
CP048230.1,51556,629
CP048230.1,51560,314
CP048230.1,51625,128
CP048230.1,51683,277
CP048230.1,51688,21
CP048230.1,51700,41
CP048230.1,51706,120
CP048230.1,51707,86
CP048230.1,51720,13
CP048230.1,51726,106
CP048230.1,51736,1
CP048230.1,51757,521
CP048230.1,51764,3
CP048230.1,51767,4
CP048230.1,51772,81
CP048230.1,52037,249
CP048230.1,52067,63
CP048230.1,52237,191
CP048230.1,52270,238
CP048230.1,52747,2
CP048230.1,53065,1
CP048230.1,53937,12
CP048230.1,55219,12
CP048230.1,55274,9
CP048230.1,55347,59
CP048230.1,55405,5
CP048230.1,55412,243
CP048230.1,55703,10
CP048230.1,55818,135
CP048230.1,55892,15
CP048230.1,57047,6
CP048230.1,58849,114
CP048230.1,58887,37
CP048230.1,58932,77
CP048230.1,58933,11
CP048230.1,58940,46
CP048230.1,58956,1
CP048230.1,58999,10
CP048230.1,59007,75
CP048230.1,59014,1
CP048230.1,59046,116
CP048230.1,59053,1
CP048230.1,59146,64
CP048230.1,59276,17
CP048230.1,59283,2
CP048230.1,59449,126
CP048230.1,59633,1
CP048230.1,59998,241
CP048230.1,60145,39
CP048230.1,60678,61
CP048230.1,60754,36
CP048230.1,60875,9
CP048230.1,60949,15
CP048230.1,60950,18
CP048230.1,60955,3
CP048230.1,60956,52
CP048230.1,60988,6
CP048230.1,61053,7
CP048230.1,61060,2
CP048230.1,61106,132
CP048230.1,61112,70
CP048230.1,61113,24
CP048230.1,61119,182
CP048230.1,61151,3
CP048230.1,61158,74
CP048230.1,61242,14
CP048230.1,61350,74
CP048230.1,61369,61
CP048230.1,61377,271
