Bin index,yH299-parent-pool3_normalized,yH299-parent-pool3_normalized rank
CP048230.1-0,2,1192
CP048230.1-1,1,1211
CP048230.1-2,1,1212
CP048230.1-3,22,519
CP048230.1-4,13,802
CP048230.1-5,67,69
CP048230.1-6,56,110
CP048230.1-7,115,15
CP048230.1-8,41,213
CP048230.1-9,106,20
CP048230.1-10,30,348
CP048230.1-11,14,776
CP048230.1-12,94,31
CP048230.1-13,37,262
CP048230.1-14,95,30
CP048230.1-15,40,224
CP048230.1-16,20,577
CP048230.1-17,28,390
CP048230.1-18,81,43
CP048230.1-19,46,175
CP048230.1-20,35,287
CP048230.1-21,4,1136
CP048230.1-22,2,1193
CP048230.1-23,40,225
CP048230.1-24,10,917
CP048230.1-25,37,263
CP048230.1-26,51,138
CP048230.1-27,23,494
CP048230.1-28,12,845
CP048230.1-29,7,1034
CP048230.1-30,2,1194
CP048230.1-31,8,990
CP048230.1-32,22,520
CP048230.1-33,23,495
CP048230.1-34,23,496
CP048230.1-35,35,288
CP048230.1-36,12,846
CP048230.1-37,44,187
CP048230.1-38,10,918
CP048230.1-39,7,1035
CP048230.1-40,9,951
CP048230.1-41,30,349
CP048230.1-42,11,880
CP048230.1-43,33,309
CP048230.1-44,48,157
CP048230.1-45,13,803
CP048230.1-46,21,545
CP048230.1-47,33,310
CP048230.1-48,33,311
CP048230.1-49,1,1213
CP048231.1-0,1,1214
CP048231.1-1,17,651
CP048231.1-2,14,777
CP048231.1-3,33,312
CP048231.1-4,38,249
CP048231.1-5,41,214
CP048231.1-6,24,472
CP048231.1-7,39,232
CP048231.1-8,25,453
CP048231.1-9,63,81
CP048231.1-10,11,881
CP048231.1-11,14,778
CP048231.1-12,9,952
CP048231.1-13,9,953
CP048231.1-14,17,652
CP048231.1-15,15,727
CP048231.1-16,5,1107
CP048231.1-17,13,804
CP048231.1-18,12,847
CP048231.1-19,12,848
CP048231.1-20,21,546
CP048231.1-21,2,1195
CP048231.1-22,20,578
CP048231.1-23,65,73
CP048231.1-24,29,367
CP048231.1-25,35,289
CP048231.1-26,38,250
CP048231.1-27,58,105
CP048231.1-28,66,70
CP048231.1-29,91,33
CP048231.1-30,75,52
