Chromosome,Position,Reads
CP048230.1,1261,37
CP048230.1,1774,1
CP048230.1,2682,10
CP048230.1,20266,30
CP048230.1,26244,13
CP048230.1,29632,144
CP048230.1,31789,106
CP048230.1,31927,8
CP048230.1,31936,1
CP048230.1,32577,2
CP048230.1,32766,45
CP048230.1,33227,5
CP048230.1,33638,96
CP048230.1,33645,13
CP048230.1,33654,9
CP048230.1,33906,87
CP048230.1,33956,5
CP048230.1,36147,4
CP048230.1,36489,338
CP048230.1,39102,7
CP048230.1,39103,45
CP048230.1,39147,47
CP048230.1,39199,38
CP048230.1,39205,10
CP048230.1,39207,103
CP048230.1,39235,153
CP048230.1,39241,233
CP048230.1,39242,551
CP048230.1,39255,37
CP048230.1,39266,184
CP048230.1,39272,1094
CP048230.1,39279,1123
CP048230.1,39283,150
CP048230.1,39287,12
CP048230.1,39290,240
CP048230.1,39291,143
CP048230.1,39377,86
CP048230.1,39388,10
CP048230.1,39407,140
CP048230.1,39439,39
CP048230.1,39446,58
CP048230.1,39453,12
CP048230.1,39455,18
CP048230.1,39462,23
CP048230.1,39523,5
CP048230.1,39565,6
CP048230.1,39574,77
CP048230.1,39588,38
CP048230.1,39659,24
CP048230.1,39666,445
CP048230.1,39690,30
CP048230.1,39692,39
CP048230.1,39805,154
CP048230.1,39849,148
CP048230.1,39876,5
CP048230.1,39943,114
CP048230.1,40074,125
CP048230.1,40087,4
CP048230.1,40102,189
CP048230.1,40538,16
CP048230.1,41121,2
CP048230.1,41221,31
CP048230.1,42293,95
CP048230.1,42352,138
CP048230.1,43304,54
CP048230.1,43314,98
CP048230.1,43321,188
CP048230.1,43356,1
CP048230.1,43383,37
CP048230.1,43450,44
CP048230.1,43493,64
CP048230.1,43500,150
CP048230.1,43522,29
CP048230.1,45436,44
CP048230.1,45443,17
CP048230.1,45472,1
CP048230.1,45518,4
CP048230.1,45889,14
CP048230.1,45917,91
CP048230.1,46032,15
CP048230.1,46041,56
CP048230.1,46139,57
CP048230.1,46394,28
CP048230.1,46773,10
CP048230.1,46910,36
CP048230.1,46915,1
CP048230.1,47272,9
CP048230.1,47299,86
CP048230.1,47445,1
CP048230.1,47452,21
CP048230.1,47470,16
CP048230.1,47700,5
CP048230.1,47835,138
CP048230.1,47878,1
CP048230.1,47976,178
CP048230.1,48014,148
CP048230.1,48134,1
CP048230.1,48224,25
CP048230.1,48701,7
CP048230.1,48787,92
CP048230.1,48794,1
CP048230.1,48798,27
CP048230.1,48909,36
CP048230.1,48975,92
CP048230.1,49147,46
CP048230.1,49332,93
CP048230.1,49339,102
CP048230.1,49393,3
CP048230.1,49461,17
CP048230.1,49629,16
CP048230.1,50362,120
CP048230.1,50369,65
CP048230.1,50510,455
CP048230.1,50525,96
CP048230.1,50558,46
CP048230.1,50623,112
CP048230.1,50810,110
CP048230.1,50869,24
CP048230.1,50879,204
CP048230.1,50905,33
CP048230.1,50919,36
CP048230.1,51017,86
CP048230.1,51024,139
CP048230.1,51046,217
CP048230.1,51102,56
CP048230.1,51109,44
CP048230.1,51128,37
CP048230.1,51135,11
CP048230.1,51149,679
CP048230.1,51156,112
CP048230.1,51160,246
CP048230.1,51172,7
CP048230.1,51233,193
CP048230.1,51236,1222
CP048230.1,51243,1977
CP048230.1,51330,2
CP048230.1,51425,221
CP048230.1,51467,238
CP048230.1,51473,184
CP048230.1,51499,33
CP048230.1,51512,2
CP048230.1,51519,178
CP048230.1,51527,205
CP048230.1,51535,125
CP048230.1,51549,589
CP048230.1,51556,77
CP048230.1,51560,23
CP048230.1,51563,248
CP048230.1,51570,33
CP048230.1,51596,60
CP048230.1,51625,47
CP048230.1,51632,1034
CP048230.1,51658,8
CP048230.1,51700,105
CP048230.1,51713,147
CP048230.1,51720,56
CP048230.1,51721,48
CP048230.1,51726,400
CP048230.1,51736,619
CP048230.1,51757,372
CP048230.1,51764,181
CP048230.1,51765,677
CP048230.1,51772,514
CP048230.1,51889,507
CP048230.1,52037,807
CP048230.1,52067,647
CP048230.1,52074,1261
CP048230.1,52108,271
CP048230.1,52239,62
CP048230.1,52242,3
CP048230.1,52266,282
CP048230.1,52471,21
CP048230.1,53065,255
CP048230.1,53268,35
CP048230.1,54622,37
CP048230.1,54919,27
CP048230.1,55042,36
CP048230.1,55250,2
CP048230.1,55256,1
CP048230.1,55274,134
CP048230.1,55281,211
CP048230.1,55282,162
CP048230.1,55347,13
CP048230.1,55350,22
CP048230.1,55357,203
CP048230.1,57014,17
CP048230.1,57022,27
CP048230.1,57086,42
CP048230.1,57095,8
CP048230.1,58830,12
CP048230.1,58835,83
CP048230.1,58842,6
CP048230.1,58845,2
CP048230.1,58849,73
CP048230.1,58884,74
CP048230.1,58933,232
CP048230.1,58940,149
CP048230.1,58969,22
CP048230.1,58977,124
CP048230.1,58981,4
CP048230.1,58984,62
CP048230.1,58996,311
CP048230.1,59003,1
CP048230.1,59007,74
CP048230.1,59014,49
CP048230.1,59021,83
CP048230.1,59046,261
CP048230.1,59053,124
CP048230.1,59061,23
CP048230.1,59087,2
CP048230.1,59093,11
CP048230.1,59138,147
CP048230.1,59194,7
CP048230.1,59257,2
CP048230.1,59263,119
CP048230.1,59283,7
CP048230.1,59325,37
CP048230.1,59449,140
CP048230.1,59457,234
CP048230.1,59497,11
CP048230.1,59571,21
CP048230.1,59578,39
CP048230.1,59633,77
CP048230.1,59641,69
CP048230.1,59643,3
CP048230.1,59718,3
CP048230.1,59869,6
CP048230.1,59998,71
CP048230.1,60005,213
CP048230.1,60038,22
CP048230.1,60428,1
CP048230.1,60435,289
CP048230.1,60439,17
CP048230.1,60511,1
CP048230.1,60630,45
CP048230.1,60636,5
CP048230.1,60881,96
CP048230.1,60901,1
CP048230.1,60942,14
CP048230.1,60949,13
CP048230.1,60952,20
CP048230.1,60959,2
CP048230.1,60981,20
CP048230.1,61053,22
CP048230.1,61060,60
CP048230.1,61087,36
CP048230.1,61088,12
CP048230.1,61098,1
CP048230.1,61106,122
CP048230.1,61110,537
CP048230.1,61111,347
CP048230.1,61121,5
CP048230.1,61151,104
CP048230.1,61158,388
CP048230.1,61185,24
CP048230.1,61196,104
CP048230.1,61248,45
CP048230.1,61249,9
CP048230.1,61269,20
CP048230.1,61293,97
CP048230.1,61300,36
CP048230.1,61339,10
CP048230.1,61361,102
CP048230.1,61368,56
CP048230.1,61369,39
CP048230.1,61376,243
CP048230.1,61377,90
CP048230.1,61384,127
CP048230.1,61404,29
CP048230.1,61406,3
CP048230.1,61460,111
CP048230.1,61467,36
CP048230.1,61477,17
CP048230.1,61481,25
CP048230.1,61482,34
CP048230.1,61536,68
CP048230.1,61541,21
CP048230.1,61578,2
CP048230.1,61592,42
CP048230.1,61603,890
CP048230.1,61612,182
CP048230.1,61614,1023
CP048230.1,61618,5
CP048230.1,61619,29
CP048230.1,61621,1965
CP048230.1,61624,5
CP048230.1,61633,9
CP048230.1,61634,247
CP048230.1,61641,74
CP048230.1,61644,5
CP048230.1,61652,89
CP048230.1,61686,103
CP048230.1,61690,7
CP048230.1,61697,68
CP048230.1,61701,131
CP048230.1,61708,88
CP048230.1,61721,2
CP048230.1,61744,137
CP048230.1,61749,145
CP048230.1,61752,23
CP048230.1,61796,99
CP048230.1,61800,66
CP048230.1,61808,16
CP048230.1,61815,634
CP048230.1,61819,108
CP048230.1,61863,5
CP048230.1,61903,15
CP048230.1,61986,26
CP048230.1,62004,201
CP048230.1,62090,1
CP048230.1,62099,13
CP048230.1,62106,11
CP048230.1,62113,80
CP048230.1,62136,163
CP048230.1,62211,33
CP048230.1,62262,39
CP048230.1,62379,35
CP048230.1,62380,179
CP048230.1,62387,56
CP048230.1,62715,1
CP048230.1,63098,47
CP048230.1,63349,52
CP048230.1,63444,1
CP048230.1,63612,140
CP048230.1,63787,145
CP048230.1,64408,16
CP048230.1,64665,10
CP048230.1,64949,144
CP048230.1,65206,39
CP048230.1,65317,29
CP048230.1,65386,97
CP048230.1,65552,6
CP048230.1,65606,5
CP048230.1,65766,5
CP048230.1,65837,29
CP048230.1,65864,2
CP048230.1,65934,99
CP048230.1,65974,10
CP048230.1,66131,1
CP048230.1,66283,274
CP048230.1,66670,3
CP048230.1,66913,18
CP048230.1,67286,61
CP048230.1,67381,10
CP048230.1,67779,2
CP048230.1,67819,5
CP048230.1,67965,28
CP048230.1,67972,1
CP048230.1,68663,85
CP048230.1,68670,5
CP048230.1,68767,8
CP048230.1,68778,57
CP048230.1,68794,65
CP048230.1,68813,14
CP048230.1,68840,8
CP048230.1,68849,1
CP048230.1,68854,64
CP048230.1,68865,35
CP048230.1,68931,5
CP048230.1,68938,59
CP048230.1,68943,4
CP048230.1,68950,19
CP048230.1,68956,79
CP048230.1,68963,104
CP048230.1,69019,1
CP048230.1,69026,188
CP048230.1,69066,215
CP048230.1,69073,5
CP048230.1,69119,113
CP048230.1,69126,1
CP048230.1,69149,8
CP048230.1,69174,74
CP048230.1,69237,23
CP048230.1,69286,84
CP048230.1,69360,33
CP048230.1,69420,31
CP048230.1,69439,18
CP048230.1,69449,56
CP048230.1,69522,267
CP048230.1,69544,37
CP048230.1,69650,247
CP048230.1,69688,7
CP048230.1,72554,1
CP048230.1,72659,92
CP048230.1,72666,275
CP048230.1,72673,116
CP048230.1,72675,25
CP048230.1,72689,234
CP048230.1,72697,38
CP048230.1,72712,69
CP048230.1,72791,89
CP048230.1,72823,108
CP048230.1,72831,9
CP048230.1,72908,270
CP048230.1,72934,79
CP048230.1,72935,2
CP048230.1,72939,204
CP048230.1,72941,165
CP048230.1,72959,76
CP048230.1,72969,81
CP048230.1,73035,65
CP048230.1,73070,1
CP048230.1,73075,235
CP048230.1,73089,241
CP048230.1,73096,428
CP048230.1,73108,172
CP048230.1,73115,61
CP048230.1,73141,1
CP048230.1,73148,111
CP048230.1,73155,781
CP048230.1,73162,743
CP048230.1,73179,29
CP048230.1,73192,67
CP048230.1,73193,230
CP048230.1,73200,57
CP048230.1,73219,75
CP048230.1,73224,352
CP048230.1,73230,56
CP048230.1,73239,215
CP048230.1,73246,52
CP048230.1,73272,133
CP048230.1,73279,324
CP048230.1,73399,22
CP048230.1,73400,27
CP048230.1,73407,1
CP048230.1,73417,378
CP048230.1,73424,119
CP048230.1,73427,366
CP048230.1,73436,252
CP048230.1,73458,63
CP048230.1,73466,300
CP048230.1,73477,115
CP048230.1,73597,40
CP048230.1,73717,543
CP048230.1,73737,138
CP048230.1,73746,6
CP048230.1,73773,1585
CP048230.1,73793,886
CP048230.1,73915,138
CP048230.1,74047,489
CP048230.1,74080,13
CP048230.1,74675,133
CP048230.1,74682,287
CP048230.1,74692,34
CP048230.1,74703,62
CP048230.1,75235,200
CP048230.1,75283,267
CP048230.1,75292,221
CP048230.1,75303,54
CP048230.1,75383,8
CP048230.1,75405,160
CP048230.1,75448,75
CP048230.1,75544,125
CP048230.1,75707,31
CP048230.1,75709,16
CP048230.1,75753,16
CP048230.1,75802,68
CP048230.1,75809,20
CP048230.1,75863,20
CP048230.1,75865,9
CP048230.1,75872,43
CP048230.1,75892,79
CP048230.1,75907,344
CP048230.1,75912,15
CP048230.1,75921,32
CP048230.1,75926,64
CP048230.1,75946,44
CP048230.1,75953,358
CP048230.1,76013,25
CP048230.1,76017,410
CP048230.1,76164,2
CP048230.1,76201,37
CP048230.1,76372,16
CP048230.1,76418,87
CP048230.1,76427,157
CP048230.1,76803,32
CP048230.1,77155,35
CP048230.1,77162,1
CP048230.1,77212,24
CP048230.1,77261,57
CP048230.1,77889,50
CP048230.1,77995,122
CP048230.1,78002,41
CP048230.1,78016,369
CP048230.1,78023,392
CP048230.1,78035,37
CP048230.1,78039,143
CP048230.1,78055,15
CP048230.1,78062,554
CP048230.1,78071,139
CP048230.1,78079,12
CP048230.1,78086,36
CP048230.1,78087,642
CP048230.1,78094,985
CP048230.1,78099,192
CP048230.1,78116,128
CP048230.1,78122,29
CP048230.1,78140,4
CP048230.1,78146,227
CP048230.1,78188,186
CP048230.1,78194,76
CP048230.1,78203,2
CP048230.1,78219,73
CP048230.1,78225,218
CP048230.1,78232,334
CP048230.1,78278,25
CP048230.1,78286,2
CP048230.1,78295,65
CP048230.1,78300,97
CP048230.1,78323,11
CP048230.1,78327,319
CP048230.1,78332,3
CP048230.1,78347,524
CP048230.1,78352,520
CP048230.1,78354,342
CP048230.1,78361,253
CP048230.1,78372,761
CP048230.1,78379,80
