Bin index,yH299-parent-pool3_normalized,yH299-parent-pool3_normalized rank
CP048230.1-0,2,1196
CP048230.1-1,1,1213
CP048230.1-2,1,1214
CP048230.1-3,23,515
CP048230.1-4,12,858
CP048230.1-5,68,75
CP048230.1-6,62,97
CP048230.1-7,119,15
CP048230.1-8,51,144
CP048230.1-9,113,17
CP048230.1-10,31,356
CP048230.1-11,16,715
CP048230.1-12,94,34
CP048230.1-13,42,227
CP048230.1-14,99,30
CP048230.1-15,44,202
CP048230.1-16,22,538
CP048230.1-17,31,357
CP048230.1-18,81,48
CP048230.1-19,49,162
CP048230.1-20,39,254
CP048230.1-21,5,1116
CP048230.1-22,3,1171
CP048230.1-23,45,191
CP048230.1-24,9,979
CP048230.1-25,37,279
CP048230.1-26,52,141
CP048230.1-27,24,491
CP048230.1-28,12,859
CP048230.1-29,8,1006
CP048230.1-30,3,1172
CP048230.1-31,8,1007
CP048230.1-32,22,539
CP048230.1-33,24,492
CP048230.1-34,29,395
CP048230.1-35,37,280
CP048230.1-36,12,860
CP048230.1-37,41,235
CP048230.1-38,11,901
CP048230.1-39,6,1079
CP048230.1-40,13,819
CP048230.1-41,29,396
CP048230.1-42,12,861
CP048230.1-43,36,294
CP048230.1-44,49,163
CP048230.1-45,13,820
CP048230.1-46,22,540
CP048230.1-47,34,321
CP048230.1-48,32,339
CP048230.1-49,2,1197
CP048230.1-50,1,1215
CP048231.1-0,1,1216
CP048231.1-1,18,654
CP048231.1-2,15,753
CP048231.1-3,32,340
CP048231.1-4,39,255
CP048231.1-5,43,214
CP048231.1-6,22,541
CP048231.1-7,38,269
CP048231.1-8,25,474
CP048231.1-9,66,81
CP048231.1-10,13,821
CP048231.1-11,18,655
CP048231.1-12,8,1008
CP048231.1-13,9,980
CP048231.1-14,18,656
CP048231.1-15,16,716
CP048231.1-16,6,1080
CP048231.1-17,11,902
CP048231.1-18,11,903
CP048231.1-19,13,822
CP048231.1-20,21,568
CP048231.1-21,2,1198
CP048231.1-22,23,516
CP048231.1-23,70,66
CP048231.1-24,32,341
CP048231.1-25,35,308
CP048231.1-26,42,228
CP048231.1-27,63,90
CP048231.1-28,69,69
CP048231.1-29,97,31
CP048231.1-30,77,55
CP048231.1-31,16,717
CP048231.1-32,18,657
CP048231.1-33,14,789
CP048231.1-34,29,397
CP048231.1-35,107,23
CP048231.1-36,12,862
CP048231.1-37,79,51
CP048231.1-38,113,18
CP048231.1-39,42,229
CP048231.1-40,19,628
CP048231.1-41,58,115
CP048231.1-42,56,123
CP048231.1-43,61,99
CP048231.1-44,138,7
CP048231.1-45,103,25
CP048231.1-46,74,58
CP048231.1-47,107,24
CP048231.1-48,103,26
CP048231.1-49,8,1009
CP048231.1-50,1,1217
CP048231.1-51,5,1117
CP048232.1-0,0,1239
CP048232.1-1,7,1044
CP048232.1-2,9,981
CP048232.1-3,20,599
CP048232.1-4,24,493
CP048232.1-5,31,358
CP048232.1-6,18,658
CP048232.1-7,24,494
CP048232.1-8,19,629
CP048232.1-9,7,1045
CP048232.1-10,25,475
CP048232.1-11,18,659
CP048232.1-12,18,660
CP048232.1-13,10,933
CP048232.1-14,17,682
CP048232.1-15,18,661
CP048232.1-16,53,135
CP048232.1-17,6,1081
CP048232.1-18,40,242
CP048232.1-19,17,683
CP048232.1-20,9,982
CP048232.1-21,18,662
CP048232.1-22,20,600
CP048232.1-23,45,192
CP048232.1-24,55,127
CP048232.1-25,10,934
CP048232.1-26,18,663
CP048232.1-27,28,414
CP048232.1-28,31,359
CP048232.1-29,22,542
CP048232.1-30,12,863
CP048232.1-31,69,70
CP048232.1-32,38,270
CP048232.1-33,25,476
CP048232.1-34,45,193
CP048232.1-35,37,281
CP048232.1-36,64,87
CP048232.1-37,84,45
CP048232.1-38,60,101
CP048232.1-39,67,78
CP048232.1-40,90,40
CP048232.1-41,92,38
CP048232.1-42,111,20
CP048232.1-43,195,2
CP048232.1-44,86,42
CP048232.1-45,96,32
CP048232.1-46,40,243
CP048232.1-47,73,60
CP048232.1-48,25,477
CP048232.1-49,26,448
CP048232.1-50,24,495
CP048232.1-51,19,630
CP048232.1-52,20,601
CP048232.1-53,7,1046
CP048232.1-54,1,1218
CP048233.1-0,0,1240
CP048233.1-1,14,790
CP048233.1-2,60,102
CP048233.1-3,21,569
CP048233.1-4,12,864
