Chromosome,Position,Reads
CP048230.1,2177,21
CP048230.1,2656,230
CP048230.1,19195,23
CP048230.1,25975,11
CP048230.1,31697,2
CP048230.1,31751,26
CP048230.1,32398,3
CP048230.1,32577,161
CP048230.1,33645,105
CP048230.1,33647,276
CP048230.1,33847,1
CP048230.1,33852,1
CP048230.1,33974,5
CP048230.1,34061,40
CP048230.1,39103,129
CP048230.1,39235,498
CP048230.1,39241,175
CP048230.1,39242,166
CP048230.1,39272,760
CP048230.1,39279,486
CP048230.1,39287,32
CP048230.1,39291,233
CP048230.1,39448,171
CP048230.1,39462,144
CP048230.1,39574,117
CP048230.1,39659,33
CP048230.1,39849,1
CP048230.1,40067,120
CP048230.1,40527,250
CP048230.1,42332,17
CP048230.1,43414,2
CP048230.1,43493,229
CP048230.1,43515,114
CP048230.1,44354,33
CP048230.1,45498,37
CP048230.1,47737,24
CP048230.1,48216,189
CP048230.1,48787,134
CP048230.1,48916,34
CP048230.1,50369,296
CP048230.1,50503,1
CP048230.1,50558,5
CP048230.1,50725,21
CP048230.1,51017,362
CP048230.1,51109,107
CP048230.1,51149,209
CP048230.1,51156,178
CP048230.1,51164,116
CP048230.1,51236,201
CP048230.1,51243,970
CP048230.1,51248,56
CP048230.1,51254,49
CP048230.1,51261,76
CP048230.1,51316,26
CP048230.1,51394,34
CP048230.1,51467,7
CP048230.1,51520,415
CP048230.1,51553,404
CP048230.1,51556,1094
CP048230.1,51560,548
CP048230.1,51625,198
CP048230.1,51632,1
CP048230.1,51683,412
CP048230.1,51688,20
CP048230.1,51700,84
CP048230.1,51706,219
CP048230.1,51707,177
CP048230.1,51720,10
CP048230.1,51726,159
CP048230.1,51757,807
CP048230.1,51764,1
CP048230.1,51767,4
CP048230.1,51772,130
CP048230.1,52037,423
CP048230.1,52067,120
CP048230.1,52237,341
CP048230.1,52266,1
CP048230.1,52270,366
CP048230.1,52747,3
CP048230.1,53937,23
CP048230.1,55219,29
CP048230.1,55274,15
CP048230.1,55281,1
CP048230.1,55347,117
CP048230.1,55405,16
CP048230.1,55412,409
CP048230.1,55703,21
CP048230.1,55818,244
CP048230.1,55892,21
CP048230.1,57047,11
CP048230.1,58849,166
CP048230.1,58887,54
CP048230.1,58932,115
CP048230.1,58933,25
CP048230.1,58940,102
CP048230.1,58999,19
CP048230.1,59007,119
CP048230.1,59014,1
CP048230.1,59046,200
CP048230.1,59053,1
CP048230.1,59146,110
CP048230.1,59276,23
CP048230.1,59283,1
CP048230.1,59449,208
CP048230.1,59633,1
CP048230.1,59998,378
CP048230.1,60145,58
CP048230.1,60678,95
CP048230.1,60754,53
CP048230.1,60875,16
CP048230.1,60949,39
CP048230.1,60950,33
CP048230.1,60955,9
CP048230.1,60956,86
CP048230.1,60988,13
CP048230.1,61053,14
CP048230.1,61060,1
CP048230.1,61106,202
CP048230.1,61112,152
CP048230.1,61113,28
CP048230.1,61119,325
CP048230.1,61151,7
CP048230.1,61158,106
CP048230.1,61242,26
CP048230.1,61255,1
CP048230.1,61350,116
CP048230.1,61369,98
CP048230.1,61376,4
CP048230.1,61377,405
CP048230.1,61384,359
CP048230.1,61406,194
CP048230.1,61460,303
CP048230.1,61575,18
CP048230.1,61581,363
CP048230.1,61605,383
CP048230.1,61612,133
CP048230.1,61614,364
CP048230.1,61621,556
CP048230.1,61636,95
CP048230.1,61641,224
CP048230.1,61670,16
CP048230.1,61686,39
CP048230.1,61693,233
CP048230.1,61808,26
CP048230.1,61812,8
CP048230.1,61815,81
CP048230.1,61863,18
CP048230.1,61946,40
CP048230.1,64667,1
CP048230.1,65422,7
CP048230.1,65554,80
CP048230.1,66131,67
CP048230.1,66574,193
CP048230.1,67511,7
CP048230.1,67965,101
CP048230.1,68051,1
CP048230.1,68680,2
CP048230.1,68829,56
CP048230.1,68842,223
CP048230.1,68876,1
CP048230.1,68949,5
CP048230.1,68956,11
CP048230.1,68963,74
CP048230.1,69026,1
CP048230.1,69066,106
CP048230.1,69119,37
CP048230.1,69286,1
CP048230.1,69650,1
CP048230.1,72666,361
CP048230.1,72791,761
CP048230.1,73073,16
CP048230.1,73089,249
CP048230.1,73096,1
CP048230.1,73107,14
CP048230.1,73108,975
CP048230.1,73115,945
CP048230.1,73132,1
CP048230.1,73141,218
CP048230.1,73155,1
CP048230.1,73161,276
CP048230.1,73171,281
CP048230.1,73224,2
CP048230.1,73246,474
CP048230.1,73255,390
CP048230.1,73272,358
CP048230.1,73277,69
CP048230.1,73347,5
CP048230.1,73396,642
CP048230.1,73400,623
CP048230.1,73407,824
CP048230.1,73408,629
CP048230.1,73417,740
CP048230.1,73427,1253
CP048230.1,73436,341
CP048230.1,73664,89
CP048230.1,73720,33
CP048230.1,73753,195
CP048230.1,73773,1152
CP048230.1,73908,350
CP048230.1,74106,54
CP048230.1,74731,340
CP048230.1,74841,9
CP048230.1,75616,8
CP048230.1,75625,37
CP048230.1,75700,40
CP048230.1,75823,37
CP048230.1,75865,67
CP048230.1,75900,6
CP048230.1,75932,550
CP048230.1,75953,1
CP048230.1,76006,48
CP048230.1,76017,1
CP048230.1,76956,251
CP048230.1,77160,46
CP048230.1,77854,21
CP048230.1,77861,76
CP048230.1,77948,85
CP048230.1,78016,320
CP048230.1,78023,628
CP048230.1,78042,5
CP048230.1,78062,189
CP048230.1,78073,2
CP048230.1,78087,790
CP048230.1,78094,1028
CP048230.1,78099,1
CP048230.1,78108,216
CP048230.1,78140,16
CP048230.1,78147,204
CP048230.1,78215,159
CP048230.1,78225,634
CP048230.1,78232,310
CP048230.1,78286,103
CP048230.1,78293,303
CP048230.1,78295,337
CP048230.1,78300,24
CP048230.1,78327,1
CP048230.1,78354,42
CP048230.1,78361,884
CP048230.1,78370,1
CP048230.1,78372,82
CP048230.1,78379,173
CP048230.1,78387,75
CP048230.1,78415,1
CP048230.1,78422,514
CP048230.1,78441,56
CP048230.1,78445,314
CP048230.1,78477,131
CP048230.1,78484,118
CP048230.1,78522,1126
CP048230.1,78526,350
CP048230.1,78529,963
CP048230.1,78621,216
CP048230.1,78628,22
CP048230.1,78629,96
CP048230.1,78636,344
CP048230.1,78652,32
CP048230.1,78665,397
CP048230.1,78674,242
CP048230.1,78679,249
CP048230.1,78691,319
CP048230.1,78699,686
CP048230.1,78706,224
CP048230.1,78810,21
CP048230.1,78817,200
CP048230.1,78820,3
