Chromosome,Position,Reads
CP048230.1,1261,84
CP048230.1,2682,27
CP048230.1,20266,61
CP048230.1,26244,28
CP048230.1,29632,294
CP048230.1,31789,244
CP048230.1,31927,15
CP048230.1,31936,3
CP048230.1,32577,5
CP048230.1,32766,84
CP048230.1,33227,18
CP048230.1,33638,163
CP048230.1,33645,24
CP048230.1,33654,10
CP048230.1,33740,1
CP048230.1,33906,154
CP048230.1,33956,13
CP048230.1,36147,12
CP048230.1,36489,660
CP048230.1,39102,15
CP048230.1,39103,84
CP048230.1,39147,83
CP048230.1,39199,70
CP048230.1,39205,23
CP048230.1,39207,172
CP048230.1,39231,4
CP048230.1,39235,314
CP048230.1,39241,455
CP048230.1,39242,1075
CP048230.1,39255,65
CP048230.1,39266,321
CP048230.1,39272,2189
CP048230.1,39279,2131
CP048230.1,39283,325
CP048230.1,39287,19
CP048230.1,39290,514
CP048230.1,39291,315
CP048230.1,39377,149
CP048230.1,39388,9
CP048230.1,39407,257
CP048230.1,39439,114
CP048230.1,39446,107
CP048230.1,39453,42
CP048230.1,39455,37
CP048230.1,39462,42
CP048230.1,39523,19
CP048230.1,39565,9
CP048230.1,39574,131
CP048230.1,39588,71
CP048230.1,39612,8
CP048230.1,39659,47
CP048230.1,39666,869
CP048230.1,39690,65
CP048230.1,39692,73
CP048230.1,39805,311
CP048230.1,39849,339
CP048230.1,39876,5
CP048230.1,39943,235
CP048230.1,40071,1
CP048230.1,40074,246
CP048230.1,40087,12
CP048230.1,40102,359
CP048230.1,40538,47
CP048230.1,41121,1
CP048230.1,41221,46
CP048230.1,42293,174
CP048230.1,42352,275
CP048230.1,43304,87
CP048230.1,43314,190
CP048230.1,43321,413
CP048230.1,43356,4
CP048230.1,43383,75
CP048230.1,43450,88
CP048230.1,43493,131
CP048230.1,43500,299
CP048230.1,43522,49
CP048230.1,44773,2
CP048230.1,45436,84
CP048230.1,45443,28
CP048230.1,45472,6
CP048230.1,45518,8
CP048230.1,45889,28
CP048230.1,45917,148
CP048230.1,46032,34
CP048230.1,46041,132
CP048230.1,46139,125
CP048230.1,46394,59
CP048230.1,46773,19
CP048230.1,46910,83
CP048230.1,46915,3
CP048230.1,47272,10
CP048230.1,47299,177
CP048230.1,47445,3
CP048230.1,47452,44
CP048230.1,47470,28
CP048230.1,47521,2
CP048230.1,47700,10
CP048230.1,47835,261
CP048230.1,47878,1
CP048230.1,47976,356
CP048230.1,48014,347
CP048230.1,48134,6
CP048230.1,48224,54
CP048230.1,48701,11
CP048230.1,48787,189
CP048230.1,48794,2
CP048230.1,48798,54
CP048230.1,48909,68
CP048230.1,48975,187
CP048230.1,49147,96
CP048230.1,49332,185
CP048230.1,49339,202
CP048230.1,49393,4
CP048230.1,49461,30
CP048230.1,49629,34
CP048230.1,50362,223
CP048230.1,50369,139
CP048230.1,50510,902
CP048230.1,50525,193
CP048230.1,50558,75
CP048230.1,50623,226
CP048230.1,50810,219
CP048230.1,50869,48
CP048230.1,50879,388
CP048230.1,50905,85
CP048230.1,50919,57
CP048230.1,51017,202
CP048230.1,51024,304
CP048230.1,51046,394
CP048230.1,51102,136
CP048230.1,51109,69
CP048230.1,51128,91
CP048230.1,51135,22
CP048230.1,51149,1357
CP048230.1,51156,248
CP048230.1,51160,513
CP048230.1,51172,7
CP048230.1,51233,436
CP048230.1,51236,2423
CP048230.1,51243,3935
CP048230.1,51330,3
CP048230.1,51425,440
CP048230.1,51467,498
CP048230.1,51473,342
CP048230.1,51482,1
CP048230.1,51499,66
CP048230.1,51512,5
CP048230.1,51519,339
CP048230.1,51527,465
CP048230.1,51535,218
CP048230.1,51549,1108
CP048230.1,51556,143
CP048230.1,51560,34
CP048230.1,51563,493
CP048230.1,51570,47
CP048230.1,51596,142
CP048230.1,51625,79
CP048230.1,51632,2051
CP048230.1,51653,1
CP048230.1,51658,21
CP048230.1,51700,204
CP048230.1,51713,274
CP048230.1,51720,147
CP048230.1,51721,91
CP048230.1,51726,858
CP048230.1,51736,1172
CP048230.1,51757,716
CP048230.1,51764,346
CP048230.1,51765,1436
CP048230.1,51772,1015
CP048230.1,51889,999
CP048230.1,52037,1662
CP048230.1,52067,1264
CP048230.1,52074,2565
CP048230.1,52108,480
CP048230.1,52239,110
CP048230.1,52242,2
CP048230.1,52266,539
CP048230.1,52471,48
CP048230.1,53065,528
CP048230.1,53268,70
CP048230.1,54622,78
CP048230.1,54919,36
CP048230.1,55042,97
CP048230.1,55250,4
CP048230.1,55256,6
CP048230.1,55269,6
CP048230.1,55274,235
CP048230.1,55281,388
CP048230.1,55282,367
CP048230.1,55347,24
CP048230.1,55350,39
CP048230.1,55357,438
CP048230.1,57014,37
CP048230.1,57022,52
CP048230.1,57086,59
CP048230.1,57095,31
CP048230.1,58830,28
CP048230.1,58835,153
CP048230.1,58842,12
CP048230.1,58845,9
CP048230.1,58849,153
CP048230.1,58884,166
CP048230.1,58933,431
CP048230.1,58940,326
CP048230.1,58969,59
CP048230.1,58977,244
CP048230.1,58981,9
CP048230.1,58984,103
CP048230.1,58996,666
CP048230.1,59007,155
CP048230.1,59014,82
CP048230.1,59021,179
CP048230.1,59046,584
CP048230.1,59053,225
CP048230.1,59061,53
CP048230.1,59087,2
CP048230.1,59093,9
CP048230.1,59138,292
CP048230.1,59194,20
CP048230.1,59257,3
CP048230.1,59263,222
CP048230.1,59283,16
CP048230.1,59325,71
CP048230.1,59449,268
CP048230.1,59457,429
CP048230.1,59497,29
CP048230.1,59571,39
CP048230.1,59578,84
CP048230.1,59612,3
CP048230.1,59633,170
CP048230.1,59641,139
CP048230.1,59643,7
