Bin index,yH298-parent-pool2_normalized,yH298-parent-pool2_normalized rank
CP048230.1-0,2,1225
CP048230.1-1,0,1249
CP048230.1-2,3,1218
CP048230.1-3,55,535
CP048230.1-4,57,515
CP048230.1-5,124,127
CP048230.1-6,164,61
CP048230.1-7,246,18
CP048230.1-8,116,149
CP048230.1-9,241,20
CP048230.1-10,92,244
CP048230.1-11,34,835
CP048230.1-12,222,29
CP048230.1-13,90,261
CP048230.1-14,207,34
CP048230.1-15,91,253
CP048230.1-16,53,567
CP048230.1-17,79,330
CP048230.1-18,185,44
CP048230.1-19,103,191
CP048230.1-20,97,214
CP048230.1-21,19,1070
CP048230.1-22,9,1179
CP048230.1-23,81,318
CP048230.1-24,20,1050
CP048230.1-25,98,209
CP048230.1-26,105,184
CP048230.1-27,73,372
CP048230.1-28,45,676
CP048230.1-29,23,1005
CP048230.1-30,3,1219
CP048230.1-31,20,1051
CP048230.1-32,60,481
CP048230.1-33,71,395
CP048230.1-34,81,319
CP048230.1-35,78,336
CP048230.1-36,28,927
CP048230.1-37,88,272
CP048230.1-38,44,691
CP048230.1-39,34,836
CP048230.1-40,39,765
CP048230.1-41,69,408
CP048230.1-42,46,656
CP048230.1-43,75,359
CP048230.1-44,99,204
CP048230.1-45,45,677
CP048230.1-46,61,471
CP048230.1-47,69,409
CP048230.1-48,72,384
CP048230.1-49,1,1237
CP048230.1-50,2,1226
CP048231.1-0,0,1250
CP048231.1-1,47,640
CP048231.1-2,46,657
CP048231.1-3,66,435
CP048231.1-4,73,373
CP048231.1-5,82,312
CP048231.1-6,63,454
CP048231.1-7,89,265
CP048231.1-8,41,732
CP048231.1-9,154,68
CP048231.1-10,44,692
CP048231.1-11,46,658
CP048231.1-12,20,1052
CP048231.1-13,21,1035
CP048231.1-14,39,766
CP048231.1-15,36,812
CP048231.1-16,23,1006
CP048231.1-17,33,852
CP048231.1-18,39,767
CP048231.1-19,43,701
CP048231.1-20,34,837
CP048231.1-21,11,1163
CP048231.1-22,61,472
CP048231.1-23,147,80
CP048231.1-24,55,536
CP048231.1-25,89,266
CP048231.1-26,78,337
CP048231.1-27,117,145
CP048231.1-28,136,101
CP048231.1-29,203,36
CP048231.1-30,150,74
CP048231.1-31,58,505
CP048231.1-32,44,693
CP048231.1-33,41,733
CP048231.1-34,79,331
CP048231.1-35,219,30
CP048231.1-36,57,516
CP048231.1-37,151,72
