Standard name,Common name,Type,Sc ortholog,Sc ortholog gene name,Sc SGDID,Essential in Sc,Sc synthetic lethals,Sc fitness,Hits,Reads,Length,Insertion index,Neighborhood index,Reads NI,Max free region,Freedom index,Logit FI,Kornmann FI,Domain ratio,Hits in domains,Reads in domains,Domain coverage
GWK60_A00011,EPA19,ORF,,,,,,,0,0,13698,0.0,0.0,0.0,13698,1.0,1.0,0.0,0.43371295079573663,0,0,5941
GWK60_A00033,EPA24,ORF,,,,,,,0,0,2109,0.0,0.0,0.0,2109,1.0,0.9999999948794296,0.0,0.3276434329065908,0,0,691
GWK60_A00055,GWK60_A00055,ORF,,,,,,,2,102,840,0.002380952380952381,0.39880952380952384,0.08866172497262985,460,0.5476190476190477,0.5467106565513331,0.0,0.0,0,0,0
GWK60_A00077,GWK60_A00077,ORF,YGL023C,PIB2,S000002991,,,0.8708,1,12,2271,0.00044033465433729633,0.06241743725231176,0.003536988110964333,2032,0.8947600176133862,0.8947600167066773,0.0,0.7217084984588287,1,12,1639
GWK60_A00099,GWK60_A00099,ORF,YGL022W,STT3,S000002990,,,,0,0,2181,0.0,0.0,0.0,2181,1.0,0.9999999975075509,0.0,0.948188904172398,0,0,2068
GWK60_A00121,GWK60_A00121,ORF,YBL009W,ALK2,S000000105,,No,1.0150,9,952,2382,0.003778337531486146,0.24776928659864236,0.08305852649413943,1029,0.43198992443324935,0.43198992428898203,0.0,0.8014273719563392,7,900,1909
GWK60_A00143,GWK60_A00143,ORF,YGL020C,GET1,S000002988,,,0.9325,0,0,672,0.0,0.0,0.0,672,1.0,0.9911635995393923,0.0,0.8720238095238095,0,0,586
GWK60_A00165,GWK60_A00165,ORF,YGL019W,CKB1,S000002987,,No,0.8682,0,0,801,0.0,0.0,0.0,801,1.0,0.9975519196246999,0.0,0.9188514357053683,0,0,736
GWK60_A00187,GWK60_A00187,ORF,YGL018C,JAC1,S000002986,,,,0,0,597,0.0,0.0,0.0,597,1.0,0.9814761750367006,0.0,0.88107202680067,0,0,526
GWK60_A00209,GWK60_A00209,ORF,YGL017W,ATE1,S000002985,,,1.0025,9,631,1530,0.0058823529411764705,0.27651920272241126,0.061113333180087194,378,0.24705882352941178,0.24705840983178218,0.1499341360550644,0.5620915032679739,4,360,860
GWK60_A00231,GWK60_A00231,ORF,YGL010W,MPO1,S000002978,,,1.0220,7,1035,570,0.012280701754385965,0.5452631578947369,0.2564486763628754,134,0.23508771929824562,0.22941575285970586,0.22272740281265424,0.843859649122807,5,971,481
GWK60_A00253,GWK60_A00253,ORF,YGL009C,LEU1,S000002977,,,1.0212,23,3617,2355,0.009766454352441613,0.42598483469821047,0.2616650774968483,732,0.310828025477707,0.3108280253417273,0.22459788559689886,0.9953290870488323,23,3617,2344
GWK60_A00275,GWK60_A00275,ORF,YGL016W,KAP122,S000002984,,,0.9042,13,8381,3210,0.004049844236760125,0.15553330366414478,0.3960527420593912,1353,0.42149532710280374,0.4214953271027681,0.18956550991898236,0.9984423676012462,13,8381,3205
GWK60_A00297,SCL1,ORF,YGL011C,SCL1,S000002979,,Yes,,0,0,765,0.0,0.0,0.0,765,1.0,0.9964948127799336,0.0,0.9856209150326798,0,0,754
GWK60_A00319,ERG4,ORF,YGL012W,ERG4,S000002980,,,0.8460,0,0,1395,0.0,0.0,0.0,1395,1.0,0.9999935408088644,0.0,0.9469534050179211,0,0,1321
GWK60_A00341,PDR1,ORF,YBL005W,PDR3,S000000101,,No,1.0365,17,2079,3324,0.005114320096269555,0.1691791409251343,0.10358459244465898,620,0.1865222623345367,0.18652226233453165,0.14131009049364424,0.8038507821901324,14,1570,2672
GWK60_A00363,GWK60_A00363,ORF,YGL014W,PUF4,S000002982,,,0.9610,15,1042,2361,0.0063532401524777635,0.19462857784377663,0.061759850241779,397,0.1681490893689115,0.1681490892996342,0.19547376191810514,0.8331215586615841,12,962,1967
GWK60_A00385,PMA1,ORF,YGL008C,PMA1,S000002976,,Yes,,1,17,2709,0.00036913990402362494,0.010308984358290675,0.0007119499092178427,2686,0.9915097822074567,0.9915097821948717,0.0,0.9638242894056848,0,0,2611
GWK60_A00407,GWK60_A00407,ORF,YGL006W,PMC1,S000002974,,,1.0077,53,14646,3369,0.015731671119026416,0.470361075882002,0.4915469113675036,531,0.15761353517364202,0.1576135351736393,0.20571508004148645,0.9441970911249629,51,14326,3181
GWK60_A00429,GWK60_A00429,ORF,YGL005C,COG7,S000002973,,,0.9487,5,222,810,0.006172839506172839,0.19010512162327342,0.03117427851488883,429,0.5296296296296297,0.5284443987461388,0.1552942938738381,0.40617283950617283,0,0,329
GWK60_A00451,GWK60_A00451,ORF,YGL004C,RPN14,S000002972,,,1.0310,89,32917,1239,0.07183212267958031,2.40739260206801,3.3738708744479844,94,0.07586763518966909,0.07586530321659828,0.0,0.8385794995964487,80,30314,1039
GWK60_A00473,GWK60_A00473,ORF,,,,,,,11,984,1941,0.005667181865018032,0.18983421333976588,0.05656151819451644,455,0.2344152498712004,0.2344152434307103,0.16375055692600196,0.7825862957238536,10,878,1519
GWK60_A00495,GWK60_A00495,ORF,YGL003C,CDH1,S000002971,,,0.5930,2,78,1923,0.0010400416016640667,0.04079919541959344,0.00561384419665699,1207,0.6276651066042642,0.6276650859583532,0.0,0.9739989599583984,2,78,1873
