Bin index,yH298-parent-pool1_normalized,yH298-parent-pool1_normalized rank
CP048230.1-0,0,1239
CP048230.1-1,0,1240
CP048230.1-2,2,1217
CP048230.1-3,42,464
CP048230.1-4,34,610
CP048230.1-5,91,114
CP048230.1-6,127,48
CP048230.1-7,183,17
CP048230.1-8,80,154
CP048230.1-9,171,25
CP048230.1-10,56,321
CP048230.1-11,25,776
CP048230.1-12,171,26
CP048230.1-13,70,197
CP048230.1-14,156,32
CP048230.1-15,57,309
CP048230.1-16,32,641
CP048230.1-17,55,328
CP048230.1-18,119,55
CP048230.1-19,73,179
CP048230.1-20,73,180
CP048230.1-21,13,1033
CP048230.1-22,6,1168
CP048230.1-23,59,293
CP048230.1-24,14,1015
CP048230.1-25,65,244
CP048230.1-26,72,184
CP048230.1-27,53,347
CP048230.1-28,28,702
CP048230.1-29,15,993
CP048230.1-30,2,1218
CP048230.1-31,8,1139
CP048230.1-32,40,491
CP048230.1-33,45,427
CP048230.1-34,62,269
CP048230.1-35,53,348
CP048230.1-36,18,931
CP048230.1-37,66,234
CP048230.1-38,27,725
CP048230.1-39,23,821
CP048230.1-40,22,842
CP048230.1-41,51,369
CP048230.1-42,30,672
CP048230.1-43,54,335
CP048230.1-44,69,203
CP048230.1-45,27,726
CP048230.1-46,52,361
CP048230.1-47,49,386
CP048230.1-48,55,329
CP048230.1-49,0,1241
CP048230.1-50,1,1225
CP048231.1-0,0,1242
CP048231.1-1,36,571
CP048231.1-2,27,727
CP048231.1-3,46,412
CP048231.1-4,43,455
CP048231.1-5,68,216
CP048231.1-6,51,370
CP048231.1-7,61,279
CP048231.1-8,28,703
CP048231.1-9,103,82
CP048231.1-10,37,544
CP048231.1-11,30,673
CP048231.1-12,10,1099
CP048231.1-13,15,994
CP048231.1-14,27,728
CP048231.1-15,23,822
CP048231.1-16,12,1052
CP048231.1-17,20,885
CP048231.1-18,26,747
CP048231.1-19,22,843
CP048231.1-20,24,805
CP048231.1-21,3,1211
CP048231.1-22,46,413
CP048231.1-23,102,84
CP048231.1-24,40,492
CP048231.1-25,65,245
CP048231.1-26,53,349
CP048231.1-27,85,139
CP048231.1-28,90,117
CP048231.1-29,148,38
CP048231.1-30,119,56
CP048231.1-31,39,514
CP048231.1-32,26,748
CP048231.1-33,24,806
CP048231.1-34,44,439
CP048231.1-35,156,33
CP048231.1-36,39,515
CP048231.1-37,95,96
CP048231.1-38,192,14
CP048231.1-39,71,189
CP048231.1-40,50,378
CP048231.1-41,95,97
CP048231.1-42,107,76
CP048231.1-43,90,118
CP048231.1-44,194,13
CP048231.1-45,180,21
CP048231.1-46,136,41
CP048231.1-47,175,23
CP048231.1-48,173,24
CP048231.1-49,15,995
CP048231.1-50,0,1243
CP048231.1-51,4,1193
CP048232.1-0,1,1226
CP048232.1-1,14,1016
CP048232.1-2,25,777
CP048232.1-3,41,479
CP048232.1-4,34,611
CP048232.1-5,42,465
CP048232.1-6,37,545
CP048232.1-7,40,493
CP048232.1-8,38,532
