Chromosome,Position,Reads
CP048230.1,21047,1
CP048230.1,26244,59
CP048230.1,31789,46
CP048230.1,31927,29
CP048230.1,31936,16
CP048230.1,32577,11
CP048230.1,33638,8
CP048230.1,33654,15
CP048230.1,33906,6
CP048230.1,33956,43
CP048230.1,39102,21
CP048230.1,39103,196
CP048230.1,39199,147
CP048230.1,39205,86
CP048230.1,39207,372
CP048230.1,39216,4
CP048230.1,39231,1
CP048230.1,39235,258
CP048230.1,39241,125
CP048230.1,39242,521
CP048230.1,39266,105
CP048230.1,39272,1651
CP048230.1,39279,2154
CP048230.1,39283,428
CP048230.1,39287,49
CP048230.1,39290,112
CP048230.1,39291,24
CP048230.1,39379,56
CP048230.1,39407,172
CP048230.1,39439,29
CP048230.1,39446,82
CP048230.1,39453,79
CP048230.1,39455,64
CP048230.1,39462,100
CP048230.1,39480,3
CP048230.1,39523,63
CP048230.1,39565,23
CP048230.1,39574,261
CP048230.1,39588,141
CP048230.1,39659,24
CP048230.1,39666,619
CP048230.1,39690,163
CP048230.1,39943,8
CP048230.1,40538,96
CP048230.1,41121,6
CP048230.1,41221,111
CP048230.1,43314,427
CP048230.1,43321,122
CP048230.1,43356,9
CP048230.1,43450,190
CP048230.1,43493,120
CP048230.1,43522,126
CP048230.1,45436,129
CP048230.1,45443,92
CP048230.1,45472,3
CP048230.1,45518,13
CP048230.1,45889,55
CP048230.1,46032,40
CP048230.1,46394,127
CP048230.1,46910,164
CP048230.1,47272,42
CP048230.1,47445,11
CP048230.1,47452,151
CP048230.1,47521,5
CP048230.1,47700,27
CP048230.1,47882,18
CP048230.1,47976,195
CP048230.1,48134,13
CP048230.1,48224,132
CP048230.1,48538,1
CP048230.1,48794,9
CP048230.1,48798,106
CP048230.1,48975,347
CP048230.1,49147,190
CP048230.1,49339,62
CP048230.1,49393,12
CP048230.1,49461,68
CP048230.1,50362,8
CP048230.1,50369,242
CP048230.1,50503,178
CP048230.1,50510,298
CP048230.1,50558,184
CP048230.1,50869,107
CP048230.1,50919,138
CP048230.1,51017,3
CP048230.1,51046,38
CP048230.1,51102,151
CP048230.1,51109,29
CP048230.1,51128,223
CP048230.1,51135,55
CP048230.1,51149,449
CP048230.1,51156,188
CP048230.1,51160,207
CP048230.1,51172,26
CP048230.1,51236,1967
CP048230.1,51243,2523
CP048230.1,51330,2
CP048230.1,51425,15
CP048230.1,51467,540
CP048230.1,51473,92
CP048230.1,51482,8
CP048230.1,51499,164
CP048230.1,51512,11
CP048230.1,51519,7
CP048230.1,51529,200
CP048230.1,51535,512
CP048230.1,51549,840
CP048230.1,51556,293
CP048230.1,51560,77
CP048230.1,51563,255
CP048230.1,51596,287
CP048230.1,51625,216
CP048230.1,51632,538
CP048230.1,51658,27
CP048230.1,51675,3
CP048230.1,51700,468
CP048230.1,51713,260
CP048230.1,51720,282
CP048230.1,51721,167
CP048230.1,51736,776
CP048230.1,51764,266
CP048230.1,51765,17
CP048230.1,51772,901
CP048230.1,51882,1
CP048230.1,52037,1151
CP048230.1,52067,266
CP048230.1,52108,170
CP048230.1,52239,258
CP048230.1,52242,11
CP048230.1,52265,2
CP048230.1,52471,88
CP048230.1,54622,167
CP048230.1,54919,91
CP048230.1,55042,215
CP048230.1,55250,8
CP048230.1,55256,8
CP048230.1,55269,6
CP048230.1,55281,450
CP048230.1,55347,47
CP048230.1,55350,92
CP048230.1,57014,33
CP048230.1,57022,130
CP048230.1,57086,139
CP048230.1,58830,47
CP048230.1,58837,21
CP048230.1,58845,9
CP048230.1,58940,133
CP048230.1,58977,206
CP048230.1,58981,15
CP048230.1,58984,213
CP048230.1,58996,207
CP048230.1,58999,114
CP048230.1,59007,84
CP048230.1,59014,201
CP048230.1,59046,407
CP048230.1,59053,234
CP048230.1,59138,122
CP048230.1,59194,54
CP048230.1,59257,2
CP048230.1,59263,134
CP048230.1,59283,32
CP048230.1,59571,50
CP048230.1,59578,169
CP048230.1,59612,5
CP048230.1,59643,23
CP048230.1,59718,22
CP048230.1,59869,43
CP048230.1,60038,145
CP048230.1,60145,11
CP048230.1,60428,1
CP048230.1,60435,1
CP048230.1,60439,103
CP048230.1,60636,10
CP048230.1,60754,1
CP048230.1,60881,2
CP048230.1,60936,2
CP048230.1,60949,87
CP048230.1,60952,70
CP048230.1,60959,2
CP048230.1,60981,67
CP048230.1,61053,125
CP048230.1,61060,5
CP048230.1,61087,118
CP048230.1,61088,109
CP048230.1,61098,3
CP048230.1,61106,80
CP048230.1,61110,338
CP048230.1,61111,191
CP048230.1,61117,115
CP048230.1,61121,28
CP048230.1,61153,90
CP048230.1,61154,2
CP048230.1,61158,61
CP048230.1,61185,109
CP048230.1,61198,52
CP048230.1,61269,108
CP048230.1,61300,151
CP048230.1,61361,264
CP048230.1,61368,11
CP048230.1,61369,204
CP048230.1,61377,384
CP048230.1,61378,55
CP048230.1,61384,218
CP048230.1,61404,154
CP048230.1,61406,48
CP048230.1,61467,38
CP048230.1,61477,82
CP048230.1,61481,94
CP048230.1,61482,131
CP048230.1,61536,358
CP048230.1,61541,88
CP048230.1,61578,9
CP048230.1,61592,158
CP048230.1,61603,401
CP048230.1,61612,273
CP048230.1,61614,495
CP048230.1,61619,134
CP048230.1,61621,2265
CP048230.1,61624,15
CP048230.1,61633,53
CP048230.1,61634,243
CP048230.1,61644,20
CP048230.1,61686,203
CP048230.1,61690,11
CP048230.1,61697,321
CP048230.1,61703,271
CP048230.1,61721,22
CP048230.1,61738,5
CP048230.1,61752,101
CP048230.1,61796,387
CP048230.1,61808,109
CP048230.1,61815,561
CP048230.1,61819,260
CP048230.1,61863,8
CP048230.1,61903,76
CP048230.1,61986,140
CP048230.1,62006,177
CP048230.1,62099,37
CP048230.1,62106,62
CP048230.1,62211,159
CP048230.1,62262,196
CP048230.1,62379,134
CP048230.1,62380,3
CP048230.1,63259,183
