Chromosome,Position,Reads
CP048230.1,1774,545
CP048230.1,21047,30
CP048230.1,39235,155
CP048230.1,39241,1
CP048230.1,39248,4
CP048230.1,39272,985
CP048230.1,39279,407
CP048230.1,39283,2
CP048230.1,39290,297
CP048230.1,39407,1
CP048230.1,39659,28
CP048230.1,40625,41
CP048230.1,43314,16
CP048230.1,43493,49
CP048230.1,44723,15
CP048230.1,44732,116
CP048230.1,47477,524
CP048230.1,47789,101
CP048230.1,49192,441
CP048230.1,49339,222
CP048230.1,50510,538
CP048230.1,50563,1
CP048230.1,50915,149
CP048230.1,51121,420
CP048230.1,51236,53
CP048230.1,51243,588
CP048230.1,51519,3
CP048230.1,51553,331
CP048230.1,51624,882
CP048230.1,51713,1
CP048230.1,51757,233
CP048230.1,51764,901
CP048230.1,51772,1
CP048230.1,52037,666
CP048230.1,52074,498
CP048230.1,52270,8
CP048230.1,53930,73
CP048230.1,55184,32
CP048230.1,55213,23
CP048230.1,55280,310
CP048230.1,55377,107
CP048230.1,57138,663
CP048230.1,57172,237
CP048230.1,58889,1
CP048230.1,58940,138
CP048230.1,58956,405
CP048230.1,58996,28
CP048230.1,59007,53
CP048230.1,59014,1
CP048230.1,59129,76
CP048230.1,59496,18
CP048230.1,59624,525
CP048230.1,59998,1
CP048230.1,60428,301
CP048230.1,60475,5
CP048230.1,60927,241
CP048230.1,61053,111
CP048230.1,61060,190
CP048230.1,61088,118
CP048230.1,61113,174
CP048230.1,61117,120
CP048230.1,61151,93
CP048230.1,61242,16
CP048230.1,61361,28
CP048230.1,61384,1
CP048230.1,61475,169
CP048230.1,61536,128
CP048230.1,61612,139
CP048230.1,61614,810
CP048230.1,61621,963
CP048230.1,61641,181
CP048230.1,61690,36
CP048230.1,61699,417
CP048230.1,61721,13
CP048230.1,61819,81
CP048230.1,61884,1
CP048230.1,62090,271
CP048230.1,65613,86
CP048230.1,67279,23
CP048230.1,67972,6
CP048230.1,68950,634
CP048230.1,68963,206
CP048230.1,69023,1
CP048230.1,69066,136
CP048230.1,69073,41
CP048230.1,69353,3
CP048230.1,69449,205
CP048230.1,72666,98
CP048230.1,72675,1
CP048230.1,72734,4
CP048230.1,72823,447
CP048230.1,73096,504
CP048230.1,73098,1181
CP048230.1,73108,986
CP048230.1,73115,1
CP048230.1,73117,1
CP048230.1,73148,42
CP048230.1,73162,1094
CP048230.1,73224,2
CP048230.1,73246,469
CP048230.1,73381,1975
CP048230.1,73434,357
CP048230.1,73750,295
CP048230.1,73780,3161
CP048230.1,74087,85
CP048230.1,74736,644
CP048230.1,75810,427
CP048230.1,75932,1
CP048230.1,76661,124
CP048230.1,77696,118
CP048230.1,77840,162
CP048230.1,77995,488
CP048230.1,78016,142
CP048230.1,78023,101
CP048230.1,78071,647
CP048230.1,78094,610
CP048230.1,78108,1
CP048230.1,78225,401
CP048230.1,78347,722
CP048230.1,78361,10
CP048230.1,78387,214
CP048230.1,78415,26
CP048230.1,78422,51
CP048230.1,78438,981
CP048230.1,78445,932
CP048230.1,78519,497
CP048230.1,78522,961
CP048230.1,78621,114
CP048230.1,78629,712
CP048230.1,78636,2
CP048230.1,78652,5
CP048230.1,78674,1
CP048230.1,78706,59
CP048230.1,78756,410
CP048230.1,78761,462
CP048230.1,78830,2
CP048230.1,78856,2
CP048230.1,78860,8
CP048230.1,78892,1
CP048230.1,78915,74
CP048230.1,79000,27
CP048230.1,79004,484
CP048230.1,79029,1
CP048230.1,79038,216
CP048230.1,79116,143
CP048230.1,79224,6
CP048230.1,79230,795
CP048230.1,79434,76
CP048230.1,79461,321
CP048230.1,79511,173
CP048230.1,79578,176
CP048230.1,79585,23
CP048230.1,79698,1
CP048230.1,79708,122
CP048230.1,79752,627
CP048230.1,79759,223
CP048230.1,81454,4
CP048230.1,81498,13
CP048230.1,84035,202
CP048230.1,84042,20
CP048230.1,84063,271
CP048230.1,84071,608
CP048230.1,84078,1352
CP048230.1,84203,414
CP048230.1,84272,1
CP048230.1,86029,726
CP048230.1,86036,147
CP048230.1,86163,28
CP048230.1,86184,155
CP048230.1,86208,178
CP048230.1,86215,3
CP048230.1,86221,1
CP048230.1,86445,287
CP048230.1,86459,75
CP048230.1,86529,1034
CP048230.1,87294,46
CP048230.1,87382,622
CP048230.1,87408,64
CP048230.1,87550,586
CP048230.1,87665,363
CP048230.1,88966,193
CP048230.1,90840,1
CP048230.1,90877,150
CP048230.1,91159,66
CP048230.1,91208,78
CP048230.1,91220,1
CP048230.1,92897,307
CP048230.1,92918,227
CP048230.1,92985,582
CP048230.1,93033,638
CP048230.1,93040,6
CP048230.1,93047,362
CP048230.1,93080,1
CP048230.1,93087,6
CP048230.1,93148,15
CP048230.1,93198,6
CP048230.1,93369,334
CP048230.1,93566,66
CP048230.1,93584,25
CP048230.1,94442,2
CP048230.1,94449,17
CP048230.1,94563,290
CP048230.1,94663,35
CP048230.1,94882,3
CP048230.1,94899,10
CP048230.1,94918,59
CP048230.1,94923,484
CP048230.1,95025,365
CP048230.1,95032,207
CP048230.1,95052,24
CP048230.1,95113,269
CP048230.1,95119,326
CP048230.1,95133,100
CP048230.1,95185,17
CP048230.1,95259,13
CP048230.1,95307,999
CP048230.1,95462,18
CP048230.1,96024,343
CP048230.1,96376,353
CP048230.1,96432,3
CP048230.1,96536,575
CP048230.1,96679,22
CP048230.1,96686,127
CP048230.1,96867,1
CP048230.1,97027,377
CP048230.1,97031,26
CP048230.1,97041,715
CP048230.1,97104,3
CP048230.1,97544,36
CP048230.1,97576,218
CP048230.1,97583,824
CP048230.1,97868,271
CP048230.1,98059,410
CP048230.1,98066,109
CP048230.1,98127,17
CP048230.1,98134,607
CP048230.1,98248,68
CP048230.1,98308,337
CP048230.1,98356,216
CP048230.1,98363,22
CP048230.1,98395,326
CP048230.1,98407,335
CP048230.1,98414,1191
CP048230.1,98635,173
CP048230.1,98653,321
CP048230.1,98689,277
CP048230.1,98690,127
CP048230.1,99007,194
CP048230.1,99061,18
CP048230.1,99112,15
CP048230.1,99240,283
CP048230.1,99251,482
CP048230.1,99266,54
CP048230.1,99284,7
CP048230.1,99292,12
CP048230.1,99387,155
CP048230.1,99391,3
CP048230.1,99398,13
CP048230.1,99406,90
CP048230.1,99429,175
CP048230.1,99475,1
CP048230.1,99684,313
CP048230.1,99713,270
CP048230.1,99786,11
CP048230.1,99849,437
CP048230.1,99861,13
CP048230.1,99949,537
CP048230.1,100319,271
CP048230.1,100570,274
CP048230.1,100906,199
CP048230.1,100914,111
CP048230.1,101012,7
CP048230.1,101266,612
CP048230.1,101594,6
CP048230.1,101650,306
CP048230.1,102000,377
CP048230.1,102131,61
CP048230.1,102145,76
CP048230.1,102490,13
CP048230.1,102491,243
CP048230.1,106415,432
CP048230.1,106444,115
CP048230.1,106621,3
CP048230.1,107644,92
