Bin index,yH299-parent-pool4_normalized,yH299-parent-pool4_normalized rank
CP048230.1-0,1,1171
CP048230.1-1,0,1221
CP048230.1-2,1,1172
CP048230.1-3,9,711
CP048230.1-4,9,712
CP048230.1-5,33,115
CP048230.1-6,34,105
CP048230.1-7,70,19
CP048230.1-8,25,204
CP048230.1-9,86,11
CP048230.1-10,24,223
CP048230.1-11,9,713
CP048230.1-12,63,29
CP048230.1-13,25,205
CP048230.1-14,45,63
CP048230.1-15,16,404
CP048230.1-16,10,660
CP048230.1-17,19,326
CP048230.1-18,49,54
CP048230.1-19,25,206
CP048230.1-20,22,257
CP048230.1-21,4,994
CP048230.1-22,2,1113
CP048230.1-23,21,276
CP048230.1-24,4,995
CP048230.1-25,23,241
CP048230.1-26,24,224
CP048230.1-27,22,258
CP048230.1-28,8,771
CP048230.1-29,7,818
CP048230.1-30,1,1173
CP048230.1-31,2,1114
CP048230.1-32,16,405
CP048230.1-33,20,308
CP048230.1-34,11,601
CP048230.1-35,15,440
CP048230.1-36,2,1115
CP048230.1-37,29,151
CP048230.1-38,7,819
CP048230.1-39,8,772
CP048230.1-40,5,938
CP048230.1-41,15,441
CP048230.1-42,10,661
CP048230.1-43,20,309
CP048230.1-44,30,144
CP048230.1-45,7,820
CP048230.1-46,11,602
CP048230.1-47,20,310
CP048230.1-48,15,442
CP048230.1-49,3,1063
CP048230.1-50,4,996
CP048231.1-0,1,1174
CP048231.1-1,11,603
CP048231.1-2,7,821
CP048231.1-3,18,354
CP048231.1-4,12,567
CP048231.1-5,28,162
CP048231.1-6,18,355
CP048231.1-7,18,356
CP048231.1-8,15,443
CP048231.1-9,38,79
CP048231.1-10,13,527
CP048231.1-11,6,874
CP048231.1-12,6,875
CP048231.1-13,8,773
CP048231.1-14,6,876
CP048231.1-15,6,877
CP048231.1-16,7,822
CP048231.1-17,7,823
CP048231.1-18,12,568
CP048231.1-19,6,878
CP048231.1-20,8,774
CP048231.1-21,2,1116
CP048231.1-22,9,714
CP048231.1-23,37,86
CP048231.1-24,13,528
CP048231.1-25,19,327
CP048231.1-26,22,259
CP048231.1-27,37,87
CP048231.1-28,38,80
CP048231.1-29,74,15
CP048231.1-30,49,55
CP048231.1-31,10,662
CP048231.1-32,11,604
CP048231.1-33,12,569
CP048231.1-34,13,529
CP048231.1-35,70,20
CP048231.1-36,10,663
CP048231.1-37,54,42
CP048231.1-38,76,14
CP048231.1-39,19,328
CP048231.1-40,16,406
CP048231.1-41,38,81
CP048231.1-42,19,329
CP048231.1-43,35,101
CP048231.1-44,87,10
CP048231.1-45,59,36
CP048231.1-46,38,82
CP048231.1-47,68,22
CP048231.1-48,54,43
CP048231.1-49,0,1222
CP048231.1-50,1,1175
CP048232.1-0,1,1176
CP048232.1-1,3,1064
CP048232.1-2,12,570
CP048232.1-3,16,407
CP048232.1-4,15,444
CP048232.1-5,17,377
CP048232.1-6,7,824
CP048232.1-7,11,605
CP048232.1-8,16,408
CP048232.1-9,4,997
CP048232.1-10,9,715
CP048232.1-11,12,571
CP048232.1-12,8,775
CP048232.1-13,14,480
CP048232.1-14,10,664
CP048232.1-15,7,825
CP048232.1-16,38,83
CP048232.1-17,3,1065
CP048232.1-18,23,242
CP048232.1-19,13,530
CP048232.1-20,2,1117
CP048232.1-21,13,531
CP048232.1-22,11,606
CP048232.1-23,27,179
CP048232.1-24,34,106
CP048232.1-25,3,1066
CP048232.1-26,12,572
CP048232.1-27,13,532
CP048232.1-28,16,409
CP048232.1-29,17,378
CP048232.1-30,10,665
CP048232.1-31,50,50
CP048232.1-32,24,225
CP048232.1-33,13,533
CP048232.1-34,28,163
CP048232.1-35,13,534
CP048232.1-36,33,116
CP048232.1-37,47,57
CP048232.1-38,28,164
CP048232.1-39,52,46
CP048232.1-40,71,18
CP048232.1-41,78,13
CP048232.1-42,62,32
CP048232.1-43,109,2
CP048232.1-44,61,33
CP048232.1-45,55,39
CP048232.1-46,17,379
CP048232.1-47,61,34
CP048232.1-48,16,410
CP048232.1-49,15,445
CP048232.1-50,21,277
CP048232.1-51,7,826
CP048232.1-52,11,607
CP048232.1-53,4,998
CP048233.1-0,1,1177
CP048233.1-1,6,879
CP048233.1-2,18,357
CP048233.1-3,9,716
CP048233.1-4,4,999
CP048233.1-5,25,207
CP048233.1-6,11,608
CP048233.1-7,15,446
CP048233.1-8,13,535
CP048233.1-9,36,94
CP048233.1-10,28,165
CP048233.1-11,3,1067
CP048233.1-12,21,278
CP048233.1-13,11,609
CP048233.1-14,12,573
CP048233.1-15,8,776
CP048233.1-16,15,447
CP048233.1-17,4,1000
CP048233.1-18,28,166
CP048233.1-19,4,1001
CP048233.1-20,3,1068
CP048233.1-21,9,717
CP048233.1-22,4,1002
CP048233.1-23,3,1069
CP048233.1-24,16,411
CP048233.1-25,4,1003
CP048233.1-26,6,880
CP048233.1-27,4,1004
CP048233.1-28,2,1118
CP048233.1-29,4,1005
CP048233.1-30,9,718
CP048233.1-31,8,777
CP048233.1-32,2,1119
CP048233.1-33,5,939
CP048233.1-34,6,881
CP048233.1-35,6,882
CP048233.1-36,6,883
CP048233.1-37,4,1006
CP048233.1-38,18,358
CP048233.1-39,17,380
CP048233.1-40,14,481
CP048233.1-41,6,884
CP048233.1-42,11,610
CP048233.1-43,9,719
CP048233.1-44,8,778
CP048233.1-45,12,574
CP048233.1-46,11,611
CP048233.1-47,26,190
CP048233.1-48,7,827
CP048233.1-49,17,381
CP048233.1-50,11,612
CP048233.1-51,11,613
CP048233.1-52,5,940
CP048233.1-53,41,72
CP048233.1-54,32,126
CP048233.1-55,48,56
CP048233.1-56,15,448
CP048233.1-57,25,208
CP048233.1-58,32,127
CP048233.1-59,45,64
CP048233.1-60,54,44
CP048233.1-61,30,145
CP048233.1-62,23,243
CP048233.1-63,28,167
CP048233.1-64,70,21
CP048233.1-65,13,536
CP048233.1-66,47,58
CP048233.1-67,19,330
CP048233.1-68,36,95
CP048233.1-69,1,1178
CP048234.1-0,0,1223
CP048234.1-1,1,1179
CP048234.1-2,0,1224
CP048234.1-3,0,1225
CP048234.1-4,3,1070
CP048234.1-5,2,1120
CP048234.1-6,6,885
CP048234.1-7,5,941
CP048234.1-8,10,666
CP048234.1-9,9,720
CP048234.1-10,8,779
CP048234.1-11,6,886
CP048234.1-12,29,152
CP048234.1-13,29,153
CP048234.1-14,25,209
CP048234.1-15,5,942
CP048234.1-16,4,1007
CP048234.1-17,12,575
CP048234.1-18,10,667
CP048234.1-19,36,96
CP048234.1-20,20,311
CP048234.1-21,23,244
CP048234.1-22,36,97
CP048234.1-23,73,17
CP048234.1-24,23,245
CP048234.1-25,44,67
CP048234.1-26,59,37
CP048234.1-27,34,107
CP048234.1-28,37,88
CP048234.1-29,16,412
CP048234.1-30,40,75
CP048234.1-31,46,61
CP048234.1-32,25,210
CP048234.1-33,19,331
CP048234.1-34,7,828
CP048234.1-35,7,829
CP048234.1-36,30,146
CP048234.1-37,12,576
CP048234.1-38,14,482
CP048234.1-39,32,128
CP048234.1-40,8,780
CP048234.1-41,20,312
CP048234.1-42,8,781
CP048234.1-43,30,147
CP048234.1-44,47,59
CP048234.1-45,10,668
CP048234.1-46,27,180
CP048234.1-47,12,577
CP048234.1-48,9,721
CP048234.1-49,24,226
CP048234.1-50,30,148
CP048234.1-51,2,1121
CP048234.1-52,14,483
CP048234.1-53,15,449
CP048234.1-54,2,1122
CP048234.1-55,6,887
CP048234.1-56,16,413
CP048234.1-57,33,117
CP048234.1-58,21,279
CP048234.1-59,7,830
CP048234.1-60,3,1071
CP048234.1-61,15,450
CP048234.1-62,26,191
CP048234.1-63,16,414
CP048234.1-64,20,313
CP048234.1-65,19,332
CP048234.1-66,21,280
CP048234.1-67,12,578
CP048234.1-68,1,1180
CP048234.1-69,0,1226
CP048234.1-70,1,1181
CP048235.1-0,1,1182
CP048235.1-1,0,1227
CP048235.1-2,2,1123
CP048235.1-3,21,281
CP048235.1-4,22,260
CP048235.1-5,32,129
CP048235.1-6,1,1183
CP048235.1-7,29,154
CP048235.1-8,43,68
CP048235.1-9,19,333
