CP048241.1, 841291, F,5668
CP048240.1, 1064905, F,779
CP048242.1, 210706, F,1278
CP048242.1, 1054612, F,1013
CP048237.1, 39351, F,2682
CP048237.1, 222138, F,964
CP048234.1, 245133, F,1025
CP048239.1, 1021231, F,4753
CP048233.1, 646229, F,2598
CP048238.1, 157285, F,5476
CP048233.1, 536903, F,364
CP048230.1, 373033, F,1261
CP048236.1, 897929, F,1035
CP048232.1, 191072, F,3655
CP048238.1, 42978, F,1364
CP048239.1, 107601, F,14846
CP048232.1, 168222, F,5440
CP048234.1, 659900, F,856
CP048232.1, 421254, F,2319
CP048240.1, 1154028, F,535
CP048242.1, 210830, F,662
CP048242.1, 1082680, F,1354
CP048232.1, 318195, F,61
CP048237.1, 977986, F,10210
CP048237.1, 408345, F,3185
CP048241.1, 1363358, F,835
CP048230.1, 78636, F,1479
CP048240.1, 343999, F,1034
CP048232.1, 355963, F,2019
CP048241.1, 93680, F,1915
CP048237.1, 733525, F,1286
CP048241.1, 647967, F,2902
CP048238.1, 276921, F,1727
CP048237.1, 77842, F,1815
CP048241.1, 43746, F,548
CP048241.1, 146575, F,557
CP048240.1, 744909, F,1383
CP048237.1, 978361, F,3874
CP048234.1, 364625, F,1328
CP048238.1, 340261, F,3039
CP048241.1, 1358998, F,3107
CP048237.1, 995606, F,701
CP048235.1, 918227, F,1449
CP048237.1, 879516, F,166
CP048241.1, 985144, F,733
CP048240.1, 78743, F,1437
CP048235.1, 295048, F,3155
CP048240.1, 1151274, F,4208
CP048241.1, 1723204, F,1006
CP048240.1, 289537, F,802
CP048231.1, 477386, F,641
CP048230.1, 132273, F,2590
CP048231.1, 380933, F,2438
CP048237.1, 222625, F,536
CP048238.1, 359746, F,1666
CP048237.1, 797703, F,3670
CP048240.1, 292006, F,1899
CP048233.1, 28999, F,2090
CP048235.1, 430106, F,630
CP048239.1, 280872, F,381
CP048238.1, 350526, F,10432
CP048239.1, 253861, F,8692
CP048234.1, 186947, F,1182
CP048240.1, 1263179, F,113
CP048238.1, 284691, F,6737
CP048237.1, 882494, F,1065
CP048237.1, 978003, F,3705
CP048240.1, 289578, F,1280
CP048242.1, 959375, F,1953
CP048242.1, 295704, F,1176
CP048242.1, 1207596, F,444
CP048236.1, 363748, F,1809
CP048237.1, 877019, F,795
CP048232.1, 318680, F,2406
CP048236.1, 156983, F,858
CP048230.1, 328942, F,2263
CP048241.1, 1454420, F,230
CP048232.1, 412847, F,1430
CP048238.1, 172895, F,3729
CP048237.1, 560183, F,528
CP048237.1, 444709, F,101
CP048241.1, 595613, F,728
CP048235.1, 163071, F,797
CP048242.1, 1054364, F,691
CP048239.1, 317875, F,1449
CP048234.1, 442002, F,1774
CP048238.1, 130641, F,1196
CP048235.1, 240664, F,1473
CP048233.1, 90981, F,2548
CP048239.1, 89316, F,781
CP048232.1, 138684, F,1514
CP048240.1, 273291, F,1678
CP048241.1, 1205903, F,1467
CP048238.1, 183792, F,1265
CP048235.1, 339789, F,429
CP048239.1, 404769, F,1220
CP048241.1, 923198, F,1444
CP048242.1, 566851, F,1030
CP048237.1, 611114, F,1236
CP048242.1, 1103257, F,4711
CP048238.1, 45747, F,258
CP048241.1, 1363733, F,818
CP048241.1, 456623, F,124
CP048236.1, 524557, F,162
CP048238.1, 95374, F,822
CP048237.1, 904637, F,168
CP048238.1, 365167, F,867
CP048230.1, 61377, F,1853
CP048241.1, 1415813, F,3483
CP048237.1, 143640, F,1809
CP048232.1, 370988, F,917
CP048239.1, 936365, F,1891
CP048239.1, 683744, F,448
CP048232.1, 397639, F,665
CP048233.1, 583783, F,567
CP048239.1, 496701, F,1397
CP048233.1, 615564, F,4496
CP048231.1, 355678, F,1127
CP048232.1, 432283, F,2231
CP048232.1, 475360, F,522
CP048233.1, 478315, F,4237
CP048241.1, 1560849, F,273
CP048239.1, 50978, F,1909
CP048237.1, 976758, F,1359
CP048237.1, 217157, F,1325
CP048237.1, 999088, F,1321
CP048231.1, 278368, F,4347
CP048242.1, 656801, F,2441
CP048240.1, 245906, F,14688
CP048241.1, 24637, F,349
CP048232.1, 416374, F,362
CP048241.1, 1713814, F,55
CP048237.1, 975266, F,1378
CP048237.1, 978179, F,32533
CP048232.1, 425951, F,1458
CP048241.1, 1389124, F,1546
CP048235.1, 191445, F,3960
CP048240.1, 88397, F,1686
CP048242.1, 992627, F,2787
CP048240.1, 714340, F,564
CP048234.1, 158721, F,7630
CP048234.1, 647823, F,903
CP048240.1, 188538, F,480
CP048233.1, 682815, F,2667
CP048235.1, 346330, F,1416
CP048238.1, 444139, F,7270
CP048232.1, 405704, F,3318
CP048233.1, 559324, F,3739
CP048233.1, 537897, F,539
CP048237.1, 611110, F,1785
CP048236.1, 607595, F,526
CP048236.1, 112113, F,868
CP048242.1, 973299, F,767
CP048237.1, 993961, F,954
CP048232.1, 412932, F,169
CP048230.1, 333493, F,6660
CP048237.1, 831886, F,727
CP048238.1, 271724, F,938
CP048239.1, 239901, F,28584
CP048238.1, 356250, F,1299
CP048241.1, 771029, F,675
CP048241.1, 373905, F,1816
CP048236.1, 120299, F,2495
CP048238.1, 357058, F,1686
CP048237.1, 139873, F,1055
CP048236.1, 49921, F,1562
CP048234.1, 238054, F,997
CP048230.1, 97424, F,1433
CP048237.1, 446433, F,672
CP048238.1, 391351, F,529
CP048238.1, 41352, F,4525
CP048241.1, 1358214, F,3007
CP048235.1, 207320, F,3656
CP048240.1, 400125, F,1456
CP048236.1, 989650, F,1357
CP048242.1, 967667, F,385
CP048239.1, 409720, F,2340
CP048230.1, 86210, F,1047
CP048230.1, 77861, F,312
CP048234.1, 272891, F,905
CP048242.1, 1005244, F,689
CP048233.1, 306674, F,586
CP048234.1, 220103, F,1039
CP048241.1, 1640616, F,309
CP048239.1, 239940, F,34709
CP048232.1, 322297, F,242
CP048235.1, 258462, F,7279
CP048233.1, 581842, F,786
CP048237.1, 403641, F,640
CP048240.1, 1047582, F,7590
CP048240.1, 1290232, F,1131
CP048239.1, 228423, F,3453
CP048237.1, 971812, F,1991
CP048242.1, 1403379, F,814
CP048237.1, 980984, F,2372
CP048231.1, 444191, F,2242
CP048237.1, 692101, F,1896
CP048238.1, 285640, F,1705
CP048233.1, 683124, F,1316
CP048242.1, 1349677, F,1038
CP048235.1, 455528, F,251
CP048234.1, 486429, F,1121
CP048239.1, 1124091, F,8865
CP048233.1, 80775, F,1511
CP048237.1, 837698, F,290
CP048233.1, 646116, F,791
CP048242.1, 859971, F,2107
CP048239.1, 168273, F,1417
CP048239.1, 1029797, F,1235
CP048231.1, 456385, F,5081
CP048240.1, 1158397, F,1026
CP048233.1, 516510, F,2077
CP048233.1, 585224, F,2420
CP048237.1, 815029, F,932
CP048238.1, 673934, F,1345
CP048234.1, 571788, F,612
CP048237.1, 978577, F,4199
CP048231.1, 53377, F,596
CP048234.1, 352206, F,2435
CP048234.1, 253211, F,481
CP048240.1, 292055, F,2527
CP048238.1, 269951, F,364
CP048242.1, 885835, F,902
CP048234.1, 649838, F,766
CP048241.1, 910281, F,2349
CP048241.1, 1331807, F,3117
CP048242.1, 1355926, F,2818
CP048241.1, 1610366, F,3601
CP048240.1, 288186, F,4395
CP048233.1, 542966, F,3577
CP048232.1, 431811, F,843
CP048237.1, 39467, F,4222
CP048242.1, 863872, F,449
CP048235.1, 856653, F,1657
CP048230.1, 84174, F,626
CP048233.1, 168849, F,1187
CP048235.1, 881763, F,7300
CP048241.1, 715164, F,283
CP048240.1, 240604, F,2111
CP048238.1, 715105, F,1331
CP048239.1, 596853, F,1343
CP048233.1, 103155, F,1501
CP048242.1, 1054720, F,8767
CP048233.1, 90886, F,1175
CP048231.1, 446855, F,6397
CP048239.1, 183366, F,3001
CP048240.1, 181043, F,1471
CP048233.1, 646250, F,6335
CP048235.1, 208365, F,771
CP048237.1, 772752, F,704
CP048235.1, 435777, F,1859
CP048240.1, 219844, F,2661
CP048230.1, 333637, F,4033
CP048241.1, 337376, F,888
CP048242.1, 1054251, F,680
CP048237.1, 957291, F,13474
CP048238.1, 409136, F,4673
CP048232.1, 412854, F,5197
CP048238.1, 251083, F,1392
CP048242.1, 1320332, F,2594
CP048240.1, 1199727, F,428
CP048242.1, 1249381, F,1880
CP048232.1, 168253, F,534
CP048237.1, 116695, F,1327
CP048235.1, 315727, F,2937
CP048242.1, 685649, F,1513
CP048240.1, 376571, F,3502
CP048242.1, 664576, F,1342
CP048234.1, 92785, F,908
CP048240.1, 161699, F,1024
CP048230.1, 481787, F,884
CP048237.1, 869470, F,2559
CP048242.1, 858616, F,543
CP048242.1, 1172068, F,459
CP048235.1, 93486, F,2321
CP048238.1, 407544, F,975
CP048241.1, 1384496, F,1349
CP048235.1, 486717, F,3333
CP048230.1, 142428, F,7772
CP048231.1, 400625, F,1188
CP048240.1, 250358, F,1142
CP048242.1, 1054809, F,1531
CP048236.1, 989424, F,1197
CP048230.1, 99244, F,1202
CP048232.1, 459338, F,433
CP048239.1, 176319, F,837
CP048240.1, 316091, F,1248
CP048241.1, 639207, F,984
CP048242.1, 1307396, F,1094
CP048240.1, 241222, F,3011
CP048234.1, 147060, F,3578
CP048230.1, 481834, F,1050
CP048231.1, 436949, F,1312
CP048235.1, 472175, F,1519
CP048234.1, 130172, F,1206
CP048237.1, 992023, F,1064
CP048242.1, 755816, F,1935
CP048241.1, 854031, F,4204
CP048236.1, 921204, F,1200
CP048236.1, 38907, F,1894
CP048230.1, 84071, F,1841
CP048233.1, 484237, F,1254
CP048233.1, 609655, F,6522
CP048241.1, 768321, F,779
CP048235.1, 30769, F,940
CP048235.1, 362364, F,591
CP048242.1, 108235, F,342
CP048237.1, 394697, F,1863
CP048234.1, 648101, F,222
CP048236.1, 948215, F,1199
CP048233.1, 295384, F,1205
CP048230.1, 373852, F,905
CP048241.1, 1389466, F,1868
CP048236.1, 289953, F,11343
CP048233.1, 648146, F,252
CP048240.1, 346445, F,187
CP048232.1, 379983, F,2661
CP048239.1, 126520, F,2372
CP048242.1, 1212931, F,334
CP048236.1, 174946, F,1244
CP048240.1, 847277, F,2367
CP048233.1, 645853, F,1095
CP048240.1, 335862, F,787
CP048230.1, 122726, F,2762
CP048230.1, 439595, F,2516
CP048241.1, 91234, F,534
CP048232.1, 437498, F,31
CP048242.1, 446356, F,1773
CP048237.1, 85721, F,1303
CP048235.1, 227639, F,311
CP048232.1, 366279, F,855
CP048230.1, 328542, F,3025
CP048241.1, 177010, F,357
CP048242.1, 401704, F,736
CP048240.1, 197567, F,1574
CP048230.1, 59998, F,1685
CP048237.1, 668588, F,394
CP048235.1, 167170, F,11687
CP048241.1, 927449, F,3440
CP048239.1, 651197, F,331
CP048240.1, 203378, F,1799
CP048242.1, 78395, F,295
CP048235.1, 459745, F,289
CP048238.1, 183843, F,844
CP048237.1, 793838, F,393
CP048242.1, 1054645, F,1253
CP048234.1, 406362, F,893
CP048233.1, 646100, F,2647
CP048239.1, 1147111, F,395
CP048238.1, 188050, F,604
CP048232.1, 370808, F,1284
CP048235.1, 322638, F,222
CP048233.1, 575466, F,641
CP048233.1, 471489, F,1742
CP048232.1, 421549, F,7280
CP048239.1, 862845, F,665
CP048242.1, 1005070, F,190
CP048239.1, 714450, F,1318
CP048234.1, 413831, F,248
CP048239.1, 1178944, F,2125
CP048237.1, 952773, F,716
CP048241.1, 102720, F,111
CP048239.1, 215777, F,938
CP048240.1, 334408, F,12
CP048232.1, 423550, F,981
CP048236.1, 503789, F,829
CP048241.1, 1482924, F,2400
CP048236.1, 872639, F,2910
CP048231.1, 296040, F,3295
CP048233.1, 96747, F,1204
CP048239.1, 183109, F,2129
CP048231.1, 461522, F,1383
CP048233.1, 540459, F,1325
CP048236.1, 86876, F,1675
CP048235.1, 532445, F,142
CP048230.1, 446370, F,62
CP048241.1, 732320, F,1122
CP048242.1, 472293, F,1084
CP048239.1, 183249, F,13037
CP048230.1, 351273, F,7941
CP048241.1, 70287, F,1043
CP048231.1, 486963, F,135
CP048242.1, 673633, F,787
CP048237.1, 914551, F,650
CP048239.1, 1081962, F,479
CP048240.1, 324204, F,2741
CP048231.1, 448631, F,1510
CP048235.1, 438895, F,4446
CP048241.1, 949897, F,1012
CP048234.1, 154460, F,996
CP048238.1, 397868, F,664
CP048241.1, 919986, F,3724
CP048237.1, 86790, F,1674
CP048242.1, 269632, F,656
CP048242.1, 801237, F,2378
CP048235.1, 702744, F,3491
CP048236.1, 827976, F,1204
CP048241.1, 1307975, F,1638
CP048235.1, 648099, F,1506
CP048239.1, 183344, F,2849
CP048231.1, 279359, F,5495
CP048233.1, 28041, F,5231
CP048231.1, 260589, F,733
