CP048239.1, 735182, F,491
CP048231.1, 65484, F,1701
CP048242.1, 1010160, F,145
CP048230.1, 52067, F,688
CP048233.1, 646151, F,2610
CP048230.1, 97576, F,1127
CP048232.1, 355911, F,810
CP048238.1, 394842, F,1514
CP048237.1, 912381, F,2046
CP048236.1, 232657, F,172
CP048235.1, 747376, F,1471
CP048239.1, 28020, F,577
CP048241.1, 499486, F,422
CP048241.1, 1491555, F,1162
CP048230.1, 97149, F,1202
CP048233.1, 313890, F,1891
CP048233.1, 570645, F,699
CP048238.1, 158949, F,1840
CP048239.1, 107769, F,4749
CP048234.1, 174108, F,1846
CP048231.1, 299942, F,4787
CP048235.1, 345953, F,834
CP048239.1, 155676, F,755
CP048238.1, 397687, F,478
CP048239.1, 270899, F,1702
CP048242.1, 1356150, F,208
CP048242.1, 567237, F,1176
CP048233.1, 646391, F,6031
CP048240.1, 454234, F,334
CP048241.1, 487182, F,1241
CP048232.1, 389505, F,4172
CP048238.1, 402897, F,118
CP048232.1, 410575, F,81
CP048237.1, 241378, F,775
CP048235.1, 257725, F,265
CP048237.1, 957998, F,315
CP048240.1, 241111, F,1768
CP048233.1, 277118, F,332
CP048232.1, 222839, F,61
CP048230.1, 99752, F,983
CP048235.1, 465803, F,334
CP048230.1, 351058, F,203
CP048234.1, 129239, F,1960
CP048242.1, 288712, F,80
CP048230.1, 182751, F,1034
CP048235.1, 45925, F,278
CP048232.1, 190744, F,134
CP048236.1, 550119, F,999
CP048231.1, 372499, F,4011
CP048231.1, 475332, F,46
CP048230.1, 190708, F,802
CP048239.1, 239901, F,45648
CP048235.1, 754543, F,2031
CP048242.1, 854857, F,883
CP048238.1, 359472, F,7309
CP048236.1, 123894, F,320
CP048234.1, 360499, F,976
CP048238.1, 450443, F,385
CP048232.1, 273597, F,2094
CP048239.1, 659836, F,549
CP048238.1, 322661, F,312
CP048239.1, 893780, F,808
CP048234.1, 244471, F,907
CP048234.1, 151928, F,930
CP048240.1, 1129426, F,1502
CP048238.1, 393773, F,126
CP048234.1, 87542, F,2201
CP048233.1, 215334, F,2490
CP048241.1, 103631, F,543
CP048241.1, 1377518, F,294
CP048232.1, 374588, F,124
CP048235.1, 602871, F,146
CP048234.1, 305610, F,592
CP048241.1, 490412, F,2767
CP048235.1, 258368, F,2426
CP048242.1, 899477, F,1981
CP048241.1, 271317, F,106
CP048241.1, 1482779, F,957
CP048238.1, 433768, F,604
CP048241.1, 927449, F,1901
CP048232.1, 83801, F,667
CP048238.1, 556222, F,194
CP048231.1, 475034, F,593
CP048241.1, 1231000, F,660
CP048235.1, 194296, F,739
CP048240.1, 1076810, F,1775
CP048232.1, 421206, F,1878
CP048231.1, 489147, F,178
CP048233.1, 59562, F,619
CP048242.1, 440671, F,507
CP048230.1, 47835, F,1118
CP048236.1, 351458, F,817
CP048238.1, 276997, F,1693
CP048241.1, 352121, F,1583
CP048236.1, 201613, F,182
CP048241.1, 927382, F,536
CP048231.1, 300132, F,308
CP048242.1, 754262, F,677
CP048230.1, 180788, F,61
CP048231.1, 62583, F,56
CP048232.1, 321693, F,619
CP048232.1, 426248, F,3956
CP048230.1, 61377, F,1092
CP048237.1, 882588, F,565
CP048239.1, 239993, F,229
CP048232.1, 27578, F,1279
CP048240.1, 346006, F,857
CP048231.1, 279978, F,590
CP048232.1, 350301, F,195
CP048236.1, 495367, F,819
CP048236.1, 739076, F,315
CP048232.1, 409296, F,179
CP048232.1, 67890, F,299
CP048235.1, 208747, F,962
CP048238.1, 465048, F,660
CP048230.1, 51236, F,5347
CP048241.1, 1766015, F,1434
CP048240.1, 882836, F,695
CP048239.1, 295289, F,557
CP048238.1, 433803, F,1116
CP048241.1, 1377229, F,346
CP048230.1, 273677, F,1568
CP048241.1, 984916, F,920
CP048237.1, 542034, F,1308
CP048236.1, 790752, F,449
CP048231.1, 53534, F,505
CP048231.1, 381630, F,526
CP048231.1, 156056, F,193
CP048242.1, 912073, F,252
CP048241.1, 190331, F,595
CP048240.1, 398150, F,772
CP048230.1, 93931, F,431
CP048242.1, 595697, F,1027
CP048236.1, 38860, F,3447
CP048241.1, 1137695, F,2410
CP048242.1, 1176506, F,667
CP048232.1, 434463, F,6872
CP048238.1, 69344, F,2153
CP048236.1, 352307, F,539
CP048230.1, 73148, F,1365
CP048235.1, 205478, F,675
CP048232.1, 406712, F,587
CP048238.1, 43655, F,507
CP048232.1, 167854, F,5045
CP048237.1, 241752, F,699
CP048239.1, 281998, F,932
CP048237.1, 957996, F,6793
CP048233.1, 95619, F,20
CP048238.1, 559912, F,789
CP048237.1, 978337, F,7081
CP048234.1, 398992, F,1119
CP048238.1, 709350, F,172
CP048237.1, 862025, F,757
CP048237.1, 865917, F,1643
CP048234.1, 315448, F,147
CP048230.1, 403725, F,376
CP048230.1, 399476, F,438
CP048237.1, 1012073, F,985
CP048239.1, 445847, F,248
CP048239.1, 653324, F,1261
CP048234.1, 217955, F,8249
CP048231.1, 394088, F,116
CP048242.1, 110827, F,801
CP048241.1, 391714, F,480
CP048232.1, 432376, F,8149
CP048235.1, 602452, F,1286
CP048232.1, 479477, F,4487
CP048231.1, 257225, F,83
CP048239.1, 152224, F,1791
CP048236.1, 641562, F,720
CP048237.1, 996842, F,640
CP048234.1, 272520, F,616
CP048242.1, 1213636, F,830
CP048242.1, 1054583, F,8265
CP048238.1, 173322, F,4351
CP048232.1, 60545, F,779
