CP048241.1, 1739223, F,336
CP048242.1, 518747, F,1197
CP048241.1, 457466, F,987
CP048230.1, 205489, F,1554
CP048232.1, 432123, F,616
CP048241.1, 185315, F,989
CP048239.1, 171754, F,46
CP048230.1, 140923, F,813
CP048238.1, 547755, F,199
CP048241.1, 1359068, F,233
CP048233.1, 579456, F,739
CP048242.1, 1227851, F,1586
CP048242.1, 918500, F,4304
CP048241.1, 37522, F,1153
CP048239.1, 966021, F,751
CP048233.1, 670063, F,670
CP048237.1, 893716, F,822
CP048241.1, 1286598, F,691
CP048242.1, 1215737, F,267
CP048237.1, 959678, F,225
CP048237.1, 619838, F,680
CP048237.1, 975217, F,23
CP048239.1, 953830, F,505
CP048234.1, 528791, F,3244
CP048232.1, 421626, F,1876
CP048237.1, 825991, F,2303
CP048239.1, 402663, F,545
CP048242.1, 1320424, F,774
CP048238.1, 445921, F,847
CP048240.1, 722512, F,130
CP048239.1, 1056915, F,349
CP048241.1, 893973, F,1407
CP048234.1, 326536, F,1343
CP048242.1, 1054720, F,8672
CP048233.1, 669089, F,222
CP048241.1, 1273727, F,546
CP048238.1, 440749, F,1823
CP048242.1, 302385, F,509
CP048232.1, 426163, F,755
CP048230.1, 86208, F,4043
CP048241.1, 1727581, F,2842
CP048239.1, 239960, F,509
CP048232.1, 389381, F,884
CP048235.1, 160338, F,791
CP048241.1, 116359, F,627
CP048230.1, 55818, F,356
CP048238.1, 394375, F,1862
CP048240.1, 400481, F,699
CP048233.1, 553540, F,357
CP048233.1, 609903, F,1176
CP048241.1, 1273655, F,1522
CP048240.1, 250257, F,650
CP048236.1, 206788, F,118
CP048241.1, 1433022, F,285
CP048241.1, 314385, F,1283
CP048240.1, 324960, F,250
CP048232.1, 356076, F,5733
CP048240.1, 387479, F,737
CP048240.1, 283123, F,2794
CP048240.1, 241237, F,1644
CP048242.1, 1110885, F,740
CP048241.1, 1471910, F,1603
CP048241.1, 1351920, F,115
CP048241.1, 854031, F,4482
CP048241.1, 939958, F,528
CP048238.1, 674351, F,2024
CP048238.1, 163225, F,465
CP048238.1, 409236, F,754
CP048233.1, 559418, F,4844
CP048235.1, 264195, F,1666
CP048236.1, 717436, F,2841
CP048232.1, 488382, F,1490
CP048231.1, 381079, F,1394
CP048239.1, 714370, F,430
CP048235.1, 827692, F,320
CP048240.1, 1261109, F,1375
CP048238.1, 459626, F,1081
CP048241.1, 1220397, F,1272
CP048239.1, 36025, F,1596
CP048240.1, 277320, F,278
CP048235.1, 250262, F,1166
CP048241.1, 1022123, F,1498
CP048240.1, 954586, F,804
CP048240.1, 1152041, F,600
CP048231.1, 278333, F,575
CP048238.1, 730784, F,2108
CP048240.1, 305395, F,944
CP048239.1, 104694, F,1133
CP048235.1, 101645, F,2518
CP048238.1, 474965, F,491
CP048233.1, 442992, F,607
CP048235.1, 430735, F,1583
CP048235.1, 377249, F,925
CP048240.1, 292106, F,336
CP048242.1, 1396627, F,27
CP048235.1, 886209, F,841
CP048242.1, 615671, F,654
CP048232.1, 450715, F,791
CP048242.1, 1246167, F,2096
CP048237.1, 198269, F,533
CP048240.1, 233760, F,82
CP048240.1, 997783, F,6098
CP048234.1, 129566, F,1626
CP048231.1, 383332, F,1762
CP048242.1, 1208789, F,1347
CP048235.1, 906253, F,274
CP048241.1, 1046646, F,264
CP048234.1, 305932, F,979
CP048233.1, 30681, F,301
CP048241.1, 1456426, F,4159
CP048236.1, 841297, F,1170
CP048230.1, 183959, F,1682
CP048231.1, 283795, F,1804
CP048242.1, 786366, F,2112
CP048239.1, 613997, F,1572
CP048236.1, 292428, F,1483
CP048233.1, 560137, F,3348
CP048240.1, 401208, F,2421
