Chromosome,Position,Reads
CP048230.1,2177,26
CP048230.1,2656,514
CP048230.1,19195,44
CP048230.1,25975,24
CP048230.1,31697,6
CP048230.1,31751,50
CP048230.1,32398,9
CP048230.1,32577,318
CP048230.1,33645,201
CP048230.1,33647,522
CP048230.1,33974,14
CP048230.1,34061,101
CP048230.1,36489,1
CP048230.1,39103,244
CP048230.1,39235,927
CP048230.1,39241,336
CP048230.1,39242,316
CP048230.1,39272,1409
CP048230.1,39279,987
CP048230.1,39287,57
CP048230.1,39291,460
CP048230.1,39448,336
CP048230.1,39462,315
CP048230.1,39574,250
CP048230.1,39659,44
CP048230.1,39805,1
CP048230.1,40067,216
CP048230.1,40527,449
CP048230.1,42332,20
CP048230.1,43314,3
CP048230.1,43414,4
CP048230.1,43450,1
CP048230.1,43493,472
CP048230.1,43515,311
CP048230.1,43522,1
CP048230.1,43555,1
CP048230.1,44354,75
CP048230.1,45498,69
CP048230.1,47737,52
CP048230.1,47858,1
CP048230.1,48014,1
CP048230.1,48216,334
CP048230.1,48787,252
CP048230.1,48916,77
CP048230.1,49339,1
CP048230.1,50362,1
CP048230.1,50369,628
CP048230.1,50503,2
CP048230.1,50558,19
CP048230.1,50725,30
CP048230.1,51017,733
CP048230.1,51109,208
CP048230.1,51149,415
CP048230.1,51156,290
CP048230.1,51164,177
CP048230.1,51236,374
CP048230.1,51243,1936
CP048230.1,51248,92
CP048230.1,51254,86
CP048230.1,51261,166
CP048230.1,51316,81
CP048230.1,51394,63
CP048230.1,51467,14
CP048230.1,51520,874
CP048230.1,51549,1
CP048230.1,51553,730
CP048230.1,51556,2135
CP048230.1,51560,1063
CP048230.1,51625,437
CP048230.1,51683,839
CP048230.1,51688,67
CP048230.1,51700,153
CP048230.1,51706,490
CP048230.1,51707,341
CP048230.1,51720,32
CP048230.1,51726,369
CP048230.1,51736,1
CP048230.1,51757,1627
CP048230.1,51764,5
CP048230.1,51767,9
CP048230.1,51772,296
CP048230.1,52037,870
CP048230.1,52067,246
CP048230.1,52237,647
CP048230.1,52270,696
CP048230.1,52747,9
CP048230.1,53065,1
CP048230.1,53937,46
CP048230.1,55219,53
CP048230.1,55274,33
CP048230.1,55347,204
CP048230.1,55405,17
CP048230.1,55412,803
CP048230.1,55703,45
CP048230.1,55818,499
CP048230.1,55892,59
CP048230.1,57047,25
CP048230.1,58849,312
CP048230.1,58887,119
CP048230.1,58932,258
CP048230.1,58933,45
CP048230.1,58940,202
CP048230.1,58999,41
CP048230.1,59007,282
CP048230.1,59014,1
CP048230.1,59046,395
CP048230.1,59146,198
CP048230.1,59276,52
CP048230.1,59283,4
CP048230.1,59449,403
CP048230.1,59998,733
CP048230.1,60145,100
CP048230.1,60439,1
CP048230.1,60678,184
CP048230.1,60754,109
CP048230.1,60875,33
CP048230.1,60949,60
CP048230.1,60950,78
CP048230.1,60955,12
CP048230.1,60956,175
CP048230.1,60988,25
CP048230.1,61053,31
CP048230.1,61060,12
CP048230.1,61106,439
CP048230.1,61112,277
CP048230.1,61113,61
CP048230.1,61119,596
CP048230.1,61151,9
CP048230.1,61158,238
CP048230.1,61187,1
CP048230.1,61242,42
CP048230.1,61255,1
CP048230.1,61350,227
CP048230.1,61369,197
CP048230.1,61376,7
CP048230.1,61377,864
CP048230.1,61384,720
CP048230.1,61406,406
CP048230.1,61460,686
CP048230.1,61575,20
CP048230.1,61581,730
CP048230.1,61605,768
CP048230.1,61612,280
CP048230.1,61614,681
CP048230.1,61621,1115
CP048230.1,61636,189
CP048230.1,61641,422
CP048230.1,61670,50
CP048230.1,61686,74
CP048230.1,61693,523
CP048230.1,61808,65
CP048230.1,61812,8
CP048230.1,61815,162
CP048230.1,61863,53
CP048230.1,61946,85
CP048230.1,63098,1
CP048230.1,64667,2
CP048230.1,65422,14
CP048230.1,65554,157
CP048230.1,66131,153
CP048230.1,66574,388
CP048230.1,67511,21
CP048230.1,67965,211
CP048230.1,68680,8
CP048230.1,68829,106
CP048230.1,68842,407
CP048230.1,68876,4
CP048230.1,68949,8
CP048230.1,68956,20
CP048230.1,68963,159
CP048230.1,69066,237
CP048230.1,69119,84
CP048230.1,69650,1
CP048230.1,72666,675
CP048230.1,72779,1
CP048230.1,72791,1582
CP048230.1,73073,33
CP048230.1,73089,502
CP048230.1,73096,4
