Bin index,yH299-parent-pool3_normalized,yH299-parent-pool3_normalized rank
CP048230.1-0,2,1200
CP048230.1-1,1,1217
CP048230.1-2,1,1218
CP048230.1-3,22,567
CP048230.1-4,19,657
CP048230.1-5,67,94
CP048230.1-6,62,110
CP048230.1-7,126,15
CP048230.1-8,51,171
CP048230.1-9,120,18
CP048230.1-10,32,376
CP048230.1-11,14,824
CP048230.1-12,104,29
CP048230.1-13,45,222
CP048230.1-14,103,32
CP048230.1-15,49,187
CP048230.1-16,23,543
CP048230.1-17,30,408
CP048230.1-18,84,48
CP048230.1-19,53,153
CP048230.1-20,40,270
CP048230.1-21,6,1098
CP048230.1-22,3,1180
CP048230.1-23,47,205
CP048230.1-24,11,931
CP048230.1-25,42,253
CP048230.1-26,55,139
CP048230.1-27,27,471
CP048230.1-28,13,864
CP048230.1-29,9,1000
CP048230.1-30,2,1201
CP048230.1-31,10,965
CP048230.1-32,26,489
CP048230.1-33,25,511
CP048230.1-34,28,442
CP048230.1-35,38,291
CP048230.1-36,12,894
CP048230.1-37,45,223
CP048230.1-38,12,895
CP048230.1-39,7,1056
CP048230.1-40,12,896
CP048230.1-41,34,343
CP048230.1-42,13,865
CP048230.1-43,37,307
CP048230.1-44,49,188
CP048230.1-45,14,825
CP048230.1-46,23,544
CP048230.1-47,35,330
CP048230.1-48,35,331
CP048230.1-49,5,1130
CP048231.1-0,2,1202
CP048231.1-1,19,658
CP048231.1-2,15,796
CP048231.1-3,35,332
CP048231.1-4,40,271
CP048231.1-5,44,233
CP048231.1-6,22,568
CP048231.1-7,39,280
CP048231.1-8,26,490
CP048231.1-9,68,87
CP048231.1-10,15,797
CP048231.1-11,18,686
CP048231.1-12,8,1032
CP048231.1-13,10,966
CP048231.1-14,18,687
CP048231.1-15,15,798
CP048231.1-16,7,1057
CP048231.1-17,14,826
CP048231.1-18,13,866
CP048231.1-19,17,722
CP048231.1-20,21,601
CP048231.1-21,2,1203
CP048231.1-22,23,545
CP048231.1-23,76,66
CP048231.1-24,33,358
CP048231.1-25,37,308
