Bin index,yH299-parent-pool3_normalized,yH299-parent-pool3_normalized rank
CP048230.1-0,2,1196
CP048230.1-1,1,1210
CP048230.1-2,1,1211
CP048230.1-3,24,487
CP048230.1-4,15,751
CP048230.1-5,66,74
CP048230.1-6,57,110
CP048230.1-7,115,16
CP048230.1-8,44,195
CP048230.1-9,107,21
CP048230.1-10,30,365
CP048230.1-11,14,783
CP048230.1-12,95,33
CP048230.1-13,39,245
CP048230.1-14,97,30
CP048230.1-15,44,196
CP048230.1-16,20,587
CP048230.1-17,29,381
CP048230.1-18,86,40
CP048230.1-19,47,172
CP048230.1-20,37,272
CP048230.1-21,4,1147
CP048230.1-22,3,1167
CP048230.1-23,40,235
CP048230.1-24,8,994
CP048230.1-25,35,299
CP048230.1-26,51,142
CP048230.1-27,24,488
CP048230.1-28,13,814
CP048230.1-29,9,966
CP048230.1-30,2,1197
CP048230.1-31,8,995
CP048230.1-32,22,531
CP048230.1-33,23,509
CP048230.1-34,24,489
CP048230.1-35,35,300
CP048230.1-36,11,884
CP048230.1-37,42,214
CP048230.1-38,12,850
CP048230.1-39,7,1038
CP048230.1-40,12,851
CP048230.1-41,28,406
CP048230.1-42,11,885
CP048230.1-43,36,288
CP048230.1-44,48,162
CP048230.1-45,13,815
CP048230.1-46,22,532
CP048230.1-47,33,323
CP048230.1-48,34,310
CP048230.1-49,1,1212
CP048231.1-0,1,1213
CP048231.1-1,19,619
CP048231.1-2,16,703
CP048231.1-3,33,324
CP048231.1-4,39,246
CP048231.1-5,45,183
CP048231.1-6,23,510
CP048231.1-7,37,273
CP048231.1-8,24,490
CP048231.1-9,65,79
CP048231.1-10,12,852
CP048231.1-11,12,853
CP048231.1-12,8,996
CP048231.1-13,9,967
CP048231.1-14,19,620
CP048231.1-15,14,784
CP048231.1-16,5,1112
CP048231.1-17,11,886
CP048231.1-18,10,928
CP048231.1-19,13,816
CP048231.1-20,21,558
CP048231.1-21,2,1198
CP048231.1-22,21,559
CP048231.1-23,67,70
CP048231.1-24,28,407
CP048231.1-25,36,289
CP048231.1-26,39,247
CP048231.1-27,61,99
CP048231.1-28,65,80
CP048231.1-29,93,35
CP048231.1-30,77,53
CP048231.1-31,18,639
CP048231.1-32,15,752
CP048231.1-33,12,854
CP048231.1-34,27,429
CP048231.1-35,108,20
CP048231.1-36,11,887
CP048231.1-37,73,56
CP048231.1-38,119,15
CP048231.1-39,35,301
CP048231.1-40,21,560
CP048231.1-41,57,111
CP048231.1-42,54,126
CP048231.1-43,61,100
CP048231.1-44,139,7
CP048231.1-45,102,26
CP048231.1-46,72,59
CP048231.1-47,107,22
CP048231.1-48,99,27
CP048231.1-49,8,997
CP048231.1-50,0,1238
CP048231.1-51,5,1113
CP048232.1-0,0,1239
CP048232.1-1,6,1070
CP048232.1-2,11,888
CP048232.1-3,17,668
CP048232.1-4,22,533
CP048232.1-5,33,325
CP048232.1-6,16,704
CP048232.1-7,23,511
CP048232.1-8,18,640
CP048232.1-9,8,998
CP048232.1-10,24,491
CP048232.1-11,17,669
CP048232.1-12,17,670
