Chromosome,Position,Reads
CP048230.1,2177,18
CP048230.1,2656,181
CP048230.1,19195,15
CP048230.1,25975,10
CP048230.1,31697,1
CP048230.1,31751,18
CP048230.1,32398,5
CP048230.1,32577,131
CP048230.1,33645,87
CP048230.1,33647,224
CP048230.1,33847,1
CP048230.1,33852,1
CP048230.1,33974,1
CP048230.1,34061,36
CP048230.1,39103,110
CP048230.1,39235,401
CP048230.1,39241,142
CP048230.1,39242,136
CP048230.1,39272,612
CP048230.1,39279,405
CP048230.1,39287,15
CP048230.1,39291,187
CP048230.1,39448,136
CP048230.1,39462,128
CP048230.1,39574,95
CP048230.1,39659,28
CP048230.1,39805,1
CP048230.1,39849,1
CP048230.1,40067,96
CP048230.1,40527,203
CP048230.1,42332,6
CP048230.1,43414,1
CP048230.1,43493,201
CP048230.1,43515,130
CP048230.1,43522,1
CP048230.1,44354,21
CP048230.1,45498,39
CP048230.1,47737,18
CP048230.1,48014,1
CP048230.1,48216,131
CP048230.1,48787,106
CP048230.1,48916,29
CP048230.1,49339,1
CP048230.1,50369,237
CP048230.1,50558,8
CP048230.1,50725,16
CP048230.1,51017,302
CP048230.1,51109,98
CP048230.1,51149,169
CP048230.1,51156,118
CP048230.1,51164,88
CP048230.1,51236,133
CP048230.1,51243,790
CP048230.1,51248,43
CP048230.1,51254,30
CP048230.1,51261,64
CP048230.1,51316,26
CP048230.1,51394,31
CP048230.1,51467,6
CP048230.1,51520,344
CP048230.1,51553,292
CP048230.1,51556,899
CP048230.1,51560,442
CP048230.1,51625,197
CP048230.1,51632,1
CP048230.1,51683,343
CP048230.1,51688,31
CP048230.1,51700,50
CP048230.1,51706,180
CP048230.1,51707,131
CP048230.1,51713,1
CP048230.1,51720,14
CP048230.1,51726,143
CP048230.1,51757,658
CP048230.1,51764,1
CP048230.1,51767,5
CP048230.1,51772,118
CP048230.1,52037,348
CP048230.1,52067,94
CP048230.1,52237,255
CP048230.1,52270,294
CP048230.1,52747,1
CP048230.1,53937,18
CP048230.1,55219,19
CP048230.1,55274,9
CP048230.1,55281,1
CP048230.1,55347,77
CP048230.1,55405,8
CP048230.1,55412,345
CP048230.1,55703,17
CP048230.1,55818,174
CP048230.1,55892,27
CP048230.1,57047,8
CP048230.1,58849,117
CP048230.1,58887,47
CP048230.1,58932,109
CP048230.1,58933,15
CP048230.1,58940,72
CP048230.1,58956,1
CP048230.1,58999,14
CP048230.1,59007,100
CP048230.1,59046,154
CP048230.1,59053,1
CP048230.1,59146,84
CP048230.1,59276,22
CP048230.1,59283,1
CP048230.1,59449,167
CP048230.1,59998,320
CP048230.1,60145,43
CP048230.1,60678,66
CP048230.1,60754,48
CP048230.1,60875,13
CP048230.1,60949,24
CP048230.1,60950,25
CP048230.1,60955,5
CP048230.1,60956,69
CP048230.1,60988,6
CP048230.1,61053,10
CP048230.1,61060,4
CP048230.1,61106,176
CP048230.1,61112,97
CP048230.1,61113,19
CP048230.1,61119,245
CP048230.1,61151,4
CP048230.1,61158,78
CP048230.1,61242,18
CP048230.1,61255,1
CP048230.1,61350,97
CP048230.1,61369,87
CP048230.1,61376,1
CP048230.1,61377,325
CP048230.1,61384,317
CP048230.1,61406,139
CP048230.1,61460,287
CP048230.1,61575,12
CP048230.1,61581,309
CP048230.1,61605,301
CP048230.1,61612,101
CP048230.1,61614,274
CP048230.1,61621,448
CP048230.1,61636,69
CP048230.1,61641,157
CP048230.1,61670,19
CP048230.1,61686,35
CP048230.1,61693,202
CP048230.1,61808,23
CP048230.1,61812,4
CP048230.1,61815,66
CP048230.1,61863,29
CP048230.1,61946,31
CP048230.1,65422,6
CP048230.1,65554,63
CP048230.1,66131,48
CP048230.1,66574,175
CP048230.1,67511,11
CP048230.1,67965,79
CP048230.1,68051,1
CP048230.1,68680,1
CP048230.1,68829,43
CP048230.1,68842,154
CP048230.1,68949,11
CP048230.1,68956,6
CP048230.1,68963,65
CP048230.1,69066,100
CP048230.1,69119,31
CP048230.1,72666,291
CP048230.1,72791,611
CP048230.1,73073,15
CP048230.1,73089,205
CP048230.1,73096,1
CP048230.1,73107,12
CP048230.1,73108,762
CP048230.1,73115,753
CP048230.1,73132,1
CP048230.1,73141,189
CP048230.1,73148,1
CP048230.1,73155,1
CP048230.1,73161,216
CP048230.1,73171,226
CP048230.1,73224,1
CP048230.1,73246,367
CP048230.1,73255,312
CP048230.1,73272,319
CP048230.1,73277,49
CP048230.1,73347,3
CP048230.1,73396,504
CP048230.1,73400,477
CP048230.1,73407,630
CP048230.1,73408,472
CP048230.1,73417,602
CP048230.1,73427,1027
CP048230.1,73436,295
CP048230.1,73664,58
CP048230.1,73720,19
CP048230.1,73753,163
CP048230.1,73773,939
CP048230.1,73908,312
CP048230.1,74106,43
CP048230.1,74731,297
CP048230.1,74841,7
CP048230.1,75616,7
CP048230.1,75625,24
CP048230.1,75700,23
CP048230.1,75823,22
CP048230.1,75865,54
CP048230.1,75900,7
CP048230.1,75932,473
CP048230.1,75953,2
CP048230.1,76006,40
CP048230.1,76956,200
CP048230.1,77155,1
CP048230.1,77160,47
CP048230.1,77854,23
CP048230.1,77861,55
CP048230.1,77948,58
CP048230.1,78016,227
CP048230.1,78023,534
CP048230.1,78042,6
CP048230.1,78062,170
CP048230.1,78073,3
CP048230.1,78087,646
CP048230.1,78094,839
CP048230.1,78108,163
CP048230.1,78140,12
CP048230.1,78147,181
CP048230.1,78215,106
CP048230.1,78225,497
CP048230.1,78232,252
CP048230.1,78286,70
CP048230.1,78293,247
CP048230.1,78295,289
CP048230.1,78300,18
CP048230.1,78354,27
CP048230.1,78361,687
CP048230.1,78372,41
CP048230.1,78379,137
CP048230.1,78387,59
CP048230.1,78422,411
CP048230.1,78441,36
CP048230.1,78445,222
CP048230.1,78477,108
CP048230.1,78484,97
CP048230.1,78522,945
CP048230.1,78526,298
CP048230.1,78529,789
CP048230.1,78621,170
CP048230.1,78628,24
CP048230.1,78629,86
CP048230.1,78636,236
CP048230.1,78652,23
CP048230.1,78665,299
CP048230.1,78674,188
CP048230.1,78679,208
CP048230.1,78691,245
CP048230.1,78699,598
CP048230.1,78706,183
CP048230.1,78810,19
CP048230.1,78817,182
CP048230.1,78820,2
CP048230.1,78821,55
CP048230.1,78897,38
CP048230.1,78899,317
CP048230.1,78927,253
CP048230.1,78969,294
CP048230.1,78976,280
CP048230.1,79036,100
CP048230.1,79117,181
CP048230.1,79130,315
CP048230.1,79141,242
CP048230.1,79165,43
CP048230.1,79223,259
CP048230.1,79230,285
CP048230.1,79689,54
CP048230.1,79701,22
CP048230.1,79705,5
CP048230.1,79708,8
CP048230.1,79752,141
CP048230.1,79754,25
CP048230.1,79759,685
CP048230.1,80767,11
CP048230.1,81374,11
CP048230.1,81498,28
