Bin index,yH298-parent-pool2_normalized,yH298-parent-pool2_normalized rank
CP048230.1-0,3,1219
CP048230.1-1,0,1244
CP048230.1-2,3,1220
CP048230.1-3,57,508
CP048230.1-4,54,538
CP048230.1-5,125,119
CP048230.1-6,159,62
CP048230.1-7,237,20
CP048230.1-8,113,151
CP048230.1-9,240,18
CP048230.1-10,88,258
CP048230.1-11,34,829
CP048230.1-12,217,29
CP048230.1-13,90,251
CP048230.1-14,202,34
CP048230.1-15,90,252
CP048230.1-16,55,526
CP048230.1-17,77,332
CP048230.1-18,180,45
CP048230.1-19,94,223
CP048230.1-20,96,210
CP048230.1-21,19,1059
CP048230.1-22,9,1176
CP048230.1-23,80,315
CP048230.1-24,20,1037
CP048230.1-25,98,204
CP048230.1-26,104,180
CP048230.1-27,71,379
CP048230.1-28,45,654
CP048230.1-29,24,980
CP048230.1-30,4,1216
CP048230.1-31,19,1060
CP048230.1-32,58,497
CP048230.1-33,71,380
CP048230.1-34,83,291
CP048230.1-35,76,340
CP048230.1-36,26,954
CP048230.1-37,84,283
CP048230.1-38,42,701
CP048230.1-39,35,822
CP048230.1-40,39,752
CP048230.1-41,66,424
CP048230.1-42,42,702
CP048230.1-43,75,351
CP048230.1-44,100,196
CP048230.1-45,43,689
CP048230.1-46,61,463
CP048230.1-47,68,406
CP048230.1-48,69,397
CP048231.1-0,0,1245
CP048231.1-1,47,634
CP048231.1-2,43,690
CP048231.1-3,66,425
CP048231.1-4,76,341
CP048231.1-5,82,298
CP048231.1-6,62,455
CP048231.1-7,88,259
CP048231.1-8,40,735
CP048231.1-9,152,69
CP048231.1-10,46,648
CP048231.1-11,44,678
CP048231.1-12,19,1061
CP048231.1-13,21,1026
CP048231.1-14,38,773
CP048231.1-15,37,790
CP048231.1-16,24,981
CP048231.1-17,32,852
CP048231.1-18,38,774
CP048231.1-19,42,703
CP048231.1-20,34,830
CP048231.1-21,11,1162
CP048231.1-22,63,447
CP048231.1-23,143,82
CP048231.1-24,55,527
CP048231.1-25,89,254
CP048231.1-26,75,352
CP048231.1-27,114,150
CP048231.1-28,131,107
CP048231.1-29,194,40
CP048231.1-30,150,72
CP048231.1-31,58,498
CP048231.1-32,44,679
CP048231.1-33,42,704
CP048231.1-34,77,333
CP048231.1-35,213,30
CP048231.1-36,55,528
CP048231.1-37,146,76
CP048231.1-38,277,11
CP048231.1-39,95,217
CP048231.1-40,73,364
CP048231.1-41,136,95
CP048231.1-42,153,67
CP048231.1-43,131,108
CP048231.1-44,274,12
CP048231.1-45,239,19
CP048231.1-46,187,42
CP048231.1-47,246,17
CP048231.1-48,226,27
CP048231.1-49,20,1038
CP048231.1-50,0,1246
CP048231.1-51,7,1190
CP048232.1-0,1,1231
CP048232.1-1,20,1039
CP048232.1-2,39,753
CP048232.1-3,60,477
CP048232.1-4,44,680
CP048232.1-5,69,398
CP048232.1-6,54,539
CP048232.1-7,49,610
CP048232.1-8,54,540
CP048232.1-9,17,1093
CP048232.1-10,53,555
CP048232.1-11,41,719
CP048232.1-12,25,964
CP048232.1-13,32,853
CP048232.1-14,40,736
CP048232.1-15,38,775
CP048232.1-16,113,152
CP048232.1-17,23,1004
CP048232.1-18,96,211
CP048232.1-19,59,489
CP048232.1-20,17,1094
CP048232.1-21,48,621
CP048232.1-22,33,845
CP048232.1-23,103,189
CP048232.1-24,152,70
CP048232.1-25,29,904
CP048232.1-26,39,754
CP048232.1-27,73,365
CP048232.1-28,72,370
CP048232.1-29,48,622
CP048232.1-30,48,623
CP048232.1-31,129,110
CP048232.1-32,81,307
CP048232.1-33,53,556
CP048232.1-34,110,159
CP048232.1-35,63,448
CP048232.1-36,142,83
CP048232.1-37,169,52
CP048232.1-38,140,89
CP048232.1-39,179,46
CP048232.1-40,235,22
CP048232.1-41,250,16
CP048232.1-42,212,31
CP048232.1-43,348,2
CP048232.1-44,196,37
CP048232.1-45,200,36
CP048232.1-46,87,264
CP048232.1-47,182,44
CP048232.1-48,78,323
CP048232.1-49,61,464
CP048232.1-50,81,308
CP048232.1-51,37,791
CP048232.1-52,40,737
CP048232.1-53,23,1005
CP048233.1-0,1,1232
CP048233.1-1,24,982
CP048233.1-2,74,356
CP048233.1-3,40,738
CP048233.1-4,15,1115
CP048233.1-5,83,292
CP048233.1-6,49,611
CP048233.1-7,66,426
CP048233.1-8,84,284
CP048233.1-9,149,73
CP048233.1-10,120,131
CP048233.1-11,8,1183
CP048233.1-12,70,388
CP048233.1-13,56,518
CP048233.1-14,45,655
CP048233.1-15,18,1075
CP048233.1-16,49,612
CP048233.1-17,11,1163
CP048233.1-18,101,194
CP048233.1-19,39,755
CP048233.1-20,17,1095
CP048233.1-21,36,805
CP048233.1-22,17,1096
CP048233.1-23,16,1108
CP048233.1-24,78,324
CP048233.1-25,24,983
CP048233.1-26,23,1006
CP048233.1-27,19,1062
CP048233.1-28,1,1233
CP048233.1-29,19,1063
CP048233.1-30,39,756
CP048233.1-31,25,965
CP048233.1-32,7,1191
CP048233.1-33,33,846
CP048233.1-34,19,1064
CP048233.1-35,34,831
CP048233.1-36,20,1040
CP048233.1-37,20,1041
CP048233.1-38,54,541
CP048233.1-39,54,542
CP048233.1-40,39,757
CP048233.1-41,18,1076
CP048233.1-42,57,509
CP048233.1-43,47,635
CP048233.1-44,54,543
CP048233.1-45,44,681
CP048233.1-46,38,776
CP048233.1-47,70,389
CP048233.1-48,37,792
CP048233.1-49,101,195
CP048233.1-50,72,371
CP048233.1-51,52,574
CP048233.1-52,31,871
CP048233.1-53,126,117
CP048233.1-54,110,160
CP048233.1-55,167,54
CP048233.1-56,83,293
CP048233.1-57,145,78
CP048233.1-58,121,128
CP048233.1-59,144,80
CP048233.1-60,212,32
CP048233.1-61,104,181
CP048233.1-62,117,140
CP048233.1-63,92,240
CP048233.1-64,232,24
CP048233.1-65,56,519
CP048233.1-66,156,64
CP048233.1-67,67,416
CP048233.1-68,131,109
CP048233.1-69,6,1200
CP048233.1-70,3,1221
CP048234.1-0,1,1234
CP048234.1-1,12,1150
CP048234.1-2,1,1235
CP048234.1-3,0,1247
CP048234.1-4,30,886
CP048234.1-5,30,887
CP048234.1-6,28,920
CP048234.1-7,28,921
CP048234.1-8,43,691
CP048234.1-9,40,739
CP048234.1-10,26,955
CP048234.1-11,34,832
CP048234.1-12,100,197
CP048234.1-13,86,269
CP048234.1-14,85,278
CP048234.1-15,47,636
CP048234.1-16,36,806
CP048234.1-17,50,599
CP048234.1-18,36,807
CP048234.1-19,102,192
CP048234.1-20,127,114
CP048234.1-21,96,212
CP048234.1-22,136,96
CP048234.1-23,324,6
CP048234.1-24,135,101
CP048234.1-25,160,61
CP048234.1-26,196,38
CP048234.1-27,118,138
CP048234.1-28,106,173
CP048234.1-29,107,168
CP048234.1-30,136,97
CP048234.1-31,166,55
CP048234.1-32,104,182
CP048234.1-33,92,241
CP048234.1-34,22,1018
CP048234.1-35,32,854
CP048234.1-36,136,98
CP048234.1-37,78,325
CP048234.1-38,59,490
CP048234.1-39,124,122
CP048234.1-40,32,855
CP048234.1-41,68,407
CP048234.1-42,40,740
CP048234.1-43,107,169
CP048234.1-44,141,88
