Standard name,Common name,Type,Sc ortholog,Sc ortholog gene name,Sc SGDID,Essential in Sc,Sc synthetic lethals,Sc fitness,Hits,Reads,Length,Insertion index,Neighborhood index,Reads NI,Max free region,Freedom index,Logit FI,Kornmann FI,Domain ratio,Hits in domains,Reads in domains,Domain coverage
GWK60_A00011,EPA19,ORF,,,,,,,0,0,13698,0.0,0.0,0.0,13698,1.0,1.0,0.0,0.43371295079573663,0,0,5941
GWK60_A00033,EPA24,ORF,,,,,,,0,0,2109,0.0,0.0,0.0,2109,1.0,0.9999999948794296,0.0,0.3276434329065908,0,0,691
GWK60_A00055,GWK60_A00055,ORF,,,,,,,2,64,840,0.002380952380952381,0.3863467261904762,0.07275752599890531,460,0.5476190476190477,0.5467106565513331,0.0,0.0,0,0,0
GWK60_A00077,GWK60_A00077,ORF,YGL023C,PIB2,S000002991,,,0.8708,1,6,2271,0.00044033465433729633,0.0606340819022457,0.002311547099840537,2032,0.8947600176133862,0.8947600167066773,0.0,0.7217084984588287,1,6,1639
GWK60_A00099,GWK60_A00099,ORF,YGL022W,STT3,S000002990,,,,0,0,2181,0.0,0.0,0.0,2181,1.0,0.9999999975075509,0.0,0.948188904172398,0,0,2068
GWK60_A00121,GWK60_A00121,ORF,YBL009W,ALK2,S000000105,,No,1.0150,8,732,2382,0.0033585222502099076,0.2165687097677022,0.08473219901829285,1029,0.43198992443324935,0.43198992428898203,0.0,0.8014273719563392,6,699,1909
GWK60_A00143,GWK60_A00143,ORF,YGL020C,GET1,S000002988,,,0.9325,0,0,672,0.0,0.0,0.0,672,1.0,0.9911635995393923,0.0,0.8720238095238095,0,0,586
GWK60_A00165,GWK60_A00165,ORF,YGL019W,CKB1,S000002987,,No,0.8682,0,0,801,0.0,0.0,0.0,801,1.0,0.9975519196246999,0.0,0.9188514357053683,0,0,736
GWK60_A00187,GWK60_A00187,ORF,YGL018C,JAC1,S000002986,,,,0,0,597,0.0,0.0,0.0,597,1.0,0.9814761750367006,0.0,0.88107202680067,0,0,526
GWK60_A00209,GWK60_A00209,ORF,YGL017W,ATE1,S000002985,,,1.0025,9,459,1530,0.0058823529411764705,0.2720229555236729,0.05908178104009417,378,0.24705882352941178,0.24705840983178218,0.1499341360550644,0.5620915032679739,4,276,860
GWK60_A00231,GWK60_A00231,ORF,YGL010W,MPO1,S000002978,,,1.0220,6,773,570,0.010526315789473684,0.45970664365832614,0.2545271167209273,140,0.24561403508771928,0.23968810000267773,0.0,0.843859649122807,4,725,481
GWK60_A00253,GWK60_A00253,ORF,YGL009C,LEU1,S000002977,,,1.0212,22,2702,2355,0.009341825902335456,0.40059638827262095,0.25998018669483236,732,0.310828025477707,0.3108280253417273,0.21483276013616412,0.9953290870488323,22,2702,2344
GWK60_A00275,GWK60_A00275,ORF,YGL016W,KAP122,S000002984,,,0.9042,13,6295,3210,0.004049844236760125,0.15553330366414478,0.39768524937393124,1353,0.42149532710280374,0.4214953271027681,0.18956550991898236,0.9984423676012462,13,6295,3205
GWK60_A00297,SCL1,ORF,YGL011C,SCL1,S000002979,,Yes,,0,0,765,0.0,0.0,0.0,765,1.0,0.9964948127799336,0.0,0.9856209150326798,0,0,754
GWK60_A00319,ERG4,ORF,YGL012W,ERG4,S000002980,,,0.8460,0,0,1395,0.0,0.0,0.0,1395,1.0,0.9999935408088644,0.0,0.9469534050179211,0,0,1321
GWK60_A00341,PDR1,ORF,YBL005W,PDR3,S000000101,,No,1.0365,17,1595,3324,0.005114320096269555,0.17279407983379103,0.10647328658329203,620,0.1865222623345367,0.18652226233453165,0.14131009049364424,0.8038507821901324,14,1208,2672
GWK60_A00363,GWK60_A00363,ORF,YGL014W,PUF4,S000002982,,,0.9610,14,815,2361,0.005929690808979246,0.18613860695841025,0.0646087603888714,397,0.1681490893689115,0.1681490892996342,0.18244217779023147,0.8331215586615841,11,769,1967
GWK60_A00385,PMA1,ORF,YGL008C,PMA1,S000002976,,Yes,,1,10,2709,0.00036913990402362494,0.010628289183547466,0.0005582785253879669,2686,0.9915097822074567,0.9915097821948717,0.0,0.9638242894056848,0,0,2611
GWK60_A00407,GWK60_A00407,ORF,YGL006W,PMC1,S000002974,,,1.0077,50,10924,3369,0.014841199168892847,0.4599994716222286,0.48695156648819576,531,0.15761353517364202,0.1576135351736393,0.22526535102859965,0.9441970911249629,48,10704,3181
GWK60_A00429,GWK60_A00429,ORF,YGL005C,COG7,S000002973,,,0.9487,4,157,810,0.0049382716049382715,0.15673973293020912,0.029287575366935437,429,0.5296296296296297,0.5284443987461388,0.0,0.40617283950617283,0,0,329
GWK60_A00451,GWK60_A00451,ORF,YGL004C,RPN14,S000002972,,,1.0310,87,24836,1239,0.07021791767554479,2.421836432450222,3.3859004337185366,94,0.07586763518966909,0.07586530321659828,0.0,0.8385794995964487,77,22894,1039
GWK60_A00473,GWK60_A00473,ORF,,,,,,,9,690,1941,0.00463678516228748,0.15899508884885177,0.05263007428980693,693,0.357032457496136,0.3570324476867741,0.13471444803167482,0.7825862957238536,8,609,1519
GWK60_A00495,GWK60_A00495,ORF,YGL003C,CDH1,S000002971,,,0.5930,2,70,1923,0.0010400416016640667,0.041644774599274126,0.006689108368044149,1207,0.6276651066042642,0.6276650859583532,0.0,0.9739989599583984,2,70,1873
