Chromosome,Position,Reads
CP048230.1,1261,56
CP048230.1,1774,1
CP048230.1,2682,16
CP048230.1,20266,58
CP048230.1,26244,26
CP048230.1,29632,229
CP048230.1,31789,180
CP048230.1,31927,6
CP048230.1,31936,6
CP048230.1,32577,5
CP048230.1,32766,51
CP048230.1,33227,13
CP048230.1,33638,134
CP048230.1,33645,10
CP048230.1,33654,10
CP048230.1,33740,1
CP048230.1,33906,129
CP048230.1,33956,9
CP048230.1,36147,6
CP048230.1,36489,494
CP048230.1,39102,7
CP048230.1,39103,68
CP048230.1,39147,64
CP048230.1,39199,52
CP048230.1,39205,22
CP048230.1,39207,134
CP048230.1,39216,4
CP048230.1,39231,4
CP048230.1,39235,261
CP048230.1,39241,330
CP048230.1,39242,841
CP048230.1,39255,55
CP048230.1,39266,253
CP048230.1,39272,1613
CP048230.1,39279,1571
CP048230.1,39283,259
CP048230.1,39287,16
CP048230.1,39290,409
CP048230.1,39291,231
CP048230.1,39377,123
CP048230.1,39388,8
CP048230.1,39407,218
CP048230.1,39439,82
CP048230.1,39446,81
CP048230.1,39453,27
CP048230.1,39455,28
CP048230.1,39462,29
CP048230.1,39480,1
CP048230.1,39523,12
CP048230.1,39565,9
CP048230.1,39574,94
CP048230.1,39588,62
CP048230.1,39612,5
CP048230.1,39659,36
CP048230.1,39666,647
CP048230.1,39690,63
CP048230.1,39692,56
CP048230.1,39805,227
CP048230.1,39849,235
CP048230.1,39876,6
CP048230.1,39943,169
CP048230.1,40074,207
CP048230.1,40087,7
CP048230.1,40102,276
CP048230.1,40538,27
CP048230.1,41121,4
CP048230.1,41221,36
CP048230.1,42293,167
CP048230.1,42352,223
CP048230.1,43304,72
CP048230.1,43314,143
CP048230.1,43321,334
CP048230.1,43356,3
CP048230.1,43383,56
CP048230.1,43450,80
CP048230.1,43493,99
CP048230.1,43500,222
CP048230.1,43522,43
CP048230.1,44773,1
CP048230.1,45436,69
CP048230.1,45443,22
CP048230.1,45472,5
CP048230.1,45518,2
CP048230.1,45889,17
CP048230.1,45917,124
CP048230.1,46032,25
CP048230.1,46041,91
CP048230.1,46139,94
CP048230.1,46394,41
CP048230.1,46773,11
CP048230.1,46910,53
CP048230.1,46915,3
CP048230.1,47272,13
CP048230.1,47299,130
CP048230.1,47445,2
CP048230.1,47452,41
CP048230.1,47470,19
CP048230.1,47521,2
CP048230.1,47700,7
CP048230.1,47835,188
CP048230.1,47976,270
CP048230.1,48014,263
CP048230.1,48134,4
CP048230.1,48224,41
CP048230.1,48701,11
CP048230.1,48787,142
CP048230.1,48798,29
CP048230.1,48909,58
CP048230.1,48975,145
CP048230.1,49147,70
CP048230.1,49332,134
CP048230.1,49339,162
CP048230.1,49393,2
CP048230.1,49461,20
CP048230.1,49629,27
CP048230.1,50362,191
CP048230.1,50369,106
CP048230.1,50510,702
CP048230.1,50525,137
CP048230.1,50558,61
CP048230.1,50623,161
CP048230.1,50810,169
CP048230.1,50869,38
CP048230.1,50879,238
CP048230.1,50905,60
CP048230.1,50919,39
CP048230.1,51017,167
CP048230.1,51024,238
CP048230.1,51046,323
CP048230.1,51102,121
CP048230.1,51109,59
CP048230.1,51128,63
CP048230.1,51135,19
CP048230.1,51149,1011
