Chromosome,Position,Reads
CP048230.1,21047,1
CP048230.1,26244,73
CP048230.1,31789,62
CP048230.1,31927,33
CP048230.1,31936,18
CP048230.1,32577,8
CP048230.1,33638,12
CP048230.1,33654,20
CP048230.1,33906,6
CP048230.1,33956,53
CP048230.1,39102,33
CP048230.1,39103,228
CP048230.1,39199,174
CP048230.1,39205,103
CP048230.1,39207,474
CP048230.1,39216,6
CP048230.1,39231,3
CP048230.1,39235,300
CP048230.1,39241,148
CP048230.1,39242,640
CP048230.1,39266,134
CP048230.1,39272,1996
CP048230.1,39279,2676
CP048230.1,39283,512
CP048230.1,39287,58
CP048230.1,39290,125
CP048230.1,39291,23
CP048230.1,39379,88
CP048230.1,39407,225
CP048230.1,39439,38
CP048230.1,39446,116
CP048230.1,39453,96
CP048230.1,39455,93
CP048230.1,39462,109
CP048230.1,39480,3
CP048230.1,39523,59
CP048230.1,39565,24
CP048230.1,39574,347
CP048230.1,39588,199
CP048230.1,39659,22
CP048230.1,39666,772
CP048230.1,39690,203
CP048230.1,39943,8
CP048230.1,40538,122
CP048230.1,41121,10
CP048230.1,41221,140
CP048230.1,43314,532
CP048230.1,43321,145
CP048230.1,43356,14
CP048230.1,43450,275
CP048230.1,43493,151
CP048230.1,43515,1
CP048230.1,43522,139
CP048230.1,45436,164
CP048230.1,45443,119
CP048230.1,45472,3
CP048230.1,45518,13
CP048230.1,45889,71
CP048230.1,46032,56
CP048230.1,46394,142
CP048230.1,46910,181
CP048230.1,47272,56
CP048230.1,47445,14
CP048230.1,47452,171
CP048230.1,47521,7
CP048230.1,47700,28
CP048230.1,47882,14
CP048230.1,47976,243
CP048230.1,48134,15
CP048230.1,48224,150
CP048230.1,48794,8
CP048230.1,48798,153
CP048230.1,48975,450
CP048230.1,49147,239
CP048230.1,49339,97
CP048230.1,49393,10
CP048230.1,49461,72
CP048230.1,50362,8
CP048230.1,50369,318
CP048230.1,50503,233
CP048230.1,50510,363
CP048230.1,50558,222
CP048230.1,50869,132
CP048230.1,50919,164
CP048230.1,51017,5
CP048230.1,51046,43
CP048230.1,51102,179
CP048230.1,51109,34
CP048230.1,51114,1
CP048230.1,51128,261
CP048230.1,51135,61
CP048230.1,51149,530
CP048230.1,51156,283
CP048230.1,51160,277
CP048230.1,51172,27
CP048230.1,51236,2492
CP048230.1,51243,3103
CP048230.1,51330,3
CP048230.1,51425,27
CP048230.1,51467,668
CP048230.1,51473,113
CP048230.1,51482,6
CP048230.1,51499,182
CP048230.1,51512,16
CP048230.1,51519,8
CP048230.1,51529,213
CP048230.1,51535,621
CP048230.1,51549,1060
CP048230.1,51556,363
CP048230.1,51560,112
CP048230.1,51563,328
CP048230.1,51596,344
CP048230.1,51625,265
CP048230.1,51632,666
CP048230.1,51658,38
CP048230.1,51675,5
CP048230.1,51700,583
CP048230.1,51713,325
CP048230.1,51720,352
CP048230.1,51721,207
CP048230.1,51736,974
CP048230.1,51764,377
CP048230.1,51765,25
CP048230.1,51772,1105
CP048230.1,51882,1
CP048230.1,52037,1390
CP048230.1,52067,306
CP048230.1,52108,226
CP048230.1,52239,338
CP048230.1,52242,9
CP048230.1,52265,1
CP048230.1,52471,117
CP048230.1,54622,178
CP048230.1,54919,101
CP048230.1,55042,243
CP048230.1,55250,15
CP048230.1,55256,5
CP048230.1,55269,7
CP048230.1,55281,589
CP048230.1,55347,67
CP048230.1,55350,124
CP048230.1,57014,52
CP048230.1,57022,190
CP048230.1,57086,182
CP048230.1,58830,69
CP048230.1,58837,31
CP048230.1,58845,10
CP048230.1,58940,167
CP048230.1,58977,234
CP048230.1,58981,31
CP048230.1,58984,282
CP048230.1,58996,227
CP048230.1,58999,144
CP048230.1,59007,94
CP048230.1,59014,265
CP048230.1,59046,524
CP048230.1,59053,327
CP048230.1,59138,145
CP048230.1,59194,67
CP048230.1,59257,7
CP048230.1,59263,189
CP048230.1,59283,39
CP048230.1,59571,66
CP048230.1,59578,230
CP048230.1,59612,14
CP048230.1,59643,32
CP048230.1,59718,35
CP048230.1,59869,55
CP048230.1,60038,203
CP048230.1,60145,12
CP048230.1,60428,4
CP048230.1,60435,1
CP048230.1,60439,119
CP048230.1,60636,10
CP048230.1,60754,2
CP048230.1,60881,2
CP048230.1,60936,2
CP048230.1,60949,100
CP048230.1,60952,89
CP048230.1,60959,5
CP048230.1,60981,74
CP048230.1,61053,147
CP048230.1,61060,6
CP048230.1,61087,133
CP048230.1,61088,134
CP048230.1,61098,6
CP048230.1,61106,109
CP048230.1,61110,441
CP048230.1,61111,225
CP048230.1,61117,150
CP048230.1,61121,38
CP048230.1,61153,103
CP048230.1,61154,3
CP048230.1,61158,97
CP048230.1,61185,131
CP048230.1,61198,66
CP048230.1,61269,126
CP048230.1,61300,190
CP048230.1,61361,362
CP048230.1,61368,10
CP048230.1,61369,261
CP048230.1,61377,492
CP048230.1,61378,58
CP048230.1,61384,257
CP048230.1,61404,206
CP048230.1,61406,56
CP048230.1,61467,38
CP048230.1,61477,102
CP048230.1,61481,117
CP048230.1,61482,166
CP048230.1,61536,451
CP048230.1,61541,113
CP048230.1,61578,10
CP048230.1,61592,194
CP048230.1,61603,518
CP048230.1,61612,341
CP048230.1,61614,681
CP048230.1,61619,189
CP048230.1,61621,2859
CP048230.1,61624,24
CP048230.1,61633,64
CP048230.1,61634,264
CP048230.1,61644,16
CP048230.1,61686,263
CP048230.1,61690,14
CP048230.1,61697,383
CP048230.1,61703,349
CP048230.1,61721,25
CP048230.1,61738,8
CP048230.1,61752,139
CP048230.1,61796,496
CP048230.1,61808,158
CP048230.1,61815,706
CP048230.1,61819,340
CP048230.1,61863,16
CP048230.1,61903,85
CP048230.1,61986,154
CP048230.1,62006,206
CP048230.1,62099,55
CP048230.1,62106,77
CP048230.1,62211,202
CP048230.1,62262,234
CP048230.1,62379,141
CP048230.1,62380,2
CP048230.1,63259,210
CP048230.1,63359,2
CP048230.1,63444,3
CP048230.1,64408,124
CP048230.1,64665,70
CP048230.1,64949,10
CP048230.1,65317,152
CP048230.1,65386,6
CP048230.1,65554,3
CP048230.1,65561,1
CP048230.1,65606,19
CP048230.1,65766,37
CP048230.1,65807,5
CP048230.1,65837,113
CP048230.1,65974,65
CP048230.1,66283,147
CP048230.1,66574,2
CP048230.1,66913,155
CP048230.1,67286,126
CP048230.1,67779,31
CP048230.1,67819,20
CP048230.1,67965,128
CP048230.1,67972,5
CP048230.1,68663,501
CP048230.1,68767,29
CP048230.1,68778,342
CP048230.1,68794,41
CP048230.1,68813,81
CP048230.1,68840,36
CP048230.1,68849,20
CP048230.1,68931,26
CP048230.1,68943,30
CP048230.1,68950,60
CP048230.1,68956,255
CP048230.1,68963,5
CP048230.1,69016,1
CP048230.1,69019,7
CP048230.1,69026,348
CP048230.1,69066,309
CP048230.1,69073,4
CP048230.1,69126,6
CP048230.1,69149,51
CP048230.1,69174,154
CP048230.1,69181,2
CP048230.1,69237,86
CP048230.1,69303,3
CP048230.1,69420,198
CP048230.1,69439,98
CP048230.1,69449,363
CP048230.1,69522,529
CP048230.1,69544,221
CP048230.1,69650,2
CP048230.1,69688,43
CP048230.1,72554,3
CP048230.1,72618,1
CP048230.1,72659,486
CP048230.1,72666,388
CP048230.1,72675,140
CP048230.1,72712,471
CP048230.1,72791,417
CP048230.1,72823,62
CP048230.1,72831,45
CP048230.1,72908,74
CP048230.1,72934,460
CP048230.1,72935,4
CP048230.1,72939,321
CP048230.1,72950,3
CP048230.1,72959,374
CP048230.1,72969,355
CP048230.1,73089,372
CP048230.1,73096,624
CP048230.1,73108,655
CP048230.1,73115,442
CP048230.1,73117,1
CP048230.1,73141,6
CP048230.1,73148,598
CP048230.1,73155,296
CP048230.1,73179,180
CP048230.1,73200,274
CP048230.1,73219,432
CP048230.1,73224,338
CP048230.1,73230,338
CP048230.1,73239,260
CP048230.1,73246,262
CP048230.1,73272,792
CP048230.1,73281,32
CP048230.1,73347,17
CP048230.1,73399,72
CP048230.1,73400,117
CP048230.1,73417,3
CP048230.1,73427,548
CP048230.1,73436,363
CP048230.1,73458,326
CP048230.1,73466,1475
CP048230.1,73597,201
CP048230.1,73737,520
CP048230.1,73746,33
CP048230.1,73753,7
CP048230.1,73773,1
CP048230.1,74080,42
CP048230.1,74675,478
CP048230.1,74692,172
CP048230.1,74703,87
CP048230.1,75235,14
CP048230.1,75283,71
CP048230.1,75292,235
CP048230.1,75623,4
CP048230.1,75709,85
CP048230.1,75753,86
CP048230.1,75809,186
CP048230.1,75863,112
CP048230.1,75865,9
CP048230.1,75872,26
CP048230.1,75907,4
CP048230.1,75912,91
CP048230.1,75945,6
CP048230.1,75946,265
CP048230.1,76006,4
CP048230.1,76017,413
CP048230.1,76201,129
CP048230.1,76372,108
CP048230.1,76427,79
CP048230.1,76803,215
CP048230.1,76850,1
CP048230.1,77212,125
CP048230.1,77889,274
CP048230.1,77995,241
CP048230.1,78002,249
CP048230.1,78016,62
CP048230.1,78023,1044
CP048230.1,78035,211
CP048230.1,78039,387
CP048230.1,78062,436
CP048230.1,78071,368
CP048230.1,78079,65
CP048230.1,78086,210
CP048230.1,78087,820
CP048230.1,78094,1490
CP048230.1,78122,135
CP048230.1,78147,21
CP048230.1,78188,123
CP048230.1,78194,325
CP048230.1,78203,1
CP048230.1,78219,14
CP048230.1,78225,160
CP048230.1,78232,436
CP048230.1,78278,61
CP048230.1,78286,24
CP048230.1,78300,440
CP048230.1,78323,93
CP048230.1,78327,80
CP048230.1,78332,27
CP048230.1,78347,699
CP048230.1,78354,806
CP048230.1,78361,386
CP048230.1,78372,65
CP048230.1,78379,260
CP048230.1,78396,376
CP048230.1,78415,1555
CP048230.1,78418,1
CP048230.1,78422,1773
CP048230.1,78429,624
CP048230.1,78437,1470
CP048230.1,78445,840
CP048230.1,78466,8
CP048230.1,78473,53
CP048230.1,78477,1
CP048230.1,78478,86
CP048230.1,78484,234
CP048230.1,78507,51
CP048230.1,78522,1396
CP048230.1,78545,30
CP048230.1,78561,20
CP048230.1,78570,2
CP048230.1,78576,28
CP048230.1,78584,63
CP048230.1,78614,168
CP048230.1,78621,1646
CP048230.1,78628,612
CP048230.1,78629,573
CP048230.1,78636,446
CP048230.1,78658,362
CP048230.1,78667,1
CP048230.1,78672,379
CP048230.1,78679,38
CP048230.1,78699,1
CP048230.1,78720,169
CP048230.1,78733,275
CP048230.1,78749,160
CP048230.1,78756,10
CP048230.1,78758,76
CP048230.1,78761,1
CP048230.1,78767,243
CP048230.1,78810,311
CP048230.1,78817,38
CP048230.1,78865,15
CP048230.1,78892,762
CP048230.1,78899,915
CP048230.1,78904,2
CP048230.1,78907,379
CP048230.1,78921,5
CP048230.1,78927,531
CP048230.1,78934,1
CP048230.1,78970,1
CP048230.1,79029,33
CP048230.1,79036,966
CP048230.1,79038,19
CP048230.1,79045,143
CP048230.1,79109,77
CP048230.1,79116,492
CP048230.1,79130,163
CP048230.1,79137,42
CP048230.1,79163,238
CP048230.1,79166,279
CP048230.1,79195,375
CP048230.1,79201,435
CP048230.1,79223,479
CP048230.1,79230,124
CP048230.1,79266,47
CP048230.1,79338,207
CP048230.1,79381,7
CP048230.1,79431,2
CP048230.1,79434,1
CP048230.1,79443,1
CP048230.1,79473,1
CP048230.1,79487,364
CP048230.1,79516,69
CP048230.1,79521,174
CP048230.1,79682,243
CP048230.1,79689,284
CP048230.1,79698,22
CP048230.1,79701,122
CP048230.1,79705,1
CP048230.1,79752,683
CP048230.1,79759,351
CP048230.1,79810,168
CP048230.1,80158,160
CP048230.1,80265,58
CP048230.1,80447,18
CP048230.1,80448,1
CP048230.1,80585,104
CP048230.1,80592,165
CP048230.1,80999,56
CP048230.1,81024,110
CP048230.1,81410,3
CP048230.1,81866,282
CP048230.1,82029,144
CP048230.1,83237,53
CP048230.1,84003,5
CP048230.1,84026,192
CP048230.1,84032,175
CP048230.1,84035,199
CP048230.1,84042,1
CP048230.1,84054,240
CP048230.1,84063,216
CP048230.1,84070,351
CP048230.1,84071,167
CP048230.1,84078,1124
CP048230.1,84157,110
CP048230.1,84180,2
CP048230.1,84187,306
CP048230.1,84203,64
CP048230.1,84368,29
CP048230.1,84531,45
CP048230.1,84643,57
CP048230.1,84704,31
CP048230.1,85134,5
CP048230.1,85300,164
CP048230.1,85456,256
CP048230.1,85460,142
CP048230.1,85679,1
CP048230.1,85833,102
CP048230.1,85978,59
CP048230.1,86018,8
CP048230.1,86019,3
CP048230.1,86029,2293
CP048230.1,86036,718
CP048230.1,86045,207
CP048230.1,86089,16
CP048230.1,86098,81
CP048230.1,86156,79
CP048230.1,86198,59
CP048230.1,86207,100
CP048230.1,86208,1288
CP048230.1,86215,141
CP048230.1,86217,319
CP048230.1,86230,21
CP048230.1,86279,22
CP048230.1,86281,18
CP048230.1,86318,43
CP048230.1,86350,2
CP048230.1,86357,140
CP048230.1,86358,1
CP048230.1,86365,60
CP048230.1,86453,55
CP048230.1,86529,252
CP048230.1,86538,142
CP048230.1,87294,254
CP048230.1,87315,247
CP048230.1,87382,77
CP048230.1,87389,311
CP048230.1,87428,347
CP048230.1,87465,47
CP048230.1,87488,423
CP048230.1,87535,22
CP048230.1,87550,222
CP048230.1,87627,43
CP048230.1,87673,12
CP048230.1,87733,82
CP048230.1,88228,126
CP048230.1,88290,1
CP048230.1,88541,92
CP048230.1,89038,58
CP048230.1,89400,38
CP048230.1,89455,171
CP048230.1,89491,242
CP048230.1,89573,254
CP048230.1,89580,39
CP048230.1,89933,252
CP048230.1,90056,135
CP048230.1,90436,61
CP048230.1,90609,1
CP048230.1,90616,167
CP048230.1,90884,281
CP048230.1,91220,162
CP048230.1,91435,2
CP048230.1,91589,147
CP048230.1,92039,559
CP048230.1,92108,514
CP048230.1,92132,126
CP048230.1,92162,1
CP048230.1,92903,250
CP048230.1,92910,75
CP048230.1,92918,1
CP048230.1,92985,4
CP048230.1,92997,18
CP048230.1,93040,252
CP048230.1,93047,275
CP048230.1,93057,272
CP048230.1,93140,68
CP048230.1,93204,190
CP048230.1,93584,87
CP048230.1,93821,70
CP048230.1,93931,197
CP048230.1,93938,3
CP048230.1,94140,175
CP048230.1,94202,136
CP048230.1,94305,183
CP048230.1,94520,183
CP048230.1,94556,88
CP048230.1,94606,4
CP048230.1,94639,148
CP048230.1,94712,54
CP048230.1,94770,1
CP048230.1,94822,133
CP048230.1,94884,318
CP048230.1,94889,1
CP048230.1,94891,93
CP048230.1,94895,335
CP048230.1,94918,119
CP048230.1,94925,90
CP048230.1,94994,59
CP048230.1,95023,184
CP048230.1,95028,1
