Bin index,yH299-parent-pool4_normalized,yH299-parent-pool4_normalized rank
CP048230.1-0,1,1172
CP048230.1-1,0,1220
CP048230.1-2,1,1173
CP048230.1-3,9,687
CP048230.1-4,9,688
CP048230.1-5,29,148
CP048230.1-6,32,113
CP048230.1-7,67,21
CP048230.1-8,25,199
CP048230.1-9,86,11
CP048230.1-10,26,185
CP048230.1-11,8,746
CP048230.1-12,57,35
CP048230.1-13,25,200
CP048230.1-14,47,57
CP048230.1-15,16,397
CP048230.1-16,11,590
CP048230.1-17,17,364
CP048230.1-18,49,52
CP048230.1-19,26,186
CP048230.1-20,21,265
CP048230.1-21,5,927
CP048230.1-22,2,1113
CP048230.1-23,22,245
CP048230.1-24,3,1046
CP048230.1-25,21,266
CP048230.1-26,22,246
CP048230.1-27,21,267
CP048230.1-28,8,747
CP048230.1-29,6,863
CP048230.1-30,1,1174
CP048230.1-31,2,1114
CP048230.1-32,17,365
CP048230.1-33,19,315
CP048230.1-34,10,646
CP048230.1-35,15,429
CP048230.1-36,3,1047
CP048230.1-37,30,138
CP048230.1-38,7,811
CP048230.1-39,8,748
CP048230.1-40,5,928
CP048230.1-41,14,469
CP048230.1-42,12,545
CP048230.1-43,21,268
CP048230.1-44,30,139
CP048230.1-45,7,812
CP048230.1-46,11,591
CP048230.1-47,21,269
CP048230.1-48,16,398
CP048230.1-49,1,1175
CP048230.1-50,3,1048
CP048231.1-0,1,1176
CP048231.1-1,9,689
CP048231.1-2,6,864
CP048231.1-3,20,294
CP048231.1-4,13,508
CP048231.1-5,26,187
CP048231.1-6,16,399
CP048231.1-7,19,316
CP048231.1-8,14,470
CP048231.1-9,39,76
CP048231.1-10,11,592
CP048231.1-11,6,865
CP048231.1-12,5,929
CP048231.1-13,8,749
CP048231.1-14,5,930
CP048231.1-15,6,866
CP048231.1-16,6,867
CP048231.1-17,7,813
CP048231.1-18,13,509
CP048231.1-19,6,868
CP048231.1-20,8,750
CP048231.1-21,2,1115
CP048231.1-22,8,751
CP048231.1-23,34,96
CP048231.1-24,14,471
CP048231.1-25,18,338
CP048231.1-26,21,270
CP048231.1-27,33,107
CP048231.1-28,39,77
CP048231.1-29,70,16
CP048231.1-30,52,43
CP048231.1-31,10,647
CP048231.1-32,11,593
CP048231.1-33,11,594
CP048231.1-34,12,546
CP048231.1-35,67,22
CP048231.1-36,8,752
CP048231.1-37,52,44
CP048231.1-38,75,13
CP048231.1-39,17,366
CP048231.1-40,16,400
CP048231.1-41,40,72
CP048231.1-42,17,367
CP048231.1-43,32,114
CP048231.1-44,89,10
CP048231.1-45,56,38
CP048231.1-46,39,78
CP048231.1-47,72,15
CP048231.1-48,53,42
CP048231.1-49,0,1221
CP048231.1-50,1,1177
CP048232.1-0,1,1178
CP048232.1-1,3,1049
CP048232.1-2,11,595
CP048232.1-3,15,430
CP048232.1-4,16,401
CP048232.1-5,17,368
CP048232.1-6,8,753
CP048232.1-7,9,690
CP048232.1-8,17,369
CP048232.1-9,4,991
CP048232.1-10,8,754
CP048232.1-11,10,648
CP048232.1-12,8,755
CP048232.1-13,13,510
CP048232.1-14,10,649
CP048232.1-15,7,814
CP048232.1-16,34,97
CP048232.1-17,2,1116
CP048232.1-18,21,271
CP048232.1-19,15,431
CP048232.1-20,3,1050
CP048232.1-21,12,547
CP048232.1-22,12,548
CP048232.1-23,27,173
CP048232.1-24,33,108
CP048232.1-25,2,1117
CP048232.1-26,12,549
CP048232.1-27,15,432
CP048232.1-28,20,295
CP048232.1-29,18,339
CP048232.1-30,11,596
CP048232.1-31,46,60
CP048232.1-32,23,229
CP048232.1-33,13,511
CP048232.1-34,25,201
CP048232.1-35,13,512
CP048232.1-36,30,140
CP048232.1-37,48,54
CP048232.1-38,30,141
CP048232.1-39,48,55
CP048232.1-40,69,18
CP048232.1-41,73,14
CP048232.1-42,62,30
CP048232.1-43,109,2
CP048232.1-44,57,36
CP048232.1-45,57,37
CP048232.1-46,15,433
CP048232.1-47,59,32
CP048232.1-48,15,434
CP048232.1-49,15,435
CP048232.1-50,23,230
CP048232.1-51,7,815
CP048232.1-52,10,650
CP048232.1-53,3,1051
CP048233.1-0,1,1179
CP048233.1-1,6,869
CP048233.1-2,22,247
CP048233.1-3,9,691
CP048233.1-4,4,992
CP048233.1-5,25,202
CP048233.1-6,12,550
CP048233.1-7,17,370
CP048233.1-8,13,513
CP048233.1-9,39,79
CP048233.1-10,29,149
CP048233.1-11,3,1052
CP048233.1-12,21,272
CP048233.1-13,10,651
CP048233.1-14,12,551
CP048233.1-15,8,756
CP048233.1-16,15,436
CP048233.1-17,3,1053
CP048233.1-18,27,174
CP048233.1-19,4,993
CP048233.1-20,3,1054
CP048233.1-21,9,692
CP048233.1-22,4,994
CP048233.1-23,3,1055
CP048233.1-24,19,317
CP048233.1-25,4,995
CP048233.1-26,6,870
CP048233.1-27,4,996
CP048233.1-28,2,1118
CP048233.1-29,4,997
CP048233.1-30,9,693
CP048233.1-31,8,757
CP048233.1-32,2,1119
CP048233.1-33,4,998
CP048233.1-34,5,931
CP048233.1-35,4,999
CP048233.1-36,6,871
CP048233.1-37,4,1000
CP048233.1-38,16,402
CP048233.1-39,16,403
CP048233.1-40,13,514
CP048233.1-41,6,872
CP048233.1-42,11,597
CP048233.1-43,10,652
CP048233.1-44,6,873
CP048233.1-45,12,552
CP048233.1-46,11,598
CP048233.1-47,27,175
CP048233.1-48,8,758
CP048233.1-49,16,404
CP048233.1-50,12,553
CP048233.1-51,9,694
CP048233.1-52,3,1056
CP048233.1-53,40,73
CP048233.1-54,33,109
CP048233.1-55,51,45
CP048233.1-56,14,472
CP048233.1-57,22,248
CP048233.1-58,32,115
CP048233.1-59,46,61
CP048233.1-60,54,41
CP048233.1-61,31,130
CP048233.1-62,23,231
CP048233.1-63,25,203
CP048233.1-64,66,24
CP048233.1-65,11,599
CP048233.1-66,51,46
CP048233.1-67,19,318
CP048233.1-68,32,116
CP048233.1-69,1,1180
CP048234.1-0,0,1222
CP048234.1-1,1,1181
CP048234.1-2,0,1223
CP048234.1-3,0,1224
CP048234.1-4,3,1057
CP048234.1-5,3,1058
CP048234.1-6,5,932
CP048234.1-7,5,933
CP048234.1-8,11,600
CP048234.1-9,10,653
CP048234.1-10,9,695
CP048234.1-11,6,874
CP048234.1-12,26,188
CP048234.1-13,28,164
CP048234.1-14,25,204
CP048234.1-15,5,934
CP048234.1-16,4,1001
CP048234.1-17,10,654
CP048234.1-18,10,655
CP048234.1-19,31,131
CP048234.1-20,22,249
CP048234.1-21,22,250
CP048234.1-22,37,85
CP048234.1-23,69,19
CP048234.1-24,28,165
CP048234.1-25,44,64
CP048234.1-26,59,33
CP048234.1-27,34,98
CP048234.1-28,34,99
CP048234.1-29,16,405
CP048234.1-30,40,74
CP048234.1-31,43,67
CP048234.1-32,24,218
CP048234.1-33,17,371
CP048234.1-34,7,816
CP048234.1-35,7,817
CP048234.1-36,29,150
CP048234.1-37,13,515
CP048234.1-38,12,554
CP048234.1-39,32,117
CP048234.1-40,8,759
CP048234.1-41,20,296
CP048234.1-42,9,696
CP048234.1-43,29,151
CP048234.1-44,47,58
CP048234.1-45,8,760
CP048234.1-46,27,176
CP048234.1-47,12,555
CP048234.1-48,9,697
CP048234.1-49,19,319
CP048234.1-50,28,166
CP048234.1-51,2,1120
CP048234.1-52,14,473
CP048234.1-53,16,406
CP048234.1-54,2,1121
CP048234.1-55,6,875
CP048234.1-56,15,437
CP048234.1-57,29,152
CP048234.1-58,21,273
CP048234.1-59,7,818
CP048234.1-60,3,1059
CP048234.1-61,14,474
CP048234.1-62,25,205
CP048234.1-63,14,475
CP048234.1-64,21,274
CP048234.1-65,20,297
CP048234.1-66,20,298
CP048234.1-67,11,601
CP048234.1-68,1,1182
CP048234.1-69,0,1225
CP048234.1-70,1,1183
CP048235.1-0,1,1184
CP048235.1-1,0,1226
CP048235.1-2,2,1122
CP048235.1-3,20,299
CP048235.1-4,23,232
CP048235.1-5,34,100
CP048235.1-6,1,1185
CP048235.1-7,28,167
CP048235.1-8,42,68
CP048235.1-9,18,340
CP048235.1-10,10,656
CP048235.1-11,11,602
CP048235.1-12,16,407
CP048235.1-13,11,603
CP048235.1-14,34,101
CP048235.1-15,14,476
CP048235.1-16,69,20
CP048235.1-17,5,935
CP048235.1-18,30,142
CP048235.1-19,29,153
CP048235.1-20,32,118
CP048235.1-21,5,936
CP048235.1-22,14,477
CP048235.1-23,36,86
CP048235.1-24,95,5
CP048235.1-25,46,62
CP048235.1-26,18,341
CP048235.1-27,24,219
CP048235.1-28,7,819
CP048235.1-29,17,372
CP048235.1-30,32,119
CP048235.1-31,4,1002
CP048235.1-32,7,820
CP048235.1-33,5,937
CP048235.1-34,32,120
CP048235.1-35,20,300
CP048235.1-36,12,556
CP048235.1-37,18,342
CP048235.1-38,1,1186
CP048235.1-39,5,938
CP048235.1-40,6,876
CP048235.1-41,7,821
CP048235.1-42,18,343
CP048235.1-43,38,83
CP048235.1-44,1,1187
CP048235.1-45,6,877
CP048235.1-46,19,320
CP048235.1-47,32,121
CP048235.1-48,25,206
CP048235.1-49,8,761
CP048235.1-50,20,301
CP048235.1-51,11,604
CP048235.1-52,1,1188
CP048235.1-53,16,408
CP048235.1-54,7,822
CP048235.1-55,17,373
CP048235.1-56,4,1003
CP048235.1-57,5,939
CP048235.1-58,7,823
CP048235.1-59,5,940
CP048235.1-60,11,605
CP048235.1-61,14,478
CP048235.1-62,16,409
CP048235.1-63,20,302
CP048235.1-64,17,374
CP048235.1-65,2,1123
CP048235.1-66,7,824
CP048235.1-67,3,1060
CP048235.1-68,8,762
CP048235.1-69,14,479
CP048235.1-70,20,303
CP048235.1-71,8,763
CP048235.1-72,2,1124
CP048235.1-73,12,557
CP048235.1-74,19,321
CP048235.1-75,44,65
CP048235.1-76,7,825
CP048235.1-77,9,698
CP048235.1-78,6,878
CP048235.1-79,7,826
CP048235.1-80,12,558
CP048235.1-81,15,438
CP048235.1-82,10,657
CP048235.1-83,9,699
CP048235.1-84,6,879
CP048235.1-85,2,1125
CP048235.1-86,21,275
CP048235.1-87,4,1004
CP048235.1-88,24,220
CP048235.1-89,14,480
CP048235.1-90,16,410
CP048235.1-91,17,375
CP048235.1-92,8,764
CP048235.1-93,7,827
CP048236.1-0,6,880
CP048236.1-1,0,1227
CP048236.1-2,5,941
CP048236.1-3,29,154
CP048236.1-4,49,53
CP048236.1-5,63,29
CP048236.1-6,16,411
CP048236.1-7,23,233
CP048236.1-8,42,69
CP048236.1-9,38,84
CP048236.1-10,19,322
CP048236.1-11,56,39
CP048236.1-12,51,47
CP048236.1-13,26,189
CP048236.1-14,20,304
CP048236.1-15,17,376
CP048236.1-16,32,122
CP048236.1-17,13,516
CP048236.1-18,3,1061
CP048236.1-19,30,143
CP048236.1-20,22,251
CP048236.1-21,5,942
CP048236.1-22,4,1005
CP048236.1-23,15,439
CP048236.1-24,7,828
CP048236.1-25,1,1189
CP048236.1-26,17,377
CP048236.1-27,23,234
CP048236.1-28,29,155
CP048236.1-29,19,323
CP048236.1-30,3,1062
CP048236.1-31,21,276
CP048236.1-32,13,517
CP048236.1-33,9,700
CP048236.1-34,0,1228
CP048236.1-35,8,765
CP048236.1-36,21,277
CP048236.1-37,10,658
CP048236.1-38,4,1006
CP048236.1-39,27,177
CP048236.1-40,3,1063
CP048236.1-41,4,1007
CP048236.1-42,12,559
CP048236.1-43,8,766
CP048236.1-44,15,440
CP048236.1-45,3,1064
CP048236.1-46,7,829
CP048236.1-47,27,178
CP048236.1-48,5,943
CP048236.1-49,6,881
CP048236.1-50,6,882
CP048236.1-51,22,252
CP048236.1-52,5,944
CP048236.1-53,9,701
CP048236.1-54,3,1065
CP048236.1-55,16,412
CP048236.1-56,3,1066
CP048236.1-57,22,253
CP048236.1-58,12,560
CP048236.1-59,18,344
CP048236.1-60,16,413
CP048236.1-61,2,1126
CP048236.1-62,4,1008
CP048236.1-63,14,481
CP048236.1-64,23,235
CP048236.1-65,3,1067
CP048236.1-66,4,1009
CP048236.1-67,6,883
CP048236.1-68,2,1127
CP048236.1-69,9,702
CP048236.1-70,22,254
CP048236.1-71,8,767
CP048236.1-72,7,830
CP048236.1-73,13,518
CP048236.1-74,13,519
CP048236.1-75,1,1190
CP048236.1-76,3,1068
CP048236.1-77,18,345
CP048236.1-78,5,945
CP048236.1-79,6,884
CP048236.1-80,1,1191
CP048236.1-81,9,703
CP048236.1-82,9,704
CP048236.1-83,9,705
CP048236.1-84,12,561
CP048236.1-85,0,1229
CP048236.1-86,12,562
CP048236.1-87,18,346
CP048236.1-88,9,706
CP048236.1-89,7,831
CP048236.1-90,5,946
