Chromosome,Position,Reads
CP048230.1,1774,412
CP048230.1,21047,19
CP048230.1,39101,1
CP048230.1,39235,121
CP048230.1,39241,1
CP048230.1,39248,3
CP048230.1,39272,737
CP048230.1,39279,296
CP048230.1,39283,2
CP048230.1,39290,219
CP048230.1,39659,17
CP048230.1,40625,34
CP048230.1,43314,14
CP048230.1,43493,34
CP048230.1,44723,15
CP048230.1,44732,105
CP048230.1,47477,375
CP048230.1,47789,62
CP048230.1,49192,331
CP048230.1,49339,172
CP048230.1,50510,439
CP048230.1,50915,114
CP048230.1,51121,299
CP048230.1,51236,35
CP048230.1,51243,478
CP048230.1,51519,2
CP048230.1,51553,219
CP048230.1,51624,650
CP048230.1,51757,196
CP048230.1,51764,707
CP048230.1,52037,525
CP048230.1,52074,361
CP048230.1,52270,12
CP048230.1,53930,34
CP048230.1,55184,26
CP048230.1,55213,27
CP048230.1,55280,236
CP048230.1,55377,85
CP048230.1,57138,522
CP048230.1,57172,204
CP048230.1,58889,1
CP048230.1,58940,83
CP048230.1,58956,297
CP048230.1,58996,33
CP048230.1,59007,40
CP048230.1,59129,57
CP048230.1,59496,9
CP048230.1,59624,395
CP048230.1,59998,1
CP048230.1,60428,228
CP048230.1,60475,3
CP048230.1,60927,186
CP048230.1,61053,73
CP048230.1,61060,143
CP048230.1,61088,84
CP048230.1,61113,122
CP048230.1,61117,89
CP048230.1,61151,70
CP048230.1,61242,14
CP048230.1,61361,15
CP048230.1,61469,1
CP048230.1,61475,113
CP048230.1,61536,76
CP048230.1,61612,106
CP048230.1,61614,589
CP048230.1,61621,669
CP048230.1,61641,124
CP048230.1,61690,32
CP048230.1,61699,333
CP048230.1,61721,12
CP048230.1,61819,74
CP048230.1,62090,196
CP048230.1,65613,82
CP048230.1,67279,20
CP048230.1,67972,4
CP048230.1,68950,455
CP048230.1,68963,140
CP048230.1,69066,115
CP048230.1,69073,39
CP048230.1,69353,3
CP048230.1,69449,147
CP048230.1,72666,66
CP048230.1,72823,312
CP048230.1,73096,377
CP048230.1,73098,920
CP048230.1,73103,1
CP048230.1,73108,735
CP048230.1,73148,26
CP048230.1,73155,2
CP048230.1,73162,849
CP048230.1,73224,1
CP048230.1,73246,365
CP048230.1,73381,1488
CP048230.1,73434,269
CP048230.1,73750,241
CP048230.1,73780,2313
CP048230.1,74087,43
CP048230.1,74736,511
CP048230.1,75292,1
CP048230.1,75810,314
CP048230.1,75932,1
CP048230.1,76661,101
CP048230.1,77696,69
CP048230.1,77840,100
CP048230.1,77995,345
CP048230.1,78016,108
CP048230.1,78023,72
CP048230.1,78071,510
CP048230.1,78094,446
CP048230.1,78108,1
CP048230.1,78225,305
CP048230.1,78347,547
CP048230.1,78361,9
CP048230.1,78387,161
CP048230.1,78415,25
CP048230.1,78422,41
CP048230.1,78438,731
CP048230.1,78445,660
CP048230.1,78519,363
CP048230.1,78522,714
CP048230.1,78621,99
CP048230.1,78629,530
CP048230.1,78636,1
CP048230.1,78652,2
CP048230.1,78706,43
CP048230.1,78756,321
CP048230.1,78761,364
CP048230.1,78830,2
CP048230.1,78856,3
CP048230.1,78860,8
CP048230.1,78899,1
CP048230.1,78915,55
CP048230.1,79000,26
CP048230.1,79004,341
CP048230.1,79038,188
CP048230.1,79116,106
CP048230.1,79224,8
CP048230.1,79230,589
CP048230.1,79434,53
CP048230.1,79461,262
CP048230.1,79473,1
CP048230.1,79511,113
CP048230.1,79578,122
CP048230.1,79585,7
CP048230.1,79708,80
CP048230.1,79752,472
CP048230.1,79759,168
CP048230.1,81454,5
CP048230.1,81498,15
CP048230.1,84035,161
CP048230.1,84042,12
CP048230.1,84063,226
