Bin index,yH299-parent-pool4_normalized,yH299-parent-pool4_normalized rank
CP048230.1-0,1,1185
CP048230.1-1,0,1223
CP048230.1-2,1,1186
CP048230.1-3,11,647
CP048230.1-4,11,648
CP048230.1-5,35,121
CP048230.1-6,37,108
CP048230.1-7,77,18
CP048230.1-8,27,215
CP048230.1-9,92,11
CP048230.1-10,26,229
CP048230.1-11,9,743
CP048230.1-12,66,30
CP048230.1-13,26,230
CP048230.1-14,50,60
CP048230.1-15,19,361
CP048230.1-16,11,649
CP048230.1-17,21,310
CP048230.1-18,56,46
CP048230.1-19,29,181
CP048230.1-20,23,274
CP048230.1-21,4,1016
CP048230.1-22,2,1121
CP048230.1-23,24,254
CP048230.1-24,4,1017
CP048230.1-25,23,275
CP048230.1-26,25,244
CP048230.1-27,24,255
CP048230.1-28,10,709
CP048230.1-29,8,796
CP048230.1-30,0,1224
CP048230.1-31,2,1122
CP048230.1-32,21,311
CP048230.1-33,22,292
CP048230.1-34,15,494
CP048230.1-35,17,430
CP048230.1-36,2,1123
CP048230.1-37,31,156
CP048230.1-38,7,846
CP048230.1-39,7,847
CP048230.1-40,6,909
CP048230.1-41,18,387
CP048230.1-42,10,710
CP048230.1-43,23,276
CP048230.1-44,31,157
CP048230.1-45,8,797
CP048230.1-46,12,597
CP048230.1-47,22,293
CP048230.1-48,16,461
CP048230.1-49,2,1124
CP048230.1-50,4,1018
CP048231.1-0,1,1187
CP048231.1-1,10,711
CP048231.1-2,7,848
CP048231.1-3,20,338
CP048231.1-4,14,523
CP048231.1-5,30,170
CP048231.1-6,17,431
CP048231.1-7,19,362
CP048231.1-8,15,495
CP048231.1-9,39,90
CP048231.1-10,15,496
CP048231.1-11,8,798
CP048231.1-12,7,849
CP048231.1-13,9,744
CP048231.1-14,5,968
CP048231.1-15,6,910
CP048231.1-16,7,850
CP048231.1-17,7,851
CP048231.1-18,12,598
CP048231.1-19,6,911
CP048231.1-20,8,799
CP048231.1-21,2,1125
CP048231.1-22,11,650
CP048231.1-23,39,91
CP048231.1-24,13,560
CP048231.1-25,19,363
CP048231.1-26,24,256
CP048231.1-27,40,85
CP048231.1-28,45,71
CP048231.1-29,77,19
CP048231.1-30,53,54
CP048231.1-31,10,712
CP048231.1-32,14,524
CP048231.1-33,12,599
CP048231.1-34,16,462
CP048231.1-35,73,24
CP048231.1-36,11,651
CP048231.1-37,59,39
CP048231.1-38,80,14
CP048231.1-39,19,364
CP048231.1-40,19,365
CP048231.1-41,39,92
CP048231.1-42,21,312
CP048231.1-43,38,99
CP048231.1-44,97,10
CP048231.1-45,65,32
CP048231.1-46,46,69
CP048231.1-47,76,20
CP048231.1-48,57,42
CP048232.1-0,1,1188
CP048232.1-1,3,1077
CP048232.1-2,14,525
CP048232.1-3,17,432
CP048232.1-4,18,388
CP048232.1-5,19,366
CP048232.1-6,11,652
CP048232.1-7,11,653
CP048232.1-8,17,433
CP048232.1-9,4,1019
CP048232.1-10,8,800
CP048232.1-11,14,526
CP048232.1-12,8,801
CP048232.1-13,15,497
CP048232.1-14,11,654
CP048232.1-15,7,852
CP048232.1-16,37,109
CP048232.1-17,2,1126
CP048232.1-18,25,245
CP048232.1-19,17,434
CP048232.1-20,4,1020
CP048232.1-21,14,527
