Chromosome,Position,Reads
CP048230.1,1774,1136
CP048230.1,21047,49
CP048230.1,39102,1
CP048230.1,39235,258
CP048230.1,39241,1
CP048230.1,39248,9
CP048230.1,39272,2044
CP048230.1,39279,837
CP048230.1,39283,5
CP048230.1,39290,592
CP048230.1,39407,1
CP048230.1,39659,60
CP048230.1,39666,1
CP048230.1,40625,76
CP048230.1,43314,31
CP048230.1,43493,101
CP048230.1,44723,36
CP048230.1,44732,226
CP048230.1,45436,1
CP048230.1,47477,1042
CP048230.1,47789,205
CP048230.1,49192,922
CP048230.1,49339,455
CP048230.1,49399,1
CP048230.1,50503,1
CP048230.1,50510,1130
CP048230.1,50563,1
CP048230.1,50915,318
CP048230.1,51121,802
CP048230.1,51236,82
CP048230.1,51243,1236
CP048230.1,51519,9
CP048230.1,51535,1
CP048230.1,51553,594
CP048230.1,51556,1
CP048230.1,51624,1901
CP048230.1,51757,505
CP048230.1,51764,1768
CP048230.1,51772,1
CP048230.1,52037,1302
CP048230.1,52074,1002
CP048230.1,52266,1
CP048230.1,52270,24
CP048230.1,53930,108
CP048230.1,55184,71
CP048230.1,55213,67
CP048230.1,55280,655
CP048230.1,55377,188
CP048230.1,57138,1408
CP048230.1,57172,517
CP048230.1,58889,1
CP048230.1,58940,260
CP048230.1,58956,772
CP048230.1,58996,83
CP048230.1,59007,124
CP048230.1,59129,161
CP048230.1,59496,24
CP048230.1,59624,1017
CP048230.1,59998,1
CP048230.1,60428,599
CP048230.1,60475,21
CP048230.1,60927,464
CP048230.1,60988,2
CP048230.1,61053,208
CP048230.1,61060,336
CP048230.1,61088,227
CP048230.1,61113,332
CP048230.1,61117,269
CP048230.1,61151,199
CP048230.1,61242,22
CP048230.1,61361,46
CP048230.1,61469,1
CP048230.1,61475,359
CP048230.1,61536,246
CP048230.1,61612,278
CP048230.1,61614,1597
CP048230.1,61621,1871
CP048230.1,61641,360
CP048230.1,61690,80
CP048230.1,61699,865
CP048230.1,61721,27
CP048230.1,61815,1
CP048230.1,61819,150
CP048230.1,61884,1
CP048230.1,62090,545
CP048230.1,65613,164
CP048230.1,67279,60
CP048230.1,67972,11
CP048230.1,68950,1235
CP048230.1,68963,447
CP048230.1,69023,1
CP048230.1,69066,300
CP048230.1,69073,83
CP048230.1,69353,8
CP048230.1,69449,436
CP048230.1,69650,1
CP048230.1,72666,218
CP048230.1,72734,2
CP048230.1,72823,877
CP048230.1,73089,1
CP048230.1,73096,998
CP048230.1,73098,2316
CP048230.1,73103,3
CP048230.1,73108,1906
CP048230.1,73115,2
CP048230.1,73117,2
CP048230.1,73148,68
CP048230.1,73155,3
CP048230.1,73162,2226
CP048230.1,73219,1
CP048230.1,73224,6
CP048230.1,73246,895
CP048230.1,73381,3828
CP048230.1,73434,708
CP048230.1,73606,1
CP048230.1,73750,651
CP048230.1,73776,1
CP048230.1,73780,6191
CP048230.1,74087,149
CP048230.1,74736,1311
CP048230.1,75810,815
CP048230.1,76661,260
CP048230.1,76803,1
CP048230.1,77696,200
CP048230.1,77840,306
CP048230.1,77995,953
CP048230.1,78016,293
CP048230.1,78023,192
CP048230.1,78071,1340
CP048230.1,78094,1192
CP048230.1,78215,1
CP048230.1,78225,819
CP048230.1,78347,1448
CP048230.1,78361,15
CP048230.1,78387,426
CP048230.1,78415,73
CP048230.1,78422,91
CP048230.1,78438,1946
CP048230.1,78445,1839
CP048230.1,78519,966
CP048230.1,78522,1946
CP048230.1,78621,208
CP048230.1,78629,1507
CP048230.1,78636,1
CP048230.1,78652,8
CP048230.1,78674,1
CP048230.1,78706,119
CP048230.1,78756,756
CP048230.1,78761,949
CP048230.1,78830,5
CP048230.1,78856,7
CP048230.1,78860,22
CP048230.1,78892,1
CP048230.1,78899,1
CP048230.1,78915,146
CP048230.1,79000,58
CP048230.1,79004,875
CP048230.1,79038,491
CP048230.1,79116,249
CP048230.1,79201,1
CP048230.1,79224,11
CP048230.1,79230,1535
CP048230.1,79434,158
CP048230.1,79461,640
CP048230.1,79511,337
CP048230.1,79578,316
CP048230.1,79585,30
CP048230.1,79689,1
CP048230.1,79698,1
CP048230.1,79708,238
