Bin index,yH298-parent-pool1_normalized,yH298-parent-pool1_normalized rank
CP048230.1-0,0,1234
CP048230.1-1,0,1235
CP048230.1-2,1,1221
CP048230.1-3,40,446
CP048230.1-4,32,584
CP048230.1-5,87,105
CP048230.1-6,116,49
CP048230.1-7,169,19
CP048230.1-8,76,149
CP048230.1-9,157,28
CP048230.1-10,53,310
CP048230.1-11,25,729
CP048230.1-12,161,26
CP048230.1-13,66,193
CP048230.1-14,151,30
CP048230.1-15,55,291
CP048230.1-16,30,628
CP048230.1-17,56,275
CP048230.1-18,116,50
CP048230.1-19,68,179
CP048230.1-20,66,194
CP048230.1-21,13,1006
CP048230.1-22,6,1159
CP048230.1-23,48,360
CP048230.1-24,13,1007
CP048230.1-25,55,292
CP048230.1-26,64,205
CP048230.1-27,51,327
CP048230.1-28,27,687
CP048230.1-29,15,962
CP048230.1-30,3,1207
CP048230.1-31,6,1160
CP048230.1-32,37,501
CP048230.1-33,39,465
CP048230.1-34,54,302
CP048230.1-35,49,346
CP048230.1-36,14,980
CP048230.1-37,55,293
CP048230.1-38,25,730
CP048230.1-39,21,813
CP048230.1-40,20,841
CP048230.1-41,45,388
CP048230.1-42,26,705
CP048230.1-43,50,339
CP048230.1-44,66,195
CP048230.1-45,25,731
CP048230.1-46,49,347
CP048230.1-47,48,361
CP048230.1-48,52,320
CP048231.1-0,0,1236
CP048231.1-1,33,564
CP048231.1-2,26,706
CP048231.1-3,43,406
CP048231.1-4,40,447
CP048231.1-5,61,229
CP048231.1-6,48,362
CP048231.1-7,56,276
CP048231.1-8,24,750
CP048231.1-9,93,83
CP048231.1-10,34,551
CP048231.1-11,29,648
CP048231.1-12,9,1099
CP048231.1-13,13,1008
CP048231.1-14,27,688
CP048231.1-15,22,792
CP048231.1-16,11,1054
CP048231.1-17,19,872
CP048231.1-18,22,793
CP048231.1-19,21,814
CP048231.1-20,20,842
CP048231.1-21,2,1211
CP048231.1-22,40,448
CP048231.1-23,93,84
CP048231.1-24,36,509
CP048231.1-25,62,216
CP048231.1-26,52,321
CP048231.1-27,82,124
CP048231.1-28,87,106
CP048231.1-29,141,37
CP048231.1-30,108,59
CP048231.1-31,34,552
CP048231.1-32,23,769
CP048231.1-33,21,815
CP048231.1-34,40,449
CP048231.1-35,143,34
CP048231.1-36,32,585
CP048231.1-37,87,107
CP048231.1-38,179,15
CP048231.1-39,66,196
CP048231.1-40,47,372
CP048231.1-41,87,108
CP048231.1-42,95,82
CP048231.1-43,87,109
CP048231.1-44,186,12
CP048231.1-45,168,20
CP048231.1-46,133,41
CP048231.1-47,165,23
CP048231.1-48,163,25
CP048231.1-49,15,963
CP048231.1-50,0,1237
CP048231.1-51,4,1189
CP048232.1-0,1,1222
CP048232.1-1,12,1031
CP048232.1-2,21,816
CP048232.1-3,38,481
CP048232.1-4,32,586
CP048232.1-5,42,419
CP048232.1-6,35,529
CP048232.1-7,36,510
CP048232.1-8,36,511
CP048232.1-9,5,1179
CP048232.1-10,32,587
CP048232.1-11,26,707
CP048232.1-12,21,817
CP048232.1-13,20,843
CP048232.1-14,22,794
CP048232.1-15,20,844
CP048232.1-16,81,129
CP048232.1-17,9,1100
CP048232.1-18,58,258
CP048232.1-19,39,466
CP048232.1-20,8,1126
CP048232.1-21,35,530
CP048232.1-22,20,845
CP048232.1-23,63,210
CP048232.1-24,96,80
CP048232.1-25,21,818
CP048232.1-26,25,732
CP048232.1-27,47,373
CP048232.1-28,49,348
CP048232.1-29,34,553
CP048232.1-30,30,629
CP048232.1-31,84,119
CP048232.1-32,51,328
CP048232.1-33,32,588
CP048232.1-34,69,171
CP048232.1-35,28,668
CP048232.1-36,103,66
CP048232.1-37,111,56
CP048232.1-38,89,98
CP048232.1-39,104,64
CP048232.1-40,164,24
CP048232.1-41,183,14
CP048232.1-42,148,32
CP048232.1-43,250,2
CP048232.1-44,143,35
CP048232.1-45,158,27
CP048232.1-46,66,197
CP048232.1-47,128,42
CP048232.1-48,51,329
CP048232.1-49,38,482
CP048232.1-50,56,277
CP048232.1-51,25,733
CP048232.1-52,24,751
CP048232.1-53,15,964
CP048233.1-0,1,1223
CP048233.1-1,13,1009
CP048233.1-2,32,589
CP048233.1-3,24,752
CP048233.1-4,11,1055
CP048233.1-5,62,217
CP048233.1-6,29,649
CP048233.1-7,38,483
CP048233.1-8,57,267
CP048233.1-9,100,73
CP048233.1-10,76,150
CP048233.1-11,7,1143
CP048233.1-12,43,407
CP048233.1-13,33,565
CP048233.1-14,23,770
CP048233.1-15,10,1081
CP048233.1-16,34,554
CP048233.1-17,7,1144
CP048233.1-18,68,180
CP048233.1-19,24,753
CP048233.1-20,9,1101
CP048233.1-21,20,846
CP048233.1-22,10,1082
CP048233.1-23,8,1127
CP048233.1-24,53,311
CP048233.1-25,15,965
CP048233.1-26,12,1032
CP048233.1-27,8,1128
CP048233.1-28,0,1238
CP048233.1-29,11,1056
CP048233.1-30,26,708
CP048233.1-31,17,918
CP048233.1-32,5,1180
CP048233.1-33,20,847
CP048233.1-34,10,1083
CP048233.1-35,26,709
CP048233.1-36,11,1057
CP048233.1-37,13,1010
CP048233.1-38,32,590
CP048233.1-39,40,450
CP048233.1-40,30,630
CP048233.1-41,12,1033
CP048233.1-42,40,451
CP048233.1-43,24,754
CP048233.1-44,36,512
CP048233.1-45,22,795
CP048233.1-46,22,796
CP048233.1-47,48,363
CP048233.1-48,29,650
CP048233.1-49,60,240
CP048233.1-50,52,322
CP048233.1-51,35,531
CP048233.1-52,15,966
CP048233.1-53,96,81
CP048233.1-54,76,151
CP048233.1-55,115,51
CP048233.1-56,59,248
CP048233.1-57,93,85
CP048233.1-58,81,130
CP048233.1-59,89,99
CP048233.1-60,138,39
CP048233.1-61,61,230
CP048233.1-62,72,159
CP048233.1-63,53,312
CP048233.1-64,151,31
CP048233.1-65,40,452
CP048233.1-66,105,61
CP048233.1-67,43,408
CP048233.1-68,89,100
CP048233.1-69,5,1181
CP048234.1-0,1,1224
CP048234.1-1,9,1102
CP048234.1-2,0,1239
CP048234.1-3,0,1240
CP048234.1-4,16,941
CP048234.1-5,18,896
CP048234.1-6,20,848
CP048234.1-7,16,942
CP048234.1-8,26,710
CP048234.1-9,26,711
CP048234.1-10,14,981
CP048234.1-11,21,819
CP048234.1-12,56,278
CP048234.1-13,60,241
CP048234.1-14,62,218
CP048234.1-15,26,712
CP048234.1-16,21,820
CP048234.1-17,26,713
CP048234.1-18,25,734
CP048234.1-19,74,154
CP048234.1-20,81,131
CP048234.1-21,53,313
CP048234.1-22,85,115
CP048234.1-23,227,6
CP048234.1-24,93,86
CP048234.1-25,104,65
CP048234.1-26,124,43
CP048234.1-27,87,110
CP048234.1-28,79,139
CP048234.1-29,72,160
CP048234.1-30,103,67
CP048234.1-31,112,55
CP048234.1-32,69,172
CP048234.1-33,65,201
CP048234.1-34,13,1011
CP048234.1-35,17,919
CP048234.1-36,89,101
CP048234.1-37,42,420
CP048234.1-38,36,513
CP048234.1-39,86,112
CP048234.1-40,17,920
CP048234.1-41,44,394
