Chromosome,Position,Reads
CP048230.1,26244,14
CP048230.1,31789,19
CP048230.1,31927,7
CP048230.1,31936,4
CP048230.1,32577,4
CP048230.1,33638,1
CP048230.1,33654,5
CP048230.1,33906,3
CP048230.1,33956,9
CP048230.1,39102,7
CP048230.1,39103,48
CP048230.1,39199,31
CP048230.1,39205,17
CP048230.1,39207,93
CP048230.1,39216,1
CP048230.1,39235,71
CP048230.1,39241,28
CP048230.1,39242,119
CP048230.1,39266,23
CP048230.1,39272,400
CP048230.1,39279,520
CP048230.1,39283,99
CP048230.1,39287,9
CP048230.1,39290,26
CP048230.1,39291,10
CP048230.1,39379,18
CP048230.1,39407,36
CP048230.1,39439,5
CP048230.1,39446,33
CP048230.1,39453,18
CP048230.1,39455,17
CP048230.1,39462,21
CP048230.1,39523,13
CP048230.1,39565,3
CP048230.1,39574,62
CP048230.1,39588,31
CP048230.1,39659,7
CP048230.1,39666,146
CP048230.1,39690,29
CP048230.1,39943,3
CP048230.1,40538,20
CP048230.1,41121,3
CP048230.1,41221,27
CP048230.1,43314,108
CP048230.1,43321,43
CP048230.1,43356,5
CP048230.1,43450,55
CP048230.1,43493,29
CP048230.1,43522,35
CP048230.1,44773,1
CP048230.1,45436,28
CP048230.1,45443,22
CP048230.1,45518,1
CP048230.1,45889,13
CP048230.1,46032,9
CP048230.1,46394,25
CP048230.1,46910,43
CP048230.1,47272,8
CP048230.1,47445,4
CP048230.1,47452,44
CP048230.1,47521,2
CP048230.1,47700,7
CP048230.1,47882,3
CP048230.1,47976,56
CP048230.1,48134,3
CP048230.1,48224,26
CP048230.1,48798,29
CP048230.1,48975,103
CP048230.1,49147,42
CP048230.1,49339,15
CP048230.1,49393,1
CP048230.1,49461,17
CP048230.1,50362,2
CP048230.1,50369,70
CP048230.1,50503,52
CP048230.1,50510,60
CP048230.1,50558,40
CP048230.1,50869,23
CP048230.1,50919,44
CP048230.1,51017,3
CP048230.1,51024,1
CP048230.1,51046,9
CP048230.1,51102,36
CP048230.1,51109,11
CP048230.1,51128,48
CP048230.1,51135,13
CP048230.1,51149,95
CP048230.1,51156,61
CP048230.1,51160,52
CP048230.1,51172,2
CP048230.1,51236,481
CP048230.1,51243,645
CP048230.1,51425,3
CP048230.1,51467,142
CP048230.1,51473,19
CP048230.1,51482,1
CP048230.1,51499,38
CP048230.1,51512,3
CP048230.1,51519,2
CP048230.1,51529,52
CP048230.1,51535,120
CP048230.1,51549,208
CP048230.1,51556,63
CP048230.1,51560,16
CP048230.1,51563,61
CP048230.1,51596,78
CP048230.1,51625,47
CP048230.1,51632,105
CP048230.1,51658,15
CP048230.1,51700,124
CP048230.1,51713,77
CP048230.1,51720,79
CP048230.1,51721,39
CP048230.1,51736,183
CP048230.1,51764,63
CP048230.1,51765,3
CP048230.1,51772,229
CP048230.1,52037,250
CP048230.1,52067,67
CP048230.1,52108,48
CP048230.1,52239,73
CP048230.1,52242,1
CP048230.1,52471,19
CP048230.1,54622,41
CP048230.1,54919,21
CP048230.1,55042,48
CP048230.1,55250,5
CP048230.1,55256,2
CP048230.1,55269,3
CP048230.1,55281,109
CP048230.1,55347,16
CP048230.1,55350,26
CP048230.1,57014,9
CP048230.1,57022,42
CP048230.1,57086,28
CP048230.1,58830,13
CP048230.1,58837,1
CP048230.1,58845,3
CP048230.1,58940,32
CP048230.1,58977,49
CP048230.1,58981,3
CP048230.1,58984,49
CP048230.1,58996,44
CP048230.1,58999,32
CP048230.1,59007,18
CP048230.1,59014,56
CP048230.1,59046,85
CP048230.1,59053,67
CP048230.1,59138,25
CP048230.1,59194,18
CP048230.1,59263,38
CP048230.1,59283,11
CP048230.1,59571,16
CP048230.1,59578,44
CP048230.1,59612,1
CP048230.1,59643,5
CP048230.1,59718,6
CP048230.1,59869,14
CP048230.1,60038,34
CP048230.1,60145,2
CP048230.1,60428,1
CP048230.1,60439,20
CP048230.1,60636,6
CP048230.1,60754,1
CP048230.1,60949,19
CP048230.1,60952,18
CP048230.1,60959,1
CP048230.1,60981,19
CP048230.1,61053,29
CP048230.1,61060,2
CP048230.1,61087,21
CP048230.1,61088,23
CP048230.1,61098,4
CP048230.1,61106,21
CP048230.1,61110,110
CP048230.1,61111,36
CP048230.1,61117,33
CP048230.1,61121,15
CP048230.1,61153,24
CP048230.1,61158,12
CP048230.1,61185,26
CP048230.1,61198,10
CP048230.1,61269,23
CP048230.1,61300,48
CP048230.1,61361,74
CP048230.1,61368,1
CP048230.1,61369,47
CP048230.1,61377,124
CP048230.1,61378,13
CP048230.1,61384,70
CP048230.1,61404,37
CP048230.1,61406,13
CP048230.1,61467,5
CP048230.1,61477,18
CP048230.1,61481,23
CP048230.1,61482,40
CP048230.1,61536,111
CP048230.1,61541,26
CP048230.1,61578,1
CP048230.1,61592,36
CP048230.1,61603,97
CP048230.1,61612,59
