Bin index,yH298-parent-pool2_normalized,yH298-parent-pool2_normalized rank
CP048230.1-0,3,1218
CP048230.1-1,0,1251
CP048230.1-2,3,1219
CP048230.1-3,57,522
CP048230.1-4,57,523
CP048230.1-5,126,126
CP048230.1-6,165,60
CP048230.1-7,244,20
CP048230.1-8,117,150
CP048230.1-9,246,18
CP048230.1-10,91,261
CP048230.1-11,35,833
CP048230.1-12,224,29
CP048230.1-13,92,253
CP048230.1-14,205,36
CP048230.1-15,92,254
CP048230.1-16,56,536
CP048230.1-17,79,338
CP048230.1-18,189,44
CP048230.1-19,99,210
CP048230.1-20,99,211
CP048230.1-21,19,1073
CP048230.1-22,9,1180
CP048230.1-23,83,311
CP048230.1-24,23,1014
CP048230.1-25,99,212
CP048230.1-26,107,184
CP048230.1-27,74,376
CP048230.1-28,47,654
CP048230.1-29,24,997
CP048230.1-30,3,1220
CP048230.1-31,20,1054
CP048230.1-32,61,483
CP048230.1-33,73,386
CP048230.1-34,83,312
CP048230.1-35,81,323
CP048230.1-36,27,947
CP048230.1-37,91,262
CP048230.1-38,43,709
CP048230.1-39,36,819
CP048230.1-40,39,770
CP048230.1-41,70,411
CP048230.1-42,46,674
CP048230.1-43,75,363
CP048230.1-44,103,196
CP048230.1-45,44,695
CP048230.1-46,61,484
CP048230.1-47,67,430
CP048230.1-48,72,396
CP048230.1-49,2,1228
CP048230.1-50,2,1229
CP048231.1-0,0,1252
CP048231.1-1,50,617
CP048231.1-2,47,655
CP048231.1-3,66,439
CP048231.1-4,75,364
CP048231.1-5,84,305
CP048231.1-6,65,444
CP048231.1-7,90,264
CP048231.1-8,46,675
CP048231.1-9,159,65
CP048231.1-10,47,656
CP048231.1-11,46,676
CP048231.1-12,20,1055
CP048231.1-13,21,1035
CP048231.1-14,39,771
CP048231.1-15,37,803
CP048231.1-16,24,998
CP048231.1-17,34,848
CP048231.1-18,39,772
CP048231.1-19,44,696
CP048231.1-20,35,834
CP048231.1-21,11,1163
CP048231.1-22,63,462
CP048231.1-23,151,75
CP048231.1-24,57,524
CP048231.1-25,92,255
CP048231.1-26,79,339
CP048231.1-27,117,151
CP048231.1-28,137,102
CP048231.1-29,203,37
CP048231.1-30,147,81
CP048231.1-31,59,506
CP048231.1-32,43,710
CP048231.1-33,43,711
CP048231.1-34,81,324
CP048231.1-35,219,31
CP048231.1-36,55,549
CP048231.1-37,152,74
CP048231.1-38,280,13
CP048231.1-39,101,202
CP048231.1-40,73,387
CP048231.1-41,136,105
CP048231.1-42,156,69
CP048231.1-43,135,109
CP048231.1-44,289,10
CP048231.1-45,240,22
CP048231.1-46,191,42
CP048231.1-47,254,15
CP048231.1-48,235,26
CP048231.1-49,20,1056
CP048231.1-50,0,1253
CP048231.1-51,7,1192
CP048232.1-0,2,1230
CP048232.1-1,22,1024
CP048232.1-2,41,740
CP048232.1-3,60,494
CP048232.1-4,45,684
CP048232.1-5,68,424
CP048232.1-6,56,537
CP048232.1-7,50,618
CP048232.1-8,54,562
CP048232.1-9,21,1036
CP048232.1-10,54,563
CP048232.1-11,43,712
CP048232.1-12,24,999
CP048232.1-13,33,860
CP048232.1-14,41,741
CP048232.1-15,40,754
CP048232.1-16,119,143
CP048232.1-17,25,978
CP048232.1-18,99,213
CP048232.1-19,61,485
CP048232.1-20,19,1074
CP048232.1-21,51,603
CP048232.1-22,36,820
CP048232.1-23,101,203
CP048232.1-24,155,71
CP048232.1-25,29,915
CP048232.1-26,41,742
CP048232.1-27,75,365
CP048232.1-28,79,340
CP048232.1-29,53,580
CP048232.1-30,47,657
CP048232.1-31,130,117
CP048232.1-32,86,288
CP048232.1-33,56,538
CP048232.1-34,113,161
CP048232.1-35,62,473
CP048232.1-36,147,82
CP048232.1-37,171,52
CP048232.1-38,144,90
CP048232.1-39,185,47
CP048232.1-40,239,24
CP048232.1-41,250,17
CP048232.1-42,220,30
CP048232.1-43,357,2
CP048232.1-44,208,34
CP048232.1-45,202,38
CP048232.1-46,90,265
CP048232.1-47,189,45
CP048232.1-48,80,330
CP048232.1-49,63,463
CP048232.1-50,83,313
CP048232.1-51,40,755
CP048232.1-52,42,727
CP048232.1-53,23,1015
CP048232.1-54,0,1254
CP048232.1-55,1,1238
CP048233.1-0,1,1239
CP048233.1-1,25,979
CP048233.1-2,100,207
CP048233.1-3,48,642
CP048233.1-4,16,1114
CP048233.1-5,87,285
CP048233.1-6,51,604
CP048233.1-7,64,454
CP048233.1-8,86,289
CP048233.1-9,155,72
CP048233.1-10,128,122
CP048233.1-11,9,1181
CP048233.1-12,72,397
CP048233.1-13,57,525
CP048233.1-14,50,619
CP048233.1-15,18,1085
CP048233.1-16,52,596
CP048233.1-17,11,1164
CP048233.1-18,106,186
CP048233.1-19,40,756
CP048233.1-20,18,1086
CP048233.1-21,37,804
CP048233.1-22,17,1099
CP048233.1-23,16,1115
CP048233.1-24,78,343
CP048233.1-25,24,1000
CP048233.1-26,23,1016
CP048233.1-27,19,1075
CP048233.1-28,1,1240
CP048233.1-29,19,1076
CP048233.1-30,41,743
CP048233.1-31,24,1001
CP048233.1-32,7,1193
CP048233.1-33,35,835
CP048233.1-34,17,1100
CP048233.1-35,34,849
CP048233.1-36,20,1057
CP048233.1-37,21,1037
CP048233.1-38,56,539
CP048233.1-39,55,550
CP048233.1-40,43,713
CP048233.1-41,19,1077
CP048233.1-42,57,526
CP048233.1-43,52,597
CP048233.1-44,62,474
CP048233.1-45,46,677
CP048233.1-46,38,789
CP048233.1-47,77,351
CP048233.1-48,37,805
CP048233.1-49,103,197
CP048233.1-50,73,388
CP048233.1-51,53,581
CP048233.1-52,33,861
CP048233.1-53,133,112
CP048233.1-54,110,169
CP048233.1-55,170,55
CP048233.1-56,90,266
CP048233.1-57,148,79
CP048233.1-58,125,128
CP048233.1-59,147,83
CP048233.1-60,215,32
CP048233.1-61,110,170
CP048233.1-62,116,155
CP048233.1-63,95,242
CP048233.1-64,239,25
CP048233.1-65,61,486
CP048233.1-66,163,63
CP048233.1-67,69,417
CP048233.1-68,136,106
CP048233.1-69,6,1207
CP048233.1-70,3,1221
CP048234.1-0,1,1241
CP048234.1-1,13,1147
CP048234.1-2,3,1222
CP048234.1-3,1,1242
CP048234.1-4,31,886
CP048234.1-5,32,874
CP048234.1-6,29,916
CP048234.1-7,28,932
CP048234.1-8,44,697
CP048234.1-9,41,744
CP048234.1-10,27,948
CP048234.1-11,34,850
CP048234.1-12,102,198
CP048234.1-13,88,281
CP048234.1-14,90,267
CP048234.1-15,51,605
CP048234.1-16,35,836
CP048234.1-17,48,643
CP048234.1-18,36,821
CP048234.1-19,105,191
CP048234.1-20,129,119
CP048234.1-21,98,217
CP048234.1-22,139,101
CP048234.1-23,330,5
CP048234.1-24,144,91
CP048234.1-25,164,62
CP048234.1-26,201,39
CP048234.1-27,120,138
CP048234.1-28,108,180
CP048234.1-29,109,173
CP048234.1-30,142,93
CP048234.1-31,165,61
CP048234.1-32,106,187
CP048234.1-33,93,249
CP048234.1-34,24,1002
CP048234.1-35,35,837
CP048234.1-36,140,98
CP048234.1-37,80,331
CP048234.1-38,61,487
CP048234.1-39,123,133
CP048234.1-40,31,887
CP048234.1-41,69,418
CP048234.1-42,43,714
CP048234.1-43,112,162
CP048234.1-44,145,87
CP048234.1-45,60,495
CP048234.1-46,92,256
CP048234.1-47,78,344
CP048234.1-48,42,728
CP048234.1-49,117,152
CP048234.1-50,97,226
CP048234.1-51,14,1133
CP048234.1-52,74,377
CP048234.1-53,48,644
CP048234.1-54,13,1148
CP048234.1-55,34,851
CP048234.1-56,77,352
CP048234.1-57,111,167
CP048234.1-58,89,273
CP048234.1-59,47,658
CP048234.1-60,19,1078
CP048234.1-61,74,378
CP048234.1-62,136,107
CP048234.1-63,67,431
CP048234.1-64,75,366
CP048234.1-65,56,540
CP048234.1-66,78,345
CP048234.1-67,29,917
CP048234.1-68,6,1208
CP048234.1-69,0,1255
CP048234.1-70,3,1223
CP048235.1-0,7,1194
