Chromosome,Position,Reads
CP048230.1,1261,113
CP048230.1,1774,1
CP048230.1,2682,31
CP048230.1,20266,94
CP048230.1,26244,41
CP048230.1,29632,381
CP048230.1,31789,295
CP048230.1,31927,23
CP048230.1,31936,5
CP048230.1,32577,6
CP048230.1,32766,102
CP048230.1,33227,23
CP048230.1,33638,212
CP048230.1,33645,33
CP048230.1,33654,12
CP048230.1,33740,1
CP048230.1,33906,188
CP048230.1,33956,17
CP048230.1,36147,16
CP048230.1,36489,845
CP048230.1,39102,17
CP048230.1,39103,107
CP048230.1,39147,115
CP048230.1,39199,84
CP048230.1,39205,38
CP048230.1,39207,199
CP048230.1,39216,3
CP048230.1,39231,5
CP048230.1,39235,396
CP048230.1,39241,562
CP048230.1,39242,1366
CP048230.1,39255,86
CP048230.1,39266,406
CP048230.1,39272,2738
CP048230.1,39279,2641
CP048230.1,39283,406
CP048230.1,39287,25
CP048230.1,39290,659
CP048230.1,39291,390
CP048230.1,39377,198
CP048230.1,39388,15
CP048230.1,39407,325
CP048230.1,39439,136
CP048230.1,39446,129
CP048230.1,39453,41
CP048230.1,39455,43
CP048230.1,39462,51
CP048230.1,39480,1
CP048230.1,39523,19
CP048230.1,39565,11
CP048230.1,39574,175
CP048230.1,39588,102
CP048230.1,39612,10
CP048230.1,39659,56
CP048230.1,39666,1060
CP048230.1,39690,96
CP048230.1,39692,91
CP048230.1,39805,384
CP048230.1,39849,392
CP048230.1,39876,12
CP048230.1,39943,291
CP048230.1,40071,1
CP048230.1,40074,319
CP048230.1,40087,13
CP048230.1,40102,474
CP048230.1,40538,54
CP048230.1,41121,5
CP048230.1,41221,67
CP048230.1,42293,247
CP048230.1,42352,309
CP048230.1,43304,110
CP048230.1,43314,234
CP048230.1,43321,502
CP048230.1,43356,5
CP048230.1,43383,71
CP048230.1,43450,128
CP048230.1,43493,172
CP048230.1,43500,380
CP048230.1,43522,68
CP048230.1,44773,2
CP048230.1,45436,109
CP048230.1,45443,48
CP048230.1,45472,6
CP048230.1,45518,10
CP048230.1,45889,35
CP048230.1,45917,190
CP048230.1,46032,40
CP048230.1,46041,140
CP048230.1,46139,164
CP048230.1,46394,74
CP048230.1,46773,17
CP048230.1,46910,119
CP048230.1,46915,5
CP048230.1,47272,17
CP048230.1,47299,221
CP048230.1,47445,3
CP048230.1,47452,70
CP048230.1,47470,33
CP048230.1,47521,3
CP048230.1,47700,12
CP048230.1,47835,313
CP048230.1,47878,1
CP048230.1,47976,423
CP048230.1,48014,442
CP048230.1,48134,7
CP048230.1,48224,70
CP048230.1,48701,17
CP048230.1,48787,230
CP048230.1,48794,3
CP048230.1,48798,56
CP048230.1,48909,97
CP048230.1,48975,221
CP048230.1,49147,106
CP048230.1,49332,228
CP048230.1,49339,263
CP048230.1,49393,4
CP048230.1,49461,41
CP048230.1,49629,45
CP048230.1,50362,282
CP048230.1,50369,171
CP048230.1,50510,1094
CP048230.1,50525,237
CP048230.1,50558,106
CP048230.1,50623,283
CP048230.1,50810,266
CP048230.1,50869,63
CP048230.1,50879,439
CP048230.1,50905,89
CP048230.1,50919,66
CP048230.1,51017,253
CP048230.1,51024,384
CP048230.1,51046,505
CP048230.1,51102,186
CP048230.1,51109,85
CP048230.1,51128,120
CP048230.1,51135,36
CP048230.1,51149,1712
CP048230.1,51156,311
CP048230.1,51160,634
CP048230.1,51172,6
CP048230.1,51233,530
CP048230.1,51236,3067
CP048230.1,51243,4875
CP048230.1,51330,3
CP048230.1,51425,532
CP048230.1,51467,643
CP048230.1,51473,478
CP048230.1,51482,1
CP048230.1,51499,79
CP048230.1,51512,9
CP048230.1,51519,398
CP048230.1,51527,535
CP048230.1,51535,277
CP048230.1,51549,1357
CP048230.1,51556,160
CP048230.1,51560,44
CP048230.1,51563,672
CP048230.1,51570,62
CP048230.1,51596,163
CP048230.1,51625,110
CP048230.1,51632,2596
CP048230.1,51653,2
CP048230.1,51658,19
CP048230.1,51700,227
CP048230.1,51713,344
CP048230.1,51720,163
CP048230.1,51721,128
CP048230.1,51726,1079
CP048230.1,51736,1515
CP048230.1,51757,860
CP048230.1,51764,403
CP048230.1,51765,1775
CP048230.1,51772,1285
CP048230.1,51889,1239
CP048230.1,52037,2093
CP048230.1,52067,1632
CP048230.1,52074,3302
CP048230.1,52108,612
CP048230.1,52239,139
CP048230.1,52242,8
CP048230.1,52266,686
CP048230.1,52471,53
CP048230.1,53065,662
CP048230.1,53268,86
CP048230.1,54622,99
CP048230.1,54919,44
CP048230.1,55042,113
CP048230.1,55250,2
CP048230.1,55256,5
CP048230.1,55263,1
CP048230.1,55269,3
CP048230.1,55274,344
CP048230.1,55281,515
CP048230.1,55282,460
CP048230.1,55347,31
CP048230.1,55350,52
CP048230.1,55357,522
CP048230.1,57014,37
CP048230.1,57022,65
CP048230.1,57086,89
CP048230.1,57095,37
CP048230.1,58830,36
CP048230.1,58835,206
CP048230.1,58842,15
CP048230.1,58845,10
CP048230.1,58849,195
CP048230.1,58884,208
CP048230.1,58933,539
CP048230.1,58940,376
CP048230.1,58969,75
CP048230.1,58977,307
CP048230.1,58981,13
CP048230.1,58984,131
CP048230.1,58996,820
CP048230.1,59003,2
CP048230.1,59007,192
CP048230.1,59014,104
CP048230.1,59021,220
CP048230.1,59046,721
CP048230.1,59053,287
CP048230.1,59061,59
CP048230.1,59087,5
CP048230.1,59093,13
CP048230.1,59138,367
CP048230.1,59194,25
CP048230.1,59257,4
CP048230.1,59263,292
CP048230.1,59283,20
CP048230.1,59325,86
CP048230.1,59449,334
CP048230.1,59457,535
CP048230.1,59497,34
CP048230.1,59571,54
CP048230.1,59578,103
CP048230.1,59612,5
CP048230.1,59633,190
CP048230.1,59641,175
CP048230.1,59643,8
CP048230.1,59718,18
CP048230.1,59869,21
CP048230.1,59998,170
CP048230.1,60005,528
CP048230.1,60038,83
CP048230.1,60145,3
CP048230.1,60428,2
CP048230.1,60435,664
CP048230.1,60439,49
CP048230.1,60511,1
CP048230.1,60630,105
CP048230.1,60636,8
CP048230.1,60881,227
CP048230.1,60901,9
CP048230.1,60942,51
CP048230.1,60949,42
CP048230.1,60952,35
CP048230.1,60959,1
CP048230.1,60981,45
CP048230.1,61053,65
CP048230.1,61060,142
CP048230.1,61087,90
CP048230.1,61088,39
CP048230.1,61098,4
CP048230.1,61106,288
CP048230.1,61110,1275
CP048230.1,61111,833
CP048230.1,61121,21
CP048230.1,61151,269
CP048230.1,61158,977
CP048230.1,61185,69
CP048230.1,61196,261
CP048230.1,61248,122
CP048230.1,61249,16
CP048230.1,61269,51
CP048230.1,61293,252
CP048230.1,61300,101
CP048230.1,61339,15
CP048230.1,61361,248
CP048230.1,61368,149
CP048230.1,61369,119
CP048230.1,61376,556
CP048230.1,61377,232
CP048230.1,61384,333
CP048230.1,61404,93
CP048230.1,61406,14
CP048230.1,61460,271
CP048230.1,61467,80
CP048230.1,61477,40
CP048230.1,61481,62
CP048230.1,61482,78
CP048230.1,61536,186
CP048230.1,61541,48
CP048230.1,61578,3
CP048230.1,61592,96
CP048230.1,61603,2092
CP048230.1,61612,452
CP048230.1,61614,2569
CP048230.1,61618,17
CP048230.1,61619,69
CP048230.1,61621,4868
CP048230.1,61624,14
CP048230.1,61633,21
CP048230.1,61634,602
CP048230.1,61641,188
CP048230.1,61644,15
CP048230.1,61652,175
CP048230.1,61686,261
CP048230.1,61690,10
CP048230.1,61697,167
CP048230.1,61701,349
CP048230.1,61708,173
CP048230.1,61721,12
CP048230.1,61738,2
CP048230.1,61744,312
CP048230.1,61749,375
CP048230.1,61752,57
CP048230.1,61796,193
CP048230.1,61800,165
CP048230.1,61808,57
CP048230.1,61815,1579
CP048230.1,61819,263
CP048230.1,61863,12
CP048230.1,61903,48
CP048230.1,61986,54
CP048230.1,62004,519
CP048230.1,62090,1
CP048230.1,62099,25
CP048230.1,62106,23
CP048230.1,62113,174
CP048230.1,62136,426
CP048230.1,62211,68
CP048230.1,62262,83
CP048230.1,62379,84
CP048230.1,62380,464
CP048230.1,62387,115
CP048230.1,62715,1
CP048230.1,63098,119
CP048230.1,63349,124
CP048230.1,63444,2
CP048230.1,63612,356
CP048230.1,63787,375
CP048230.1,64408,43
CP048230.1,64665,34
CP048230.1,64949,320
CP048230.1,65206,100
CP048230.1,65317,69
CP048230.1,65386,238
CP048230.1,65552,17
CP048230.1,65561,1
CP048230.1,65606,8
CP048230.1,65630,1
CP048230.1,65766,14
CP048230.1,65807,4
CP048230.1,65837,81
CP048230.1,65864,5
CP048230.1,65934,281
CP048230.1,65974,22
CP048230.1,66131,1
CP048230.1,66283,611
CP048230.1,66670,10
CP048230.1,66913,62
CP048230.1,67286,149
CP048230.1,67381,20
CP048230.1,67779,13
CP048230.1,67819,10
CP048230.1,67965,64
CP048230.1,67972,3
CP048230.1,68560,1
CP048230.1,68663,224
CP048230.1,68670,10
CP048230.1,68767,10
CP048230.1,68778,160
CP048230.1,68794,155
CP048230.1,68813,27
CP048230.1,68840,18
CP048230.1,68849,5
CP048230.1,68854,180
CP048230.1,68865,85
CP048230.1,68931,7
CP048230.1,68938,124
CP048230.1,68943,13
CP048230.1,68950,39
CP048230.1,68956,189
CP048230.1,68963,286
CP048230.1,69016,2
CP048230.1,69019,3
CP048230.1,69023,1
CP048230.1,69026,441
CP048230.1,69066,506
CP048230.1,69073,10
CP048230.1,69119,312
CP048230.1,69126,2
CP048230.1,69149,19
CP048230.1,69174,165
CP048230.1,69181,4
CP048230.1,69237,43
CP048230.1,69286,214
CP048230.1,69303,1
CP048230.1,69360,102
CP048230.1,69420,84
CP048230.1,69439,38
CP048230.1,69449,144
CP048230.1,69522,627
CP048230.1,69544,101
CP048230.1,69650,558
CP048230.1,69688,26
CP048230.1,72554,2
CP048230.1,72618,4
CP048230.1,72659,230
CP048230.1,72666,601
CP048230.1,72673,258
CP048230.1,72675,64
CP048230.1,72689,648
CP048230.1,72697,99
CP048230.1,72712,206
CP048230.1,72791,198
CP048230.1,72823,237
CP048230.1,72831,26
CP048230.1,72908,693
CP048230.1,72934,204
CP048230.1,72935,2
CP048230.1,72939,508
CP048230.1,72941,415
CP048230.1,72950,2
CP048230.1,72959,186
CP048230.1,72969,170
