Standard name,Common name,Type,Sc ortholog,Sc ortholog gene name,Sc SGDID,Essential in Sc,Sc synthetic lethals,Sc fitness,Hits,Reads,Length,Insertion index,Neighborhood index,Reads NI,Max free region,Freedom index,Logit FI,Kornmann FI,Domain ratio,Hits in domains,Reads in domains,Domain coverage
GWK60_A00011,EPA19,ORF,,,,,,,0,0,13698,0.0,0.0,0.0,13698,1.0,1.0,0.0,0.43371295079573663,0,0,5941
GWK60_A00033,EPA24,ORF,,,,,,,0,0,2109,0.0,0.0,0.0,2109,1.0,0.9999999948794296,0.0,0.3276434329065908,0,0,691
GWK60_A00055,GWK60_A00055,ORF,,,,,,,2,125,840,0.002380952380952381,0.3863467261904762,0.08684388338083196,460,0.5476190476190477,0.5467106565513331,0.0,0.0,0,0,0
GWK60_A00077,GWK60_A00077,ORF,YGL023C,PIB2,S000002991,,,0.8708,1,16,2271,0.00044033465433729633,0.0606340819022457,0.0037648393242330188,2032,0.8947600176133862,0.8947600167066773,0.0,0.7217084984588287,1,16,1639
GWK60_A00099,GWK60_A00099,ORF,YGL022W,STT3,S000002990,,,,0,0,2181,0.0,0.0,0.0,2181,1.0,0.9999999975075509,0.0,0.948188904172398,0,0,2068
GWK60_A00121,GWK60_A00121,ORF,YBL009W,ALK2,S000000105,,No,1.0150,9,1236,2382,0.003778337531486146,0.243639798488665,0.08618863776871162,1029,0.43198992443324935,0.43198992428898203,0.0,0.8014273719563392,7,1170,1909
GWK60_A00143,GWK60_A00143,ORF,YGL020C,GET1,S000002988,,,0.9325,0,0,672,0.0,0.0,0.0,672,1.0,0.9911635995393923,0.0,0.8720238095238095,0,0,586
GWK60_A00165,GWK60_A00165,ORF,YGL019W,CKB1,S000002987,,No,0.8682,0,0,801,0.0,0.0,0.0,801,1.0,0.9975519196246999,0.0,0.9188514357053683,0,0,736
GWK60_A00187,GWK60_A00187,ORF,YGL018C,JAC1,S000002986,,,,0,0,597,0.0,0.0,0.0,597,1.0,0.9814761750367006,0.0,0.88107202680067,0,0,526
GWK60_A00209,GWK60_A00209,ORF,YGL017W,ATE1,S000002985,,,1.0025,9,784,1530,0.0058823529411764705,0.2698292220113852,0.060633145290568895,378,0.24705882352941178,0.24705840983178218,0.1499341360550644,0.5620915032679739,4,463,860
GWK60_A00231,GWK60_A00231,ORF,YGL010W,MPO1,S000002978,,,1.0220,7,1268,570,0.012280701754385965,0.5319640564826701,0.25097857401576995,134,0.23508771929824562,0.22941575285970586,0.22272740281265424,0.843859649122807,5,1186,481
GWK60_A00253,GWK60_A00253,ORF,YGL009C,LEU1,S000002977,,,1.0212,23,4407,2355,0.009766454352441613,0.41646562051501024,0.2550335620843974,732,0.310828025477707,0.3108280253417273,0.22459788559689886,0.9953290870488323,23,4407,2344
GWK60_A00275,GWK60_A00275,ORF,YGL016W,KAP122,S000002984,,,0.9042,13,10655,3210,0.004049844236760125,0.1540660083465585,0.4037017822667056,1353,0.42149532710280374,0.4214953271027681,0.18956550991898236,0.9984423676012462,13,10655,3205
GWK60_A00297,SCL1,ORF,YGL011C,SCL1,S000002979,,Yes,,0,0,765,0.0,0.0,0.0,765,1.0,0.9964948127799336,0.0,0.9856209150326798,0,0,754
GWK60_A00319,ERG4,ORF,YGL012W,ERG4,S000002980,,,0.8460,0,0,1395,0.0,0.0,0.0,1395,1.0,0.9999935408088644,0.0,0.9469534050179211,0,0,1321
GWK60_A00341,PDR1,ORF,YBL005W,PDR3,S000000101,,No,1.0365,17,2595,3324,0.005114320096269555,0.1663942990992062,0.10379736791091339,620,0.1865222623345367,0.18652226233453165,0.14131009049364424,0.8038507821901324,14,1968,2672
GWK60_A00363,GWK60_A00363,ORF,YGL014W,PUF4,S000002982,,,0.9610,15,1336,2361,0.0063532401524777635,0.19231157096468407,0.0635361921218226,397,0.1681490893689115,0.1681490892996342,0.19547376191810514,0.8331215586615841,12,1249,1967
GWK60_A00385,PMA1,ORF,YGL008C,PMA1,S000002976,,Yes,,1,26,2709,0.00036913990402362494,0.010264928869580033,0.0008733544112899944,2686,0.9915097822074567,0.9915097821948717,0.0,0.9638242894056848,0,0,2611
GWK60_A00407,GWK60_A00407,ORF,YGL006W,PMC1,S000002974,,,1.0077,50,18295,3369,0.014841199168892847,0.43929949539922825,0.4909356179972745,594,0.176313446126447,0.17631344612644395,0.29506948364018615,0.9441970911249629,48,17912,3181
GWK60_A00429,GWK60_A00429,ORF,YGL005C,COG7,S000002973,,,0.9487,5,261,810,0.006172839506172839,0.18916864319163168,0.029326785528506035,507,0.6259259259259259,0.624525198518164,0.1552942938738381,0.40617283950617283,0,0,329
GWK60_A00451,GWK60_A00451,ORF,YGL004C,RPN14,S000002972,,,1.0310,90,40993,1239,0.07263922518159806,2.4230126521842923,3.366069836579195,73,0.058918482647296204,0.0589166716469327,0.0,0.8385794995964487,81,37615,1039
GWK60_A00473,GWK60_A00473,ORF,,,,,,,10,1225,1941,0.005151983513652756,0.17158473828515933,0.05633072569614902,455,0.2344152498712004,0.2344152434307103,0.14886414266000178,0.7825862957238536,9,1089,1519
GWK60_A00495,GWK60_A00495,ORF,YGL003C,CDH1,S000002971,,,0.5930,2,109,1923,0.0010400416016640667,0.0403891532545724,0.00628393529612763,1207,0.6276651066042642,0.6276650859583532,0.0,0.9739989599583984,2,109,1873
