Chromosome,Position,Reads
CP048230.1,1774,248
CP048230.1,21047,16
CP048230.1,39235,85
CP048230.1,39241,1
CP048230.1,39248,2
CP048230.1,39272,490
CP048230.1,39279,202
CP048230.1,39283,1
CP048230.1,39290,151
CP048230.1,39659,10
CP048230.1,40625,21
CP048230.1,43314,9
CP048230.1,43493,25
CP048230.1,44723,7
CP048230.1,44732,58
CP048230.1,47477,246
CP048230.1,47789,50
CP048230.1,49192,241
CP048230.1,49339,109
CP048230.1,50510,254
CP048230.1,50915,75
CP048230.1,51121,198
CP048230.1,51236,20
CP048230.1,51243,297
CP048230.1,51519,2
CP048230.1,51553,146
CP048230.1,51624,488
CP048230.1,51713,1
CP048230.1,51757,149
CP048230.1,51764,431
CP048230.1,52037,304
CP048230.1,52074,281
CP048230.1,52270,5
CP048230.1,53930,26
CP048230.1,55184,16
CP048230.1,55213,20
CP048230.1,55280,152
CP048230.1,55377,74
CP048230.1,57138,335
CP048230.1,57172,134
CP048230.1,58940,67
CP048230.1,58956,209
CP048230.1,58996,24
CP048230.1,59007,30
CP048230.1,59129,37
CP048230.1,59496,7
CP048230.1,59624,244
CP048230.1,60428,129
CP048230.1,60475,8
CP048230.1,60927,133
CP048230.1,60988,1
CP048230.1,61053,56
CP048230.1,61060,86
CP048230.1,61088,58
CP048230.1,61113,79
CP048230.1,61117,72
CP048230.1,61151,58
CP048230.1,61242,5
CP048230.1,61361,11
CP048230.1,61475,84
CP048230.1,61536,56
CP048230.1,61612,63
CP048230.1,61614,416
CP048230.1,61621,486
CP048230.1,61641,97
CP048230.1,61690,19
CP048230.1,61699,208
CP048230.1,61721,2
CP048230.1,61815,1
CP048230.1,61819,42
CP048230.1,62090,149
CP048230.1,65613,47
CP048230.1,67279,20
CP048230.1,67972,2
CP048230.1,68950,299
CP048230.1,68963,91
CP048230.1,69066,72
CP048230.1,69073,24
CP048230.1,69353,2
CP048230.1,69449,100
CP048230.1,72666,66
CP048230.1,72734,2
CP048230.1,72823,213
CP048230.1,73096,227
CP048230.1,73098,594
CP048230.1,73108,505
CP048230.1,73115,2
CP048230.1,73148,15
CP048230.1,73162,560
CP048230.1,73246,221
CP048230.1,73381,997
CP048230.1,73434,143
CP048230.1,73750,167
CP048230.1,73780,1530
CP048230.1,74087,44
CP048230.1,74736,345
CP048230.1,75810,211
CP048230.1,75932,1
CP048230.1,76661,63
CP048230.1,77696,47
CP048230.1,77840,81
CP048230.1,77995,228
CP048230.1,78016,78
CP048230.1,78023,44
CP048230.1,78071,288
CP048230.1,78094,291
CP048230.1,78225,207
CP048230.1,78347,372
CP048230.1,78361,2
CP048230.1,78387,109
CP048230.1,78415,16
CP048230.1,78422,25
CP048230.1,78438,487
CP048230.1,78445,473
CP048230.1,78519,243
CP048230.1,78522,475
CP048230.1,78621,51
CP048230.1,78629,366
CP048230.1,78652,1
CP048230.1,78706,29
CP048230.1,78756,179
CP048230.1,78761,220
CP048230.1,78830,1
CP048230.1,78856,2
CP048230.1,78860,5
CP048230.1,78915,37
CP048230.1,79000,11
CP048230.1,79004,215
CP048230.1,79038,113
CP048230.1,79116,63
CP048230.1,79224,3
CP048230.1,79230,388
CP048230.1,79434,38
CP048230.1,79461,161
CP048230.1,79511,85
CP048230.1,79578,105
CP048230.1,79585,12
CP048230.1,79689,1
CP048230.1,79698,1
CP048230.1,79708,61
CP048230.1,79752,300
CP048230.1,79759,89
CP048230.1,81454,1
CP048230.1,81498,7
CP048230.1,84035,105
CP048230.1,84042,8
CP048230.1,84063,174
CP048230.1,84071,275
CP048230.1,84078,680
CP048230.1,84203,193
CP048230.1,86029,341
CP048230.1,86036,78
CP048230.1,86098,1
CP048230.1,86163,15
CP048230.1,86184,78
CP048230.1,86208,87
CP048230.1,86445,129
CP048230.1,86459,29
CP048230.1,86529,479
CP048230.1,87294,28
CP048230.1,87382,308
CP048230.1,87408,28
CP048230.1,87550,274
CP048230.1,87665,161
CP048230.1,88966,98
CP048230.1,90877,73
CP048230.1,91159,39
CP048230.1,91208,47
CP048230.1,91220,1
CP048230.1,92897,136
CP048230.1,92918,96
CP048230.1,92985,321
CP048230.1,93033,304
CP048230.1,93040,5
CP048230.1,93047,170
CP048230.1,93087,3
CP048230.1,93148,5
CP048230.1,93198,1
CP048230.1,93369,135
CP048230.1,93566,37
CP048230.1,93584,11
CP048230.1,94442,1
CP048230.1,94449,10
CP048230.1,94563,146
CP048230.1,94663,17
CP048230.1,94882,1
CP048230.1,94899,3
CP048230.1,94918,32
CP048230.1,94923,247
CP048230.1,95025,196
CP048230.1,95032,88
CP048230.1,95052,18
CP048230.1,95113,156
CP048230.1,95119,186
CP048230.1,95133,42
CP048230.1,95185,5
CP048230.1,95259,8
CP048230.1,95307,493
CP048230.1,95462,15
CP048230.1,96024,158
CP048230.1,96376,164
CP048230.1,96432,2
CP048230.1,96536,288
CP048230.1,96679,18
CP048230.1,96686,77
CP048230.1,97027,214
CP048230.1,97031,7
CP048230.1,97041,317
CP048230.1,97104,1
