Bin index,yH299-parent-pool4_normalized,yH299-parent-pool4_normalized rank
CP048230.1-0,1,1172
CP048230.1-1,0,1220
CP048230.1-2,1,1173
CP048230.1-3,8,739
CP048230.1-4,9,678
CP048230.1-5,28,146
CP048230.1-6,33,102
CP048230.1-7,63,26
CP048230.1-8,23,218
CP048230.1-9,81,11
CP048230.1-10,25,185
CP048230.1-11,6,850
CP048230.1-12,57,35
CP048230.1-13,25,186
CP048230.1-14,44,60
CP048230.1-15,18,330
CP048230.1-16,10,614
CP048230.1-17,17,348
CP048230.1-18,45,55
CP048230.1-19,26,172
CP048230.1-20,21,257
CP048230.1-21,4,976
CP048230.1-22,2,1100
CP048230.1-23,22,232
CP048230.1-24,3,1042
CP048230.1-25,22,233
CP048230.1-26,21,258
CP048230.1-27,21,259
CP048230.1-28,8,740
CP048230.1-29,7,805
CP048230.1-30,0,1221
CP048230.1-31,2,1101
CP048230.1-32,18,331
CP048230.1-33,18,332
CP048230.1-34,12,529
CP048230.1-35,15,412
CP048230.1-36,3,1043
CP048230.1-37,28,147
CP048230.1-38,7,806
CP048230.1-39,7,807
CP048230.1-40,5,918
CP048230.1-41,15,413
CP048230.1-42,10,615
CP048230.1-43,22,234
CP048230.1-44,27,162
CP048230.1-45,6,851
CP048230.1-46,11,564
CP048230.1-47,21,260
CP048230.1-48,15,414
CP048230.1-49,2,1102
CP048230.1-50,2,1103
CP048231.1-0,1,1174
CP048231.1-1,10,616
CP048231.1-2,5,919
CP048231.1-3,19,299
CP048231.1-4,11,565
CP048231.1-5,27,163
CP048231.1-6,16,376
CP048231.1-7,17,349
CP048231.1-8,13,490
CP048231.1-9,34,93
CP048231.1-10,12,530
CP048231.1-11,7,808
CP048231.1-12,5,920
CP048231.1-13,8,741
CP048231.1-14,5,921
CP048231.1-15,6,852
CP048231.1-16,6,853
CP048231.1-17,7,809
CP048231.1-18,14,457
CP048231.1-19,6,854
CP048231.1-20,8,742
CP048231.1-21,2,1104
CP048231.1-22,10,617
CP048231.1-23,34,94
CP048231.1-24,13,491
CP048231.1-25,18,333
CP048231.1-26,19,300
CP048231.1-27,36,82
CP048231.1-28,40,68
CP048231.1-29,68,16
CP048231.1-30,48,48
CP048231.1-31,10,618
CP048231.1-32,10,619
CP048231.1-33,11,566
CP048231.1-34,14,458
CP048231.1-35,62,27
CP048231.1-36,9,679
CP048231.1-37,51,43
CP048231.1-38,70,14
CP048231.1-39,16,377
CP048231.1-40,15,415
CP048231.1-41,38,76
CP048231.1-42,16,378
CP048231.1-43,32,110
CP048231.1-44,84,9
CP048231.1-45,59,31
CP048231.1-46,38,77
CP048231.1-47,67,17
CP048231.1-48,52,40
CP048231.1-49,0,1222
CP048231.1-50,1,1175
CP048232.1-0,1,1176
CP048232.1-1,3,1044
CP048232.1-2,9,680
CP048232.1-3,15,416
CP048232.1-4,15,417
CP048232.1-5,15,418
CP048232.1-6,9,681
CP048232.1-7,10,620
CP048232.1-8,16,379
CP048232.1-9,4,977
CP048232.1-10,7,810
CP048232.1-11,11,567
CP048232.1-12,8,743
CP048232.1-13,13,492
CP048232.1-14,10,621
CP048232.1-15,7,811
CP048232.1-16,35,87
CP048232.1-17,1,1177
CP048232.1-18,20,281
CP048232.1-19,12,531
CP048232.1-20,2,1105
CP048232.1-21,10,622
CP048232.1-22,9,682
CP048232.1-23,25,187
CP048232.1-24,29,132
CP048232.1-25,2,1106
CP048232.1-26,13,493
CP048232.1-27,12,532
CP048232.1-28,18,334
CP048232.1-29,17,350
CP048232.1-30,10,623
CP048232.1-31,44,61
CP048232.1-32,22,235
CP048232.1-33,12,533
CP048232.1-34,23,219
CP048232.1-35,14,459
CP048232.1-36,32,111
CP048232.1-37,47,50
CP048232.1-38,28,148
CP048232.1-39,45,56
CP048232.1-40,66,19
CP048232.1-41,71,13
CP048232.1-42,58,33
CP048232.1-43,104,2
CP048232.1-44,59,32
CP048232.1-45,56,37
CP048232.1-46,17,351
CP048232.1-47,57,36
CP048232.1-48,15,419
CP048232.1-49,14,460
CP048232.1-50,19,301
CP048232.1-51,7,812
CP048232.1-52,10,624
CP048232.1-53,3,1045
CP048233.1-0,2,1107
CP048233.1-1,6,855
CP048233.1-2,19,302
CP048233.1-3,10,625
CP048233.1-4,4,978
CP048233.1-5,25,188
CP048233.1-6,12,534
CP048233.1-7,17,352
CP048233.1-8,13,494
CP048233.1-9,37,80
CP048233.1-10,29,133
CP048233.1-11,3,1046
CP048233.1-12,21,261
CP048233.1-13,9,683
CP048233.1-14,11,568
CP048233.1-15,8,744
CP048233.1-16,15,420
CP048233.1-17,3,1047
CP048233.1-18,28,149
CP048233.1-19,3,1048
CP048233.1-20,3,1049
CP048233.1-21,9,684
CP048233.1-22,4,979
CP048233.1-23,3,1050
CP048233.1-24,16,380
CP048233.1-25,4,980
CP048233.1-26,6,856
CP048233.1-27,4,981
CP048233.1-28,2,1108
CP048233.1-29,4,982
CP048233.1-30,9,685
CP048233.1-31,8,745
CP048233.1-32,2,1109
CP048233.1-33,5,922
CP048233.1-34,5,923
CP048233.1-35,5,924
CP048233.1-36,6,857
CP048233.1-37,4,983
CP048233.1-38,16,381
CP048233.1-39,15,421
CP048233.1-40,13,495
CP048233.1-41,6,858
CP048233.1-42,11,569
CP048233.1-43,10,626
CP048233.1-44,6,859
CP048233.1-45,12,535
CP048233.1-46,10,627
CP048233.1-47,24,201
CP048233.1-48,7,813
CP048233.1-49,16,382
CP048233.1-50,12,536
CP048233.1-51,10,628
CP048233.1-52,5,925
CP048233.1-53,39,74
CP048233.1-54,32,112
CP048233.1-55,47,51
CP048233.1-56,14,461
CP048233.1-57,25,189
CP048233.1-58,31,119
CP048233.1-59,43,64
CP048233.1-60,54,39
CP048233.1-61,29,134
CP048233.1-62,22,236
CP048233.1-63,24,202
CP048233.1-64,66,20
CP048233.1-65,11,570
CP048233.1-66,47,52
CP048233.1-67,19,303
CP048233.1-68,31,120
CP048233.1-69,1,1178
CP048234.1-0,0,1223
CP048234.1-1,2,1110
CP048234.1-2,0,1224
CP048234.1-3,0,1225
CP048234.1-4,2,1111
CP048234.1-5,2,1112
CP048234.1-6,5,926
CP048234.1-7,4,984
CP048234.1-8,9,686
CP048234.1-9,8,746
CP048234.1-10,8,747
CP048234.1-11,6,860
CP048234.1-12,22,237
CP048234.1-13,26,173
CP048234.1-14,26,174
CP048234.1-15,4,985
CP048234.1-16,4,986
CP048234.1-17,10,629
CP048234.1-18,9,687
CP048234.1-19,31,121
CP048234.1-20,19,304
CP048234.1-21,21,262
CP048234.1-22,35,88
CP048234.1-23,67,18
CP048234.1-24,23,220
CP048234.1-25,43,65
CP048234.1-26,52,41
CP048234.1-27,33,103
CP048234.1-28,32,113
CP048234.1-29,16,383
CP048234.1-30,40,69
CP048234.1-31,42,67
CP048234.1-32,24,203
CP048234.1-33,16,384
CP048234.1-34,7,814
CP048234.1-35,7,815
CP048234.1-36,28,150
CP048234.1-37,12,537
CP048234.1-38,13,496
CP048234.1-39,31,122
CP048234.1-40,8,748
CP048234.1-41,19,305
CP048234.1-42,8,749
CP048234.1-43,30,128
CP048234.1-44,43,66
CP048234.1-45,9,688
CP048234.1-46,25,190
CP048234.1-47,12,538
CP048234.1-48,9,689
CP048234.1-49,19,306
CP048234.1-50,27,164
CP048234.1-51,2,1113
CP048234.1-52,14,462
CP048234.1-53,15,422
CP048234.1-54,2,1114
CP048234.1-55,6,861
CP048234.1-56,13,497
CP048234.1-57,27,165
CP048234.1-58,22,238
CP048234.1-59,7,816
CP048234.1-60,2,1115
CP048234.1-61,14,463
CP048234.1-62,27,166
CP048234.1-63,14,464
CP048234.1-64,20,282
CP048234.1-65,18,335
CP048234.1-66,20,283
CP048234.1-67,11,571
CP048234.1-68,1,1179
CP048234.1-69,0,1226
CP048234.1-70,1,1180
CP048235.1-0,1,1181
CP048235.1-1,0,1227
CP048235.1-2,2,1116
CP048235.1-3,20,284
CP048235.1-4,24,204
CP048235.1-5,28,151
CP048235.1-6,1,1182
CP048235.1-7,25,191
CP048235.1-8,40,70
CP048235.1-9,17,353
CP048235.1-10,7,817
CP048235.1-11,10,630
CP048235.1-12,16,385
CP048235.1-13,10,631
CP048235.1-14,34,95
CP048235.1-15,15,423
CP048235.1-16,65,23
CP048235.1-17,6,862
CP048235.1-18,28,152
CP048235.1-19,26,175
CP048235.1-20,33,104
CP048235.1-21,7,818
CP048235.1-22,14,465
CP048235.1-23,38,78
CP048235.1-24,92,5
CP048235.1-25,45,57
CP048235.1-26,17,354
CP048235.1-27,22,239
CP048235.1-28,8,750
CP048235.1-29,19,307
CP048235.1-30,32,114
CP048235.1-31,4,987
CP048235.1-32,7,819
CP048235.1-33,5,927
CP048235.1-34,32,115
CP048235.1-35,21,263
CP048235.1-36,11,572
CP048235.1-37,16,386
CP048235.1-38,2,1117
CP048235.1-39,5,928
CP048235.1-40,5,929
CP048235.1-41,7,820
CP048235.1-42,17,355
CP048235.1-43,35,89
CP048235.1-44,1,1183
CP048235.1-45,6,863
CP048235.1-46,18,336
CP048235.1-47,32,116
CP048235.1-48,22,240
CP048235.1-49,9,690
CP048235.1-50,20,285
CP048235.1-51,11,573
CP048235.1-52,1,1184
CP048235.1-53,16,387
CP048235.1-54,5,930
CP048235.1-55,17,356
CP048235.1-56,3,1051
CP048235.1-57,5,931
CP048235.1-58,6,864
CP048235.1-59,5,932
CP048235.1-60,9,691
CP048235.1-61,12,539
CP048235.1-62,18,337
CP048235.1-63,19,308
CP048235.1-64,15,424
CP048235.1-65,2,1118
CP048235.1-66,6,865
CP048235.1-67,2,1119
CP048235.1-68,8,751
CP048235.1-69,14,466
CP048235.1-70,19,309
CP048235.1-71,8,752
CP048235.1-72,2,1120
CP048235.1-73,10,632
CP048235.1-74,19,310
CP048235.1-75,44,62
CP048235.1-76,7,821
CP048235.1-77,9,692
CP048235.1-78,6,866
CP048235.1-79,7,822
CP048235.1-80,11,574
CP048235.1-81,14,467
CP048235.1-82,10,633
CP048235.1-83,11,575
CP048235.1-84,5,933
CP048235.1-85,2,1121
CP048235.1-86,19,311
CP048235.1-87,4,988
CP048235.1-88,22,241
CP048235.1-89,13,498
CP048235.1-90,16,388
CP048235.1-91,15,425
CP048235.1-92,8,753
CP048235.1-93,5,934
CP048236.1-0,6,867
CP048236.1-1,0,1228
CP048236.1-2,4,989
CP048236.1-3,28,153
CP048236.1-4,52,42
CP048236.1-5,62,28
CP048236.1-6,16,389
CP048236.1-7,23,221
CP048236.1-8,44,63
CP048236.1-9,36,83
CP048236.1-10,20,286
CP048236.1-11,51,44
CP048236.1-12,50,46
CP048236.1-13,23,222
CP048236.1-14,19,312
CP048236.1-15,15,426
CP048236.1-16,31,123
CP048236.1-17,12,540
CP048236.1-18,3,1052
CP048236.1-19,29,135
CP048236.1-20,21,264
CP048236.1-21,5,935
CP048236.1-22,4,990
CP048236.1-23,14,468
CP048236.1-24,6,868
CP048236.1-25,2,1122
CP048236.1-26,15,427
CP048236.1-27,22,242
CP048236.1-28,25,192
CP048236.1-29,19,313
CP048236.1-30,3,1053
CP048236.1-31,21,265
CP048236.1-32,12,541
CP048236.1-33,9,693
CP048236.1-34,0,1229
CP048236.1-35,8,754
CP048236.1-36,20,287
CP048236.1-37,11,576
CP048236.1-38,4,991
CP048236.1-39,26,176
CP048236.1-40,3,1054
CP048236.1-41,3,1055
CP048236.1-42,14,469
CP048236.1-43,9,694
CP048236.1-44,14,470
CP048236.1-45,3,1056
CP048236.1-46,6,869
CP048236.1-47,27,167
CP048236.1-48,5,936
CP048236.1-49,6,870
CP048236.1-50,3,1057
CP048236.1-51,22,243
CP048236.1-52,6,871
CP048236.1-53,8,755
CP048236.1-54,2,1123
CP048236.1-55,17,357
CP048236.1-56,3,1058
CP048236.1-57,22,244
CP048236.1-58,11,577
CP048236.1-59,15,428
CP048236.1-60,15,429
CP048236.1-61,2,1124
CP048236.1-62,4,992
CP048236.1-63,14,471
CP048236.1-64,22,245
CP048236.1-65,3,1059
CP048236.1-66,4,993
CP048236.1-67,6,872
CP048236.1-68,2,1125
CP048236.1-69,9,695
CP048236.1-70,24,205
CP048236.1-71,7,823
CP048236.1-72,7,824
CP048236.1-73,15,430
CP048236.1-74,12,542
CP048236.1-75,1,1185
CP048236.1-76,3,1060
CP048236.1-77,19,314
CP048236.1-78,5,937
CP048236.1-79,6,873
CP048236.1-80,1,1186
CP048236.1-81,9,696
CP048236.1-82,9,697
CP048236.1-83,7,825
CP048236.1-84,11,578
CP048236.1-85,0,1230
CP048236.1-86,10,634
CP048236.1-87,17,358
CP048236.1-88,9,698
CP048236.1-89,8,756
CP048236.1-90,6,874
