Chromosome,Position,Reads
CP048230.1,26244,36
CP048230.1,31789,43
CP048230.1,31927,22
CP048230.1,31936,11
CP048230.1,32577,9
CP048230.1,33638,5
CP048230.1,33654,10
CP048230.1,33906,5
CP048230.1,33956,33
CP048230.1,39102,26
CP048230.1,39103,138
CP048230.1,39199,101
CP048230.1,39205,61
CP048230.1,39207,269
CP048230.1,39216,4
CP048230.1,39231,3
CP048230.1,39235,177
CP048230.1,39241,90
CP048230.1,39242,404
CP048230.1,39266,80
CP048230.1,39272,1244
CP048230.1,39279,1602
CP048230.1,39283,287
CP048230.1,39287,33
CP048230.1,39290,67
CP048230.1,39291,16
CP048230.1,39379,41
CP048230.1,39407,138
CP048230.1,39439,27
CP048230.1,39446,62
CP048230.1,39453,57
CP048230.1,39455,45
CP048230.1,39462,78
CP048230.1,39523,39
CP048230.1,39565,18
CP048230.1,39574,196
CP048230.1,39588,115
CP048230.1,39659,23
CP048230.1,39666,496
CP048230.1,39690,113
CP048230.1,39943,5
CP048230.1,40538,80
CP048230.1,41121,6
CP048230.1,41221,102
CP048230.1,43314,318
CP048230.1,43321,77
CP048230.1,43356,7
CP048230.1,43450,163
CP048230.1,43493,86
CP048230.1,43515,2
CP048230.1,43522,79
CP048230.1,44773,1
CP048230.1,45436,94
CP048230.1,45443,53
CP048230.1,45472,1
CP048230.1,45518,6
CP048230.1,45889,32
CP048230.1,46032,34
CP048230.1,46394,98
CP048230.1,46910,119
CP048230.1,47272,33
CP048230.1,47445,10
CP048230.1,47452,102
CP048230.1,47521,2
CP048230.1,47700,21
CP048230.1,47882,6
CP048230.1,47976,165
CP048230.1,48134,6
CP048230.1,48224,86
CP048230.1,48538,1
CP048230.1,48794,3
CP048230.1,48798,68
CP048230.1,48975,280
CP048230.1,49147,154
CP048230.1,49339,47
CP048230.1,49393,7
CP048230.1,49461,46
CP048230.1,50362,7
CP048230.1,50369,189
CP048230.1,50503,147
CP048230.1,50510,199
CP048230.1,50558,128
CP048230.1,50869,78
CP048230.1,50919,90
CP048230.1,51017,6
CP048230.1,51046,22
CP048230.1,51102,98
CP048230.1,51109,26
CP048230.1,51114,1
CP048230.1,51128,148
CP048230.1,51135,36
CP048230.1,51149,301
CP048230.1,51156,153
CP048230.1,51160,156
CP048230.1,51172,15
CP048230.1,51236,1455
CP048230.1,51243,1840
CP048230.1,51330,1
CP048230.1,51425,10
CP048230.1,51467,408
CP048230.1,51473,65
CP048230.1,51482,2
CP048230.1,51499,124
CP048230.1,51512,6
CP048230.1,51519,8
CP048230.1,51529,140
CP048230.1,51535,407
CP048230.1,51549,622
CP048230.1,51556,236
CP048230.1,51560,59
CP048230.1,51563,206
CP048230.1,51596,193
CP048230.1,51625,162
CP048230.1,51632,424
CP048230.1,51658,16
CP048230.1,51675,2
CP048230.1,51700,341
CP048230.1,51713,211
CP048230.1,51720,201
CP048230.1,51721,119
CP048230.1,51736,585
CP048230.1,51764,237
CP048230.1,51765,11
CP048230.1,51772,680
CP048230.1,51882,1
CP048230.1,52037,841
CP048230.1,52067,200
CP048230.1,52108,144
CP048230.1,52239,201
CP048230.1,52242,6
CP048230.1,52471,69
CP048230.1,54622,133
