Chromosome,Position,Reads
CP048230.1,1261,131
CP048230.1,1774,1
CP048230.1,2682,36
CP048230.1,20266,115
CP048230.1,26244,42
CP048230.1,29632,431
CP048230.1,31789,350
CP048230.1,31927,22
CP048230.1,31936,7
CP048230.1,32577,10
CP048230.1,32766,113
CP048230.1,33227,17
CP048230.1,33638,269
CP048230.1,33645,35
CP048230.1,33654,21
CP048230.1,33740,2
CP048230.1,33906,231
CP048230.1,33956,19
CP048230.1,36147,13
CP048230.1,36489,1013
CP048230.1,39102,20
CP048230.1,39103,122
CP048230.1,39147,142
CP048230.1,39199,105
CP048230.1,39205,41
CP048230.1,39207,253
CP048230.1,39216,4
CP048230.1,39231,5
CP048230.1,39235,472
CP048230.1,39241,657
CP048230.1,39242,1628
CP048230.1,39255,92
CP048230.1,39266,501
CP048230.1,39272,3316
CP048230.1,39279,3203
CP048230.1,39283,480
CP048230.1,39287,25
CP048230.1,39290,786
CP048230.1,39291,465
CP048230.1,39377,227
CP048230.1,39388,15
CP048230.1,39407,413
CP048230.1,39439,152
CP048230.1,39446,176
CP048230.1,39453,54
CP048230.1,39455,49
CP048230.1,39462,59
CP048230.1,39480,1
CP048230.1,39523,28
CP048230.1,39565,17
CP048230.1,39574,194
CP048230.1,39588,123
CP048230.1,39612,14
CP048230.1,39659,59
CP048230.1,39666,1259
CP048230.1,39690,102
CP048230.1,39692,117
CP048230.1,39805,468
CP048230.1,39849,474
CP048230.1,39876,10
CP048230.1,39943,333
CP048230.1,40071,1
CP048230.1,40074,376
CP048230.1,40087,12
CP048230.1,40102,546
CP048230.1,40538,69
CP048230.1,41121,4
CP048230.1,41221,84
CP048230.1,42293,292
CP048230.1,42352,413
CP048230.1,43304,143
CP048230.1,43314,271
CP048230.1,43321,618
CP048230.1,43356,4
CP048230.1,43383,91
CP048230.1,43450,147
CP048230.1,43493,185
CP048230.1,43500,448
CP048230.1,43522,79
CP048230.1,44773,2
CP048230.1,45436,136
CP048230.1,45443,58
CP048230.1,45472,8
CP048230.1,45518,13
CP048230.1,45889,38
CP048230.1,45917,234
CP048230.1,46032,42
CP048230.1,46041,177
CP048230.1,46139,189
CP048230.1,46394,95
CP048230.1,46773,22
CP048230.1,46910,129
CP048230.1,46915,6
CP048230.1,47272,23
CP048230.1,47299,253
CP048230.1,47445,3
CP048230.1,47452,81
CP048230.1,47470,40
CP048230.1,47521,2
CP048230.1,47700,10
CP048230.1,47835,377
CP048230.1,47878,1
CP048230.1,47976,525
CP048230.1,48014,507
CP048230.1,48134,11
CP048230.1,48224,87
CP048230.1,48701,17
CP048230.1,48787,295
CP048230.1,48794,3
CP048230.1,48798,73
CP048230.1,48909,108
CP048230.1,48975,272
CP048230.1,49147,143
CP048230.1,49332,265
CP048230.1,49339,335
CP048230.1,49393,7
CP048230.1,49461,36
CP048230.1,49629,55
CP048230.1,50362,334
CP048230.1,50369,194
CP048230.1,50510,1354
CP048230.1,50525,291
CP048230.1,50558,127
CP048230.1,50623,348
CP048230.1,50810,326
CP048230.1,50869,75
CP048230.1,50879,537
CP048230.1,50905,121
CP048230.1,50919,79
CP048230.1,51017,305
CP048230.1,51024,471
CP048230.1,51046,609
CP048230.1,51102,201
CP048230.1,51109,91
CP048230.1,51128,127
CP048230.1,51135,47
CP048230.1,51149,2083
CP048230.1,51156,364
CP048230.1,51160,746
CP048230.1,51172,11
CP048230.1,51233,631
CP048230.1,51236,3585
CP048230.1,51243,5839
CP048230.1,51330,3
CP048230.1,51425,646
CP048230.1,51467,752
CP048230.1,51473,557
CP048230.1,51482,2
CP048230.1,51499,96
CP048230.1,51512,10
CP048230.1,51519,488
CP048230.1,51527,650
CP048230.1,51535,337
